week,year,name,team,opp,score,fg-made,fg-att,xp-made,xp-att,pts
3,12,Garrett Hartley,NO,vs KC,L 24-27,1,2,3,3,6
3,12,Alex Henery,PHI,@ ARI,L 6-27,2,2,0,0,6
3,12,Rian Lindell,BUF,@ CLE,W  24-14,1,1,3,3,6
3,12,Blair Walsh,MIN,vs SF,W  24-13,1,1,3,3,6
3,12,Greg Zuerlein,,@ CHI,L 6-23,2,2,0,0,6
3,12,Adam Vinatieri,IND,vs ,L 17-22,1,2,2,2,5
3,12,Connor Barth,TB,@ DAL,L 10-16,1,1,1,1,4
3,12,Matt Bryant,ATL,@ SD,W  27-3,0,0,3,3,3
3,12,Nate Kaeding,SD,vs ATL,L 3-27,1,1,0,0,3
3,12,Phil Dawson,CLE,vs BUF,L 14-24,0,0,2,2,2
3,12,Steven Hauschka,SEA,vs GB,W  14-12,0,0,2,2,2
3,12,Justin Medlock,CAR,vs NYG,L 7-36,0,0,1,1,1
4,12,Alex Henery,PHI,vs NYG,W  19-17,4,4,1,1,13
4,12,Nick Novak,SD,@ KC,W  37-20,3,3,4,4,13
4,12,Matt Prater,DEN,vs OAK,W  37-6,3,3,4,4,13
4,12,Greg Zuerlein,,vs SEA,W  19-13,4,4,1,1,13
4,12,Matt Bryant,ATL,vs CAR,W  30-28,3,3,3,3,12
4,12,David Akers,SF,@ NYJ,W  34-0,2,4,4,4,10
4,12,Connor Barth,TB,vs WAS,L 22-24,3,3,1,1,10
4,12,Phil Dawson,CLE,@ BAL,L 16-23,3,3,1,1,10
4,12,Stephen Gostkowski,NE,@ BUF,W  52-28,1,3,7,7,10
4,12,Robbie Gould,CHI,@ DAL,W  34-18,2,2,4,4,10
4,12,Garrett Hartley,NO,@ GB,L 27-28,2,3,3,3,9
4,12,Mike Nugent,CIN,@ ,W  27-10,2,2,3,3,9
4,12,Shayne Graham,HOU,vs TEN,W  38-14,1,1,5,5,8
4,12,Blair Walsh,MIN,@ DET,W  20-13,2,3,2,2,8
4,12,Dan Carpenter,MIA,@ ARI,L 21-24,2,3,1,1,7
4,12,Jason Hanson,DET,vs MIN,L 13-20,2,2,1,1,7
4,12,Steven Hauschka,SEA,@ ,L 13-19,2,2,1,1,7
4,12,Billy Cundiff,WAS,@ TB,W  24-22,1,4,3,3,6
4,12,Jay Feely,ARI,vs MIA,W  24-21,1,1,3,3,6
4,12,Sebastian Janikowski,OAK,@ DEN,L 6-37,2,2,0,0,6
4,12,Justin Tucker,BAL,vs CLE,W  23-16,1,2,2,2,5
4,12,Lawrence Tynes,NYG,@ PHI,L 17-19,1,2,2,2,5
4,12,Dan Bailey,DAL,vs CHI,L 18-34,1,1,1,1,4
4,12,Mason Crosby,GB,vs NO,W  28-27,0,0,4,4,4
4,12,Rian Lindell,BUF,vs NE,L 28-52,0,0,4,4,4
4,12,Justin Medlock,CAR,@ ATL,L 28-30,0,0,4,4,4
4,12,Josh Scobee,,vs CIN,L 10-27,1,1,1,1,4
4,12,Rob Bironas,TEN,@ HOU,L 14-38,0,0,2,2,2
4,12,Ryan Succop,KC,vs SD,L 20-37,0,0,2,2,2
5,12,Blair Walsh,MIN,vs TEN,W  30-7,3,3,3,3,12
5,12,Robbie Gould,CHI,@ ,W  41-3,2,2,5,5,11
5,12,Shayne Graham,HOU,@ NYJ,W  23-17,3,3,2,2,11
5,12,Lawrence Tynes,NYG,vs CLE,W  41-27,2,2,5,5,11
5,12,Steven Hauschka,SEA,@ CAR,W  16-12,3,3,1,1,10
5,12,Shaun Suisham,PIT,vs PHI,W  16-14,3,3,1,1,10
5,12,Adam Vinatieri,IND,vs GB,W  30-27,3,4,1,1,10
5,12,David Akers,SF,vs BUF,W  45-3,1,1,6,6,9
5,12,Phil Dawson,CLE,@ NYG,L 27-41,2,2,3,3,9
5,12,Justin Tucker,BAL,@ KC,W  9-6,3,3,0,0,9
5,12,Stephen Gostkowski,NE,vs DEN,W  31-21,1,1,4,4,7
5,12,Garrett Hartley,NO,vs SD,W  31-24,1,1,4,4,7
5,12,Mike Nugent,CIN,vs MIA,L 13-17,2,3,1,1,7
5,12,Matt Bryant,ATL,@ WAS,W  24-17,1,1,3,3,6
5,12,Nick Novak,SD,@ NO,L 24-31,1,2,3,3,6
5,12,Ryan Succop,KC,vs BAL,L 6-9,2,2,0,0,6
5,12,Dan Carpenter,MIA,@ CIN,W  17-13,1,2,2,2,5
5,12,Billy Cundiff,WAS,vs ATL,L 17-24,1,2,2,2,5
5,12,Nick Folk,NYJ,vs HOU,L 17-23,1,1,2,2,5
5,12,Greg Zuerlein,,vs ARI,W  17-3,1,1,2,2,5
5,12,Justin Medlock,CAR,vs SEA,L 12-16,1,1,1,1,4
5,12,Mason Crosby,GB,@ IND,L 27-30,0,2,3,3,3
5,12,Jay Feely,ARI,@ ,L 3-17,1,2,0,0,3
5,12,Rian Lindell,BUF,@ SF,L 3-45,1,1,0,0,3
5,12,Matt Prater,DEN,@ NE,L 21-31,0,0,3,3,3
5,12,Josh Scobee,,vs CHI,L 3-41,1,1,0,0,3
5,12,Alex Henery,PHI,@ PIT,L 14-16,0,0,2,2,2
5,12,Rob Bironas,TEN,@ MIN,L 7-30,0,0,1,1,1
6,12,Rob Bironas,TEN,vs PIT,W  26-23,4,4,2,2,14
6,12,Jason Hanson,DET,@ PHI,W  26-23,4,4,2,2,14
6,12,Lawrence Tynes,NYG,@ SF,W  26-3,4,5,2,2,14
6,12,Blair Walsh,MIN,@ WAS,L 26-38,4,4,0,0,12
6,12,Dan Bailey,DAL,@ BAL,L 29-31,3,4,2,2,11
6,12,Matt Bryant,ATL,vs OAK,W  23-20,3,4,2,2,11
6,12,Stephen Gostkowski,NE,@ SEA,L 23-24,3,3,2,2,11
6,12,Alex Henery,PHI,vs DET,L 23-26,3,3,2,2,11
6,12,Shaun Suisham,PIT,@ TEN,L 23-26,3,4,2,2,11
6,12,Phil Dawson,CLE,vs CIN,W  34-24,2,2,4,4,10
6,12,Jay Feely,ARI,vs BUF,L 16-19,3,4,1,1,10
6,12,Adam Vinatieri,IND,@ NYJ,L 9-35,3,3,0,0,9
6,12,Connor Barth,TB,vs KC,W  38-10,1,2,5,5,8
6,12,Kai Forbath,WAS,vs MIN,W  38-26,1,1,5,5,8
6,12,Sebastian Janikowski,OAK,@ ATL,L 20-23,2,2,2,2,8
6,12,Justin Tucker,BAL,vs DAL,W  31-29,1,1,4,4,7
6,12,Mason Crosby,GB,@ HOU,W  42-24,0,0,6,6,6
6,12,Shayne Graham,HOU,vs GB,L 24-42,1,1,3,3,6
6,12,Steven Hauschka,SEA,vs NE,W  24-23,1,1,3,3,6
6,12,Nick Novak,SD,vs DEN,L 24-35,1,1,3,3,6
6,12,Mike Nugent,CIN,@ CLE,L 24-34,1,1,3,3,6
6,12,Greg Zuerlein,,@ MIA,L 14-17,2,5,0,0,6
6,12,Dan Carpenter,MIA,vs ,W  17-14,1,1,2,2,5
6,12,Nick Folk,NYJ,vs IND,W  35-9,0,0,5,5,5
6,12,Rian Lindell,BUF,@ ARI,W  19-16,1,1,2,2,5
6,12,Matt Prater,DEN,@ SD,W  35-24,0,0,5,5,5
6,12,Ryan Succop,KC,@ TB,L 10-38,1,1,1,1,4
6,12,David Akers,SF,vs NYG,L 3-26,1,3,0,0,3
7,12,Nick Folk,NYJ,@ NE,L 26-29,4,4,2,2,14
7,12,Sebastian Janikowski,OAK,vs ,W  26-23,4,5,2,2,14
7,12,Dan Bailey,DAL,@ CAR,W  19-14,4,4,1,1,13
7,12,Mason Crosby,GB,@ ,W  30-20,3,4,3,3,12
7,12,Kai Forbath,WAS,@ NYG,L 23-27,3,3,2,2,11
7,12,Shayne Graham,HOU,vs BAL,W  43-13,2,2,5,5,11
7,12,Josh Scobee,,@ OAK,L 23-26,3,3,2,2,11
7,12,Rian Lindell,BUF,vs TEN,L 34-35,2,2,4,4,10
7,12,Shaun Suisham,PIT,@ CIN,W  24-17,3,3,1,1,10
7,12,Stephen Gostkowski,NE,vs NYJ,W  29-26,2,2,3,3,9
7,12,Lawrence Tynes,NYG,vs WAS,W  27-23,2,2,3,3,9
7,12,Greg Zuerlein,,vs GB,L 20-30,2,2,2,2,8
7,12,David Akers,SF,vs SEA,W  13-6,2,2,1,1,7
7,12,Robbie Gould,CHI,vs DET,W  13-7,2,3,1,1,7
7,12,Justin Tucker,BAL,@ HOU,L 13-43,2,2,1,1,7
7,12,Steven Hauschka,SEA,@ SF,L 6-13,2,3,0,0,6
7,12,Rob Bironas,TEN,@ BUF,W  35-34,0,0,5,5,5
7,12,Garrett Hartley,NO,@ TB,W  35-28,0,0,5,5,5
7,12,Mike Nugent,CIN,vs PIT,L 17-24,1,1,2,2,5
7,12,Adam Vinatieri,IND,vs CLE,W  17-13,1,1,2,2,5
7,12,Connor Barth,TB,vs NO,L 28-35,0,1,4,4,4
7,12,Blair Walsh,MIN,vs ARI,W  21-14,0,0,3,3,3
7,12,Jay Feely,ARI,@ MIN,L 14-21,0,1,2,2,2
7,12,Justin Medlock,CAR,vs DAL,L 14-19,0,0,2,2,2
7,12,Phil Dawson,CLE,@ IND,L 13-17,0,0,1,1,1
7,12,Jason Hanson,DET,@ CHI,L 7-13,0,0,1,1,1
8,12,Lawrence Tynes,NYG,@ DAL,W  29-24,5,5,2,2,17
8,12,Justin Medlock,CAR,@ CHI,L 22-23,5,5,1,1,16
8,12,Sebastian Janikowski,OAK,@ KC,W  26-16,4,4,2,2,14
8,12,Connor Barth,TB,@ MIN,W  36-17,3,3,3,3,12
8,12,Matt Bryant,ATL,@ PHI,W  30-17,3,3,3,3,12
8,12,Dan Carpenter,MIA,@ NYJ,W  30-9,3,3,3,3,12
8,12,Matt Prater,DEN,vs NO,W  34-14,2,2,4,4,10
8,12,Ryan Succop,KC,vs OAK,L 16-26,3,3,1,1,10
8,12,Stephen Gostkowski,NE,@ ,W  45-7,1,1,6,6,9
8,12,Josh Scobee,,@ GB,L 15-24,3,3,0,0,9
8,12,Shaun Suisham,PIT,vs WAS,W  27-12,2,2,3,3,9
8,12,Rob Bironas,TEN,vs IND,L 13-19,2,3,1,1,7
8,12,Adam Vinatieri,IND,@ TEN,W  19-13,2,3,1,1,7
8,12,David Akers,SF,@ ARI,W  24-3,1,1,3,3,6
8,12,Dan Bailey,DAL,vs NYG,L 24-29,1,1,3,3,6
8,12,Mason Crosby,GB,vs ,W  24-15,1,2,3,3,6
8,12,Kai Forbath,WAS,@ PIT,L 12-27,2,2,0,1,6
8,12,Steven Hauschka,SEA,@ DET,L 24-28,1,2,3,3,6
8,12,Nick Novak,SD,@ CLE,L 6-7,2,2,0,0,6
8,12,Robbie Gould,CHI,vs CAR,W  23-22,1,2,2,2,5
8,12,Alex Henery,PHI,vs ATL,L 17-30,1,1,2,2,5
8,12,Blair Walsh,MIN,vs TB,L 17-36,1,1,2,2,5
8,12,Jason Hanson,DET,vs SEA,W  28-24,0,0,4,4,4
8,12,Jay Feely,ARI,vs SF,L 3-24,1,1,0,0,3
8,12,Nick Folk,NYJ,vs MIA,L 9-30,1,2,0,0,3
8,12,Garrett Hartley,NO,@ DEN,L 14-34,0,0,2,2,2
8,12,Phil Dawson,CLE,vs SD,W  7-6,0,0,1,1,1
8,12,Greg Zuerlein,,vs NE,L 7-45,0,0,1,1,1
9,12,Phil Dawson,CLE,vs BAL,L 15-25,5,5,0,0,15
9,12,Robbie Gould,CHI,@ TEN,W  51-20,3,3,6,6,15
9,12,Matt Bryant,ATL,vs DAL,W  19-13,4,6,1,1,13
9,12,Mike Nugent,CIN,vs DEN,L 23-31,3,4,2,2,11
9,12,Adam Vinatieri,IND,vs MIA,W  23-20,3,5,2,2,11
9,12,Rian Lindell,BUF,@ HOU,L 9-21,3,4,0,0,9
9,12,Dan Carpenter,MIA,@ IND,L 20-23,2,2,2,2,8
9,12,Lawrence Tynes,NYG,vs PIT,L 20-24,2,3,2,2,8
9,12,Blair Walsh,MIN,@ SEA,L 20-30,2,2,2,2,8
9,12,Dan Bailey,DAL,@ ATL,L 13-19,2,3,1,1,7
9,12,Mason Crosby,GB,vs ARI,W  31-17,1,2,4,4,7
9,12,Kai Forbath,WAS,vs CAR,L 13-21,2,2,1,1,7
9,12,Jason Hanson,DET,@ ,W  31-14,1,2,4,4,7
9,12,Alex Henery,PHI,@ NO,L 13-28,2,2,1,1,7
9,12,Nick Novak,SD,vs KC,W  31-13,1,1,4,4,7
9,12,Matt Prater,DEN,@ CIN,W  31-23,1,1,4,4,7
9,12,Ryan Succop,KC,@ SD,L 13-31,2,3,1,1,7
9,12,Connor Barth,TB,@ OAK,W  42-32,0,2,6,6,6
9,12,Steven Hauschka,SEA,vs MIN,W  30-20,1,1,3,4,6
9,12,Sebastian Janikowski,OAK,vs TB,L 32-42,1,1,3,3,6
9,12,Shaun Suisham,PIT,@ NYG,W  24-20,1,1,3,3,6
9,12,Jay Feely,ARI,@ GB,L 17-31,1,1,2,2,5
9,12,Justin Tucker,BAL,@ CLE,W  25-15,1,1,2,2,5
9,12,Rob Bironas,TEN,vs CHI,L 20-51,1,1,1,1,4
9,12,Garrett Hartley,NO,vs PHI,W  28-13,0,1,4,4,4
9,12,Shayne Graham,HOU,vs BUF,W  21-9,0,1,3,3,3
9,12,Justin Medlock,CAR,@ WAS,W  21-13,0,1,3,3,3
10,12,Blair Walsh,MIN,vs DET,W  34-24,4,4,2,2,14
10,12,Rob Bironas,TEN,@ MIA,W  37-3,3,3,4,4,13
10,12,Stephen Gostkowski,NE,vs BUF,W  37-31,3,3,4,4,13
10,12,Justin Tucker,BAL,vs OAK,W  55-20,2,2,7,7,13
10,12,Connor Barth,TB,vs SD,W  34-24,2,2,4,4,10
10,12,Matt Prater,DEN,@ CAR,W  36-14,2,3,4,4,10
10,12,Shaun Suisham,PIT,vs KC,W  16-13,3,3,1,1,10
10,12,Matt Bryant,ATL,@ NO,L 27-31,2,2,3,3,9
10,12,Adam Vinatieri,IND,@ ,W  27-10,2,2,3,3,9
10,12,Dan Bailey,DAL,@ PHI,W  38-23,1,1,5,5,8
10,12,Sebastian Janikowski,OAK,@ BAL,L 20-55,2,2,2,2,8
10,12,Shayne Graham,HOU,@ CHI,W  13-6,2,2,1,1,7
10,12,Garrett Hartley,NO,vs ATL,W  31-27,1,1,4,4,7
10,12,Rian Lindell,BUF,@ NE,L 31-37,1,1,4,4,7
10,12,Mike Nugent,CIN,vs NYG,W  31-13,1,1,4,4,7
10,12,Ryan Succop,KC,@ PIT,L 13-16,2,3,1,1,7
10,12,Lawrence Tynes,NYG,@ CIN,L 13-31,2,2,1,1,7
10,12,David Akers,SF,vs ,   T24-24,1,2,3,3,6
10,12,Robbie Gould,CHI,vs HOU,L 6-13,2,3,0,0,6
10,12,Jason Hanson,DET,@ MIN,L 24-34,1,1,3,3,6
10,12,Nick Novak,SD,@ TB,L 24-34,1,1,3,3,6
10,12,Greg Zuerlein,,@ SF,   T24-24,1,2,3,3,6
10,12,Alex Henery,PHI,vs DAL,L 23-38,1,1,2,3,5
10,12,Steven Hauschka,SEA,vs NYJ,W  28-7,0,0,4,4,4
10,12,Josh Scobee,,vs IND,L 10-27,1,2,1,1,4
10,12,Dan Carpenter,MIA,vs TEN,L 3-37,1,1,0,0,3
10,12,Justin Medlock,CAR,vs DEN,L 14-36,0,1,2,2,2
10,12,Nick Folk,NYJ,@ SEA,L 7-28,0,0,1,1,1
11,12,Jay Feely,ARI,@ ATL,L 19-23,4,4,1,1,13
11,12,Shayne Graham,HOU,vs ,W  43-37,3,5,4,4,13
11,12,Rian Lindell,BUF,vs MIA,W  19-14,4,4,1,1,13
11,12,Josh Scobee,,@ HOU,L 37-43,3,3,4,4,13
11,12,David Akers,SF,vs CHI,W  32-7,3,3,3,3,12
11,12,Matt Prater,DEN,vs SD,W  30-23,3,4,3,3,12
11,12,Dan Bailey,DAL,vs CLE,W  23-20,3,3,2,2,11
11,12,Matt Bryant,ATL,vs ARI,W  23-19,3,3,2,2,11
11,12,Stephen Gostkowski,NE,vs IND,W  59-24,1,2,8,8,11
11,12,Nick Folk,NYJ,@ ,W  27-13,2,4,3,3,9
11,12,Phil Dawson,CLE,@ DAL,L 20-23,2,2,2,2,8
11,12,Jason Hanson,DET,vs GB,L 20-24,2,2,2,2,8
11,12,Garrett Hartley,NO,@ OAK,W  38-17,1,1,5,5,8
11,12,Connor Barth,TB,@ CAR,W  27-21,2,2,1,1,7
11,12,Kai Forbath,WAS,vs PHI,W  31-6,1,1,4,4,7
11,12,Justin Tucker,BAL,@ PIT,W  13-10,2,3,1,1,7
11,12,Mason Crosby,GB,@ DET,W  24-20,1,3,3,3,6
11,12,Alex Henery,PHI,@ WAS,L 6-31,2,2,0,0,6
11,12,Ryan Succop,KC,vs CIN,L 6-28,2,2,0,0,6
11,12,Adam Vinatieri,IND,@ NE,L 24-59,1,2,3,3,6
11,12,Sebastian Janikowski,OAK,vs NO,L 17-38,1,1,2,2,5
11,12,Mike Nugent,CIN,@ KC,W  28-6,0,1,4,4,4
11,12,Shaun Suisham,PIT,vs BAL,L 10-13,1,1,1,1,4
11,12,Justin Medlock,CAR,vs TB,L 21-27,0,1,3,3,3
11,12,Nick Novak,SD,@ DEN,L 23-30,0,0,3,3,3
11,12,Dan Carpenter,MIA,@ BUF,L 14-19,0,1,2,2,2
11,12,Robbie Gould,CHI,@ SF,L 7-32,0,0,1,1,1
11,12,Greg Zuerlein,,vs NYJ,L 13-27,0,0,1,1,1
12,12,Rob Bironas,TEN,@ ,L 19-24,4,5,1,1,13
12,12,Dan Bailey,DAL,vs WAS,L 31-38,3,3,2,2,11
12,12,Connor Barth,TB,vs ATL,L 23-24,3,4,2,2,11
12,12,Shayne Graham,HOU,@ DET,W  34-31,2,3,4,4,10
12,12,Alex Henery,PHI,vs CAR,L 22-30,3,3,1,1,10
12,12,Mike Nugent,CIN,vs OAK,W  34-10,2,3,4,4,10
12,12,Justin Tucker,BAL,@ SD,W  16-13,3,3,1,1,10
12,12,Ryan Succop,KC,vs DEN,L 9-17,3,3,0,0,9
12,12,Phil Dawson,CLE,vs PIT,W  20-14,2,2,2,2,8
12,12,Kai Forbath,WAS,@ DAL,W  38-31,1,1,5,5,8
12,12,Robbie Gould,CHI,vs MIN,W  28-10,2,3,2,2,8
12,12,Lawrence Tynes,NYG,vs GB,W  38-10,1,1,5,5,8
12,12,Adam Vinatieri,IND,vs BUF,W  20-13,2,2,2,2,8
12,12,David Akers,SF,@ NO,W  31-21,1,3,4,4,7
12,12,Stephen Gostkowski,NE,@ NYJ,W  49-19,0,1,7,7,7
12,12,Jason Hanson,DET,vs HOU,L 31-34,1,2,4,4,7
12,12,Rian Lindell,BUF,@ IND,L 13-20,2,2,1,1,7
12,12,Nick Novak,SD,vs BAL,L 13-16,2,2,1,1,7
12,12,Greg Zuerlein,,@ ARI,W  31-17,1,2,4,4,7
12,12,Matt Bryant,ATL,@ TB,W  24-23,1,3,3,3,6
12,12,Dan Carpenter,MIA,vs SEA,W  24-21,1,1,3,3,6
12,12,Graham Gano,CAR,@ PHI,W  30-22,1,1,3,4,6
12,12,Josh Scobee,,vs TEN,W  24-19,1,1,3,3,6
12,12,Jay Feely,ARI,vs ,L 17-31,1,1,2,2,5
12,12,Nick Folk,NYJ,vs NE,L 19-49,1,1,2,2,5
12,12,Matt Prater,DEN,@ KC,W  17-9,1,3,2,2,5
12,12,Mason Crosby,GB,@ NYG,L 10-38,1,2,1,1,4
12,12,Sebastian Janikowski,OAK,@ CIN,L 10-34,1,1,1,1,4
12,12,Blair Walsh,MIN,@ CHI,L 10-28,1,2,1,1,4
12,12,Garrett Hartley,NO,vs SF,L 21-31,0,0,3,3,3
12,12,Steven Hauschka,SEA,@ MIA,L 21-24,0,0,3,3,3
12,12,Shaun Suisham,PIT,@ CLE,L 14-20,0,0,2,2,2
13,12,Jason Hanson,DET,vs IND,L 33-35,4,4,3,3,15
13,12,Connor Barth,TB,@ DEN,L 23-31,3,3,2,2,11
13,12,Matt Bryant,ATL,vs NO,W  23-13,3,3,2,2,11
13,12,Mason Crosby,GB,vs MIN,W  23-14,3,4,2,2,11
13,12,Stephen Gostkowski,NE,@ MIA,W  23-16,3,4,2,2,11
13,12,Shaun Suisham,PIT,@ BAL,W  23-20,3,3,2,2,11
13,12,Dan Carpenter,MIA,vs NE,L 16-23,3,3,1,1,10
13,12,Rian Lindell,BUF,vs ,W  34-18,2,2,4,4,10
13,12,Lawrence Tynes,NYG,@ WAS,L 16-17,3,4,1,1,10
13,12,Alex Henery,PHI,@ DAL,L 33-38,2,2,3,3,9
13,12,Ryan Succop,KC,vs CAR,W  27-21,2,2,3,3,9
13,12,Dan Bailey,DAL,vs PHI,W  38-33,1,1,5,5,8
13,12,Phil Dawson,CLE,@ OAK,W  20-17,2,3,2,2,8
13,12,Mike Nugent,CIN,@ SD,W  20-13,2,2,2,2,8
13,12,Justin Tucker,BAL,vs PIT,L 20-23,2,2,2,2,8
13,12,David Akers,SF,@ ,L 13-16,2,3,1,1,7
13,12,Garrett Hartley,NO,@ ATL,L 13-23,2,2,1,1,7
13,12,Nick Novak,SD,vs CIN,L 13-20,2,3,1,1,7
13,12,Matt Prater,DEN,vs TB,W  31-23,1,2,4,4,7
13,12,Jay Feely,ARI,@ NYJ,L 6-7,2,2,0,0,6
13,12,Shayne Graham,HOU,@ TEN,W  24-10,1,1,3,3,6
13,12,Greg Zuerlein,,vs SF,W  16-13,2,3,0,0,6
13,12,Kai Forbath,WAS,vs NYG,W  17-16,1,1,2,2,5
13,12,Robbie Gould,CHI,vs SEA,L 17-23,1,1,2,2,5
13,12,Steven Hauschka,SEA,@ CHI,W  23-17,1,1,2,2,5
13,12,Sebastian Janikowski,OAK,vs CLE,L 17-20,1,2,2,2,5
13,12,Adam Vinatieri,IND,@ DET,W  35-33,0,0,5,5,5
13,12,Rob Bironas,TEN,vs HOU,L 10-24,1,1,1,1,4
13,12,Josh Scobee,,@ BUF,L 18-34,1,1,1,1,4
13,12,Graham Gano,CAR,@ KC,L 21-27,0,0,3,3,3
13,12,Blair Walsh,MIN,@ GB,L 14-23,0,1,2,2,2
13,12,Nick Folk,NYJ,vs ARI,W  7-6,0,2,1,1,1
14,12,Steven Hauschka,SEA,vs ARI,W  58-0,3,3,7,7,16
14,12,Matt Prater,DEN,@ OAK,W  26-13,4,4,2,2,14
14,12,Josh Brown,CIN,vs DAL,L 19-20,4,4,1,1,13
14,12,Phil Dawson,CLE,vs KC,W  30-7,3,3,3,3,12
14,12,Graham Gano,CAR,vs ATL,W  30-20,3,3,3,3,12
14,12,Rob Bironas,TEN,@ IND,L 23-27,3,4,2,2,11
14,12,Kai Forbath,WAS,vs BAL,W  31-28,3,3,2,2,11
14,12,Nick Novak,SD,@ PIT,W  34-24,2,2,4,4,10
14,12,Lawrence Tynes,NYG,vs NO,W  52-27,1,2,7,7,10
14,12,David Akers,SF,vs MIA,W  27-13,2,2,3,3,9
14,12,Mason Crosby,GB,vs DET,W  27-20,2,3,3,3,9
14,12,Garrett Hartley,NO,@ NYG,L 27-52,2,2,3,3,9
14,12,Adam Vinatieri,IND,vs TEN,W  27-23,2,2,3,3,9
14,12,Dan Bailey,DAL,@ CIN,W  20-19,2,2,2,2,8
14,12,Jason Hanson,DET,@ GB,L 20-27,2,3,2,2,8
14,12,Dan Carpenter,MIA,@ SF,L 13-27,2,2,1,1,7
14,12,Stephen Gostkowski,NE,vs HOU,W  42-14,0,0,6,6,6
14,12,Rian Lindell,BUF,vs ,L 12-15,2,2,0,0,6
14,12,Shaun Suisham,PIT,vs SD,L 24-34,1,1,3,3,6
14,12,Nick Folk,NYJ,@ ,W  17-10,1,1,2,2,5
14,12,Alex Henery,PHI,@ TB,W  23-21,1,3,2,2,5
14,12,Josh Scobee,,vs NYJ,L 10-17,1,2,1,1,4
14,12,Justin Tucker,BAL,@ WAS,L 28-31,0,0,4,4,4
14,12,Connor Barth,TB,vs PHI,L 21-23,0,0,3,3,3
14,12,Blair Walsh,MIN,vs CHI,W  21-14,0,0,3,3,3
14,12,Matt Bryant,ATL,@ CAR,L 20-30,0,0,2,2,2
14,12,Robbie Gould,CHI,@ MIN,L 14-21,0,0,2,2,2
14,12,Shayne Graham,HOU,@ NE,L 14-42,0,0,2,2,2
14,12,Sebastian Janikowski,OAK,vs DEN,L 13-26,0,0,1,1,1
14,12,Ryan Succop,KC,@ CLE,L 7-30,0,1,1,1,1
14,12,Greg Zuerlein,,@ BUF,W  15-12,0,0,1,1,1
15,12,Blair Walsh,MIN,@ ,W  36-22,5,5,3,3,18
15,12,Shayne Graham,HOU,vs IND,W  29-17,5,6,2,2,17
15,12,Sebastian Janikowski,OAK,vs KC,W  15-0,5,6,0,0,15
15,12,Steven Hauschka,SEA,@ BUF,W  50-17,3,3,5,6,14
15,12,David Akers,SF,@ NE,W  41-34,2,3,5,5,11
15,12,Garrett Hartley,NO,vs TB,W  41-0,2,2,5,5,11
15,12,Josh Brown,CIN,@ PHI,W  34-13,2,2,4,4,10
15,12,Matt Bryant,ATL,vs NYG,W  34-0,2,2,4,4,10
15,12,Dan Carpenter,MIA,vs ,W  24-3,3,3,1,1,10
15,12,Stephen Gostkowski,NE,vs SF,L 34-41,2,2,4,4,10
15,12,Matt Prater,DEN,@ BAL,W  34-17,2,3,4,4,10
15,12,Dan Bailey,DAL,vs PIT,W  27-24,2,2,3,3,9
15,12,Jay Feely,ARI,vs DET,W  38-10,1,1,5,5,8
15,12,Kai Forbath,WAS,@ CLE,W  38-21,1,1,5,5,8
15,12,Graham Gano,CAR,@ SD,W  31-7,1,1,4,4,7
15,12,Alex Henery,PHI,vs CIN,L 13-34,2,2,1,1,7
15,12,Olindo Mare,CHI,vs GB,L 13-21,2,2,1,1,7
15,12,Shaun Suisham,PIT,@ DAL,L 24-27,1,1,3,3,6
15,12,Rian Lindell,BUF,vs SEA,L 17-50,1,1,2,2,5
15,12,Justin Tucker,BAL,vs DEN,L 17-34,1,1,2,2,5
15,12,Adam Vinatieri,IND,@ HOU,L 17-29,1,1,2,2,5
15,12,Nick Folk,NYJ,@ TEN,L 10-14,1,1,1,1,4
15,12,Jason Hanson,DET,@ ARI,L 10-38,1,1,1,1,4
15,12,Mason Crosby,GB,@ CHI,W  21-13,0,2,3,3,3
15,12,Phil Dawson,CLE,vs WAS,L 21-38,0,0,3,3,3
15,12,Josh Scobee,,@ MIA,L 3-24,1,1,0,0,3
15,12,Rob Bironas,TEN,vs NYJ,W  14-10,0,1,2,2,2
15,12,Greg Zuerlein,,vs MIN,L 22-36,0,1,2,2,2
15,12,Nick Novak,SD,vs CAR,L 7-31,0,0,1,1,1
15,12,Lawrence Tynes,NYG,@ ATL,L 0-34,0,1,0,0,0
16,12,Justin Tucker,BAL,vs NYG,W  33-14,4,4,3,3,15
16,12,Mason Crosby,GB,vs TEN,W  55-7,2,2,7,7,13
16,12,Stephen Gostkowski,NE,@ ,W  23-16,3,3,2,2,11
16,12,Blair Walsh,MIN,@ HOU,W  23-6,3,3,2,2,11
16,12,Jason Hanson,DET,vs ATL,L 18-31,3,3,1,1,10
16,12,Garrett Hartley,NO,@ DAL,W  34-31,2,3,4,4,10
16,12,Matt Prater,DEN,vs CLE,W  34-12,2,2,4,4,10
16,12,Josh Scobee,,vs NE,L 16-23,3,4,1,1,10
16,12,Kai Forbath,WAS,@ PHI,W  27-20,2,2,3,3,9
16,12,Nick Novak,SD,@ NYJ,W  27-17,2,2,3,3,9
16,12,Alex Henery,PHI,vs WAS,L 20-27,2,2,2,2,8
16,12,Adam Vinatieri,IND,@ KC,W  20-13,2,2,2,2,8
16,12,David Akers,SF,@ SEA,L 13-42,2,3,1,1,7
16,12,Dan Bailey,DAL,vs NO,L 31-34,1,1,4,4,7
