week,year,name,team,opp,score,fg-made,fg-att,xp-made,xp-att,pts
16,12,Connor Barth,TB,vs ,L 13-28,2,2,1,1,7
16,12,Josh Brown,CIN,@ PIT,W  13-10,2,3,1,1,7
16,12,Matt Bryant,ATL,@ DET,W  31-18,1,1,4,4,7
16,12,Jay Feely,ARI,vs CHI,L 13-28,2,2,1,1,7
16,12,Ryan Succop,KC,vs IND,L 13-20,2,3,1,1,7
16,12,Phil Dawson,CLE,@ DEN,L 12-34,2,2,0,0,6
16,12,Shayne Graham,HOU,vs MIN,L 6-23,2,2,0,0,6
16,12,Steven Hauschka,SEA,vs SF,W  42-13,0,0,6,6,6
16,12,Sebastian Janikowski,OAK,@ CAR,L 6-17,2,2,0,0,6
16,12,Nate Kaeding,MIA,vs BUF,W  24-10,1,2,3,3,6
16,12,Nick Folk,NYJ,vs SD,L 17-27,1,1,2,2,5
16,12,Graham Gano,CAR,vs OAK,W  17-6,1,2,2,2,5
16,12,Rian Lindell,BUF,@ MIA,L 10-24,1,1,1,1,4
16,12,Olindo Mare,CHI,@ ARI,W  28-13,0,1,4,4,4
16,12,Shaun Suisham,PIT,vs CIN,L 10-13,1,3,1,1,4
16,12,Greg Zuerlein,,@ TB,W  28-13,0,0,4,4,4
16,12,Lawrence Tynes,NYG,@ BAL,L 14-33,0,0,2,2,2
16,12,Rob Bironas,TEN,@ GB,L 7-55,0,0,1,1,1
17,12,Graham Gano,CAR,@ NO,W  44-38,3,4,5,5,14
17,12,Olindo Mare,CHI,@ DET,W  26-24,4,5,2,2,14
17,12,Blair Walsh,MIN,vs GB,W  37-34,3,3,4,4,13
17,12,Josh Brown,CIN,vs BAL,W  23-17,3,3,2,2,11
17,12,Connor Barth,TB,@ ATL,W  22-17,3,3,1,1,10
17,12,Mason Crosby,GB,@ MIN,L 34-37,2,2,4,4,10
17,12,Shayne Graham,HOU,@ IND,L 16-28,3,4,1,1,10
17,12,David Akers,SF,vs ARI,W  27-13,2,4,3,3,9
17,12,Nick Folk,NYJ,@ BUF,L 9-28,3,4,0,0,9
17,12,Rob Bironas,TEN,vs ,W  38-20,1,1,5,5,8
17,12,Garrett Hartley,NO,vs CAR,L 38-44,1,1,5,5,8
17,12,Steven Hauschka,SEA,vs ,W  20-13,2,2,2,2,8
17,12,Matt Prater,DEN,vs KC,W  38-3,1,1,5,5,8
17,12,Jay Feely,ARI,@ SF,L 13-27,2,2,1,1,7
17,12,Greg Zuerlein,,@ SEA,L 13-20,2,3,1,1,7
17,12,Jason Hanson,DET,vs CHI,L 24-26,1,1,3,3,6
17,12,Nick Novak,SD,vs OAK,W  24-21,1,1,3,3,6
17,12,Shaun Suisham,PIT,vs CLE,W  24-10,1,1,3,3,6
17,12,Lawrence Tynes,NYG,vs PHI,W  42-7,0,0,6,6,6
17,12,Matt Bryant,ATL,vs TB,L 17-22,1,1,2,2,5
17,12,Justin Tucker,BAL,@ CIN,L 17-23,1,2,2,2,5
17,12,Dan Bailey,DAL,@ WAS,L 18-28,1,1,1,1,4
17,12,Phil Dawson,CLE,@ PIT,L 10-24,1,2,1,1,4
17,12,Kai Forbath,WAS,vs DAL,W  28-18,0,1,4,4,4
17,12,Stephen Gostkowski,NE,vs MIA,W  28-0,0,0,4,4,4
17,12,Rian Lindell,BUF,vs NYJ,W  28-9,0,2,4,4,4
17,12,Adam Vinatieri,IND,vs HOU,W  28-16,0,0,4,4,4
17,12,Sebastian Janikowski,OAK,@ SD,L 21-24,0,0,3,3,3
17,12,Ryan Succop,KC,@ DEN,L 3-38,1,2,0,0,3
17,12,Josh Scobee,,@ TEN,L 20-38,0,0,2,2,2
17,12,Alex Henery,PHI,@ NYG,L 7-42,0,1,1,1,1
17,12,Nate Kaeding,MIA,@ NE,L 0-28,0,1,0,0,0
1,13,Greg Zuerlein,,vs ARI,W  27-24,4,4,1,1,13
1,13,Dan Bailey,DAL,vs NYG,W  36-31,3,3,3,3,12
1,13,Stephen Gostkowski,NE,@ BUF,W  23-21,3,3,2,2,11
1,13,Garrett Hartley,NO,vs ATL,W  23-17,3,3,2,2,11
1,13,Caleb Sturgis,MIA,@ CLE,W  23-10,3,3,2,2,11
1,13,David Akers,DET,vs MIN,W  34-24,2,2,4,4,10
1,13,Rob Bironas,TEN,@ PIT,W  16-9,3,3,1,1,10
1,13,Phil Dawson,SF,vs GB,W  34-28,2,3,4,4,10
1,13,Nick Folk,NYJ,vs TB,W  18-17,3,3,1,1,10
1,13,Justin Tucker,BAL,@ DEN,L 27-49,2,2,3,3,9
1,13,Josh Brown,NYG,@ DAL,L 31-36,1,1,4,4,7
1,13,Randy Bullock,HOU,@ SD,W  31-28,1,2,4,4,7
1,13,Alex Henery,PHI,@ WAS,W  33-27,1,1,4,4,7
1,13,Matt Prater,DEN,vs BAL,W  49-27,0,0,7,7,7
1,13,Jay Feely,ARI,@ ,L 24-27,1,2,3,3,6
1,13,Robbie Gould,CHI,vs CIN,W  24-21,1,1,3,3,6
1,13,Steven Hauschka,SEA,@ CAR,W  12-7,2,2,0,0,6
1,13,Blair Walsh,MIN,@ DET,L 24-34,1,1,3,3,6
1,13,Matt Bryant,ATL,@ NO,L 17-23,1,1,2,2,5
1,13,Sebastian Janikowski,OAK,@ IND,L 17-21,1,2,2,2,5
1,13,Rian Lindell,TB,@ NYJ,L 17-18,1,1,2,2,5
1,13,Mason Crosby,GB,@ SF,L 28-34,0,0,4,4,4
1,13,Billy Cundiff,CLE,vs MIA,L 10-23,1,1,1,1,4
1,13,Nick Novak,SD,vs HOU,L 28-31,0,0,4,4,4
1,13,Ryan Succop,KC,@ ,W  28-2,0,0,4,4,4
1,13,Dan Carpenter,BUF,vs NE,L 21-23,0,0,3,3,3
1,13,Kai Forbath,WAS,vs PHI,L 27-33,0,1,3,3,3
1,13,Mike Nugent,CIN,@ CHI,L 21-24,0,0,3,3,3
1,13,Adam Vinatieri,IND,vs OAK,W  21-17,0,0,3,3,3
1,13,Graham Gano,CAR,vs SEA,L 7-12,0,0,1,1,1
1,13,Shaun Suisham,PIT,vs TEN,L 9-16,0,0,1,1,1
2,13,Nick Novak,SD,@ PHI,W  33-30,4,4,3,3,15
2,13,Jay Feely,ARI,vs DET,W  25-21,4,4,1,1,13
2,13,Sebastian Janikowski,OAK,vs ,W  19-9,4,5,1,1,13
2,13,Alex Henery,PHI,vs SD,L 30-33,3,4,3,3,12
2,13,Blair Walsh,MIN,@ CHI,L 30-31,3,3,3,3,12
2,13,Josh Brown,NYG,vs DEN,L 23-41,3,3,2,2,11
2,13,Graham Gano,CAR,@ BUF,L 23-24,3,3,2,2,11
2,13,Matt Prater,DEN,@ NYG,W  41-23,2,2,5,5,11
2,13,Dan Bailey,DAL,@ KC,L 16-17,3,3,1,1,10
2,13,Dan Carpenter,BUF,vs CAR,W  24-23,3,4,1,1,10
2,13,Garrett Hartley,NO,@ TB,W  16-14,3,4,1,1,10
2,13,Steven Hauschka,SEA,vs SF,W  29-3,2,2,3,3,9
2,13,Mason Crosby,GB,vs WAS,W  38-20,1,1,5,5,8
2,13,Mike Nugent,CIN,vs PIT,W  20-10,2,2,2,2,8
2,13,Adam Vinatieri,IND,vs MIA,L 20-24,2,3,2,2,8
2,13,Matt Bryant,ATL,vs ,W  31-24,1,1,4,4,7
2,13,Stephen Gostkowski,NE,vs NYJ,W  13-10,2,3,1,1,7
2,13,Robbie Gould,CHI,vs MIN,W  31-30,1,1,4,4,7
2,13,Rob Bironas,TEN,@ HOU,L 24-30,1,2,3,3,6
2,13,Billy Cundiff,CLE,@ BAL,L 6-14,2,2,0,0,6
2,13,Caleb Sturgis,MIA,@ IND,W  24-20,1,1,3,3,6
2,13,Greg Zuerlein,,@ ATL,L 24-31,1,1,3,3,6
2,13,Ryan Succop,KC,vs DAL,W  17-16,1,2,2,2,5
2,13,Nick Folk,NYJ,@ NE,L 10-13,1,1,1,1,4
2,13,Shaun Suisham,PIT,@ CIN,L 10-20,1,1,1,1,4
2,13,David Akers,DET,@ ARI,L 21-25,0,2,3,3,3
2,13,Phil Dawson,SF,@ SEA,L 3-29,1,1,0,0,3
2,13,Josh Scobee,,@ OAK,L 9-19,1,1,0,0,3
2,13,Randy Bullock,HOU,vs TEN,W  30-24,0,3,2,2,2
2,13,Rian Lindell,TB,vs NO,L 14-16,0,1,2,2,2
2,13,John Potter,WAS,@ GB,L 20-38,0,1,2,2,2
2,13,Justin Tucker,BAL,vs CLE,W  14-6,0,2,2,2,2
3,13,Ryan Succop,KC,@ PHI,W  26-16,4,5,2,2,14
3,13,Matt Prater,DEN,vs OAK,W  37-21,3,3,4,4,13
3,13,Dan Carpenter,BUF,@ NYJ,L 20-27,4,4,0,0,12
3,13,Mason Crosby,GB,@ CIN,L 30-34,3,3,3,3,12
3,13,Justin Tucker,BAL,vs HOU,W  30-9,3,3,3,3,12
3,13,Matt Bryant,ATL,@ MIA,L 23-27,3,4,2,2,11
3,13,Stephen Gostkowski,NE,vs TB,W  23-3,3,3,2,2,11
3,13,Shaun Suisham,PIT,vs CHI,L 23-40,3,3,2,2,11
3,13,Robbie Gould,CHI,@ PIT,W  40-23,2,2,4,5,10
3,13,David Akers,DET,@ WAS,W  27-20,2,2,3,3,9
3,13,Randy Bullock,HOU,@ BAL,L 9-30,3,3,0,0,9
3,13,Nick Folk,NYJ,vs BUF,W  27-20,2,2,3,3,9
3,13,Steven Hauschka,SEA,vs ,W  45-17,1,1,6,6,9
3,13,Caleb Sturgis,MIA,vs ATL,W  27-23,2,2,3,3,9
3,13,Adam Vinatieri,IND,@ SF,W  27-7,2,3,3,3,9
3,13,Blair Walsh,MIN,vs CLE,L 27-31,2,2,3,3,9
3,13,Rob Bironas,TEN,vs SD,W  20-17,2,3,2,2,8
3,13,Graham Gano,CAR,vs NYG,W  38-0,1,1,5,5,8
3,13,John Potter,WAS,vs DET,L 20-27,2,2,2,2,8
3,13,Dan Bailey,DAL,vs ,W  31-7,1,2,4,4,7
3,13,Garrett Hartley,NO,vs ARI,W  31-7,1,1,4,4,7
3,13,Billy Cundiff,CLE,@ MIN,W  31-27,1,1,3,3,6
3,13,Nick Novak,SD,@ TEN,L 17-20,1,2,2,2,5
3,13,Josh Scobee,,@ SEA,L 17-45,1,1,2,2,5
3,13,Alex Henery,PHI,vs KC,L 16-26,1,2,1,1,4
3,13,Mike Nugent,CIN,vs GB,W  34-30,0,1,4,5,4
3,13,Sebastian Janikowski,OAK,@ DEN,L 21-37,0,0,3,3,3
3,13,Rian Lindell,TB,@ NE,L 3-23,1,2,0,0,3
3,13,Phil Dawson,SF,vs IND,L 7-27,0,0,1,1,1
3,13,Jay Feely,ARI,@ NO,L 7-31,0,0,1,1,1
3,13,Spencer Lanning,CLE,@ MIN,W  31-27,0,0,1,1,1
3,13,Greg Zuerlein,,@ DAL,L 7-31,0,0,1,1,1
3,13,Josh Brown,NYG,@ CAR,L 0-38,0,1,0,0,0
4,13,David Akers,DET,vs CHI,W  40-32,4,4,4,4,16
4,13,Adam Vinatieri,IND,@ ,W  37-3,3,3,4,4,13
4,13,Stephen Gostkowski,NE,@ ATL,W  30-23,3,3,3,3,12
4,13,Nick Novak,SD,vs DAL,W  30-21,3,3,3,3,12
4,13,Matt Bryant,ATL,vs NE,L 23-30,3,3,2,2,11
4,13,Dan Carpenter,BUF,vs BAL,W  23-20,3,3,2,2,11
4,13,Steven Hauschka,SEA,@ HOU,W  23-20,3,3,2,2,11
4,13,Robbie Gould,CHI,@ DET,L 32-40,3,3,1,1,10
4,13,Matt Prater,DEN,vs PHI,W  52-20,1,1,7,7,10
4,13,Blair Walsh,MIN,vs PIT,W  34-27,2,3,4,4,10
4,13,Shaun Suisham,PIT,@ MIN,L 27-34,2,2,3,3,9
4,13,Rob Bironas,TEN,vs NYJ,W  38-13,1,1,5,5,8
4,13,Randy Bullock,HOU,vs SEA,L 20-23,2,2,2,2,8
4,13,Garrett Hartley,NO,vs MIA,W  38-17,1,2,5,5,8
4,13,Alex Henery,PHI,@ DEN,L 20-52,2,3,2,2,8
4,13,Justin Tucker,BAL,@ BUF,L 20-23,2,2,2,2,8
4,13,Jay Feely,ARI,@ TB,W  13-10,2,2,1,1,7
4,13,Nick Folk,NYJ,@ TEN,L 13-38,2,2,1,1,7
4,13,Ryan Succop,KC,vs NYG,W  31-7,1,1,4,4,7
4,13,Mike Nugent,CIN,@ CLE,L 6-17,2,2,0,0,6
4,13,John Potter,WAS,@ OAK,W  24-14,1,1,3,3,6
4,13,Billy Cundiff,CLE,vs CIN,W  17-6,1,3,2,2,5
4,13,Phil Dawson,SF,@ ,W  35-11,0,2,5,5,5
4,13,Caleb Sturgis,MIA,@ NO,L 17-38,1,1,2,2,5
4,13,Rian Lindell,TB,vs ARI,L 10-13,1,1,1,1,4
4,13,Dan Bailey,DAL,@ SD,L 21-30,0,1,3,3,3
4,13,Josh Scobee,,vs IND,L 3-37,1,1,0,0,3
4,13,Greg Zuerlein,,vs SF,L 11-35,1,1,0,0,3
4,13,Sebastian Janikowski,OAK,vs WAS,L 14-24,0,1,2,2,2
4,13,Josh Brown,NYG,@ KC,L 7-31,0,1,1,1,1
5,13,Alex Henery,PHI,@ NYG,W  36-21,5,5,3,3,18
5,13,Mason Crosby,GB,vs DET,W  22-9,5,5,1,1,16
5,13,Matt Prater,DEN,@ DAL,W  51-48,3,3,6,6,15
5,13,Garrett Hartley,NO,@ CHI,W  26-18,4,4,2,2,14
5,13,Steven Hauschka,SEA,@ IND,L 28-34,4,5,2,2,14
5,13,Ryan Succop,KC,@ TEN,W  26-17,4,4,2,2,14
5,13,Justin Tucker,BAL,@ MIA,W  26-23,4,4,2,2,14
5,13,Billy Cundiff,CLE,vs BUF,W  37-24,3,3,4,4,13
5,13,Nick Folk,NYJ,@ ATL,W  30-28,3,3,3,3,12
5,13,Caleb Sturgis,MIA,vs BAL,L 23-26,3,4,2,2,11
5,13,Dan Bailey,DAL,vs DEN,L 48-51,2,2,4,4,10
5,13,Phil Dawson,SF,vs HOU,W  34-3,2,2,4,4,10
5,13,Greg Zuerlein,,vs ,W  34-20,2,2,4,4,10
5,13,Sebastian Janikowski,OAK,vs SD,W  27-17,2,2,3,3,9
5,13,Jay Feely,ARI,vs CAR,W  22-6,2,2,2,2,8
5,13,Josh Scobee,,@ ,L 20-34,2,2,2,2,8
5,13,Adam Vinatieri,IND,vs SEA,W  34-28,2,2,2,2,8
5,13,Mike Nugent,CIN,vs NE,W  13-6,2,2,1,1,7
5,13,Dan Carpenter,BUF,@ CLE,L 24-37,1,1,3,3,6
5,13,Graham Gano,CAR,@ ARI,L 6-22,2,2,0,0,6
5,13,Stephen Gostkowski,NE,@ CIN,L 6-13,2,2,0,0,6
5,13,Rob Bironas,TEN,vs KC,L 17-26,1,2,2,2,5
5,13,Nick Novak,SD,@ OAK,L 17-27,1,2,2,2,5
5,13,Matt Bryant,ATL,vs NYJ,L 28-30,0,0,4,4,4
5,13,Robbie Gould,CHI,vs NO,L 18-26,1,1,1,1,4
5,13,David Akers,DET,@ GB,L 9-22,1,1,0,0,3
5,13,Josh Brown,NYG,vs PHI,L 21-36,0,0,3,3,3
5,13,Randy Bullock,HOU,@ SF,L 3-34,1,2,0,0,3
6,13,Mason Crosby,GB,@ BAL,W  19-17,4,5,1,1,13
6,13,Nick Novak,SD,vs IND,W  19-9,4,4,1,1,13
6,13,Shaun Suisham,PIT,@ NYJ,W  19-6,4,4,1,1,13
6,13,Phil Dawson,SF,vs ARI,W  32-20,3,3,3,3,12
6,13,Stephen Gostkowski,NE,vs NO,W  30-27,3,3,3,3,12
6,13,Kai Forbath,WAS,@ DAL,L 16-31,3,4,1,1,10
6,13,Robbie Gould,CHI,vs NYG,W  27-21,2,2,3,3,9
6,13,Garrett Hartley,NO,@ NE,L 27-30,2,2,3,3,9
6,13,Mike Nugent,CIN,@ BUF,W  27-24,2,3,3,3,9
6,13,Adam Vinatieri,IND,@ SD,L 9-19,3,3,0,0,9
6,13,Steven Hauschka,SEA,vs TEN,W  20-13,2,2,2,2,8
6,13,Rian Lindell,TB,vs PHI,L 20-31,2,2,2,2,8
6,13,Greg Zuerlein,,@ HOU,W  38-13,1,1,5,5,8
6,13,David Akers,DET,@ CLE,W  31-17,1,1,4,4,7
6,13,Dan Bailey,DAL,vs WAS,W  31-16,1,1,4,4,7
6,13,Rob Bironas,TEN,@ SEA,L 13-20,2,2,1,1,7
6,13,Randy Bullock,HOU,vs ,L 13-38,2,2,1,1,7
6,13,Alex Henery,PHI,@ TB,W  31-20,1,1,4,4,7
6,13,Josh Scobee,,@ DEN,L 19-35,2,2,1,1,7
6,13,Dan Carpenter,BUF,vs CIN,L 24-27,1,1,3,3,6
6,13,Nick Folk,NYJ,vs PIT,L 6-19,2,2,0,0,6
6,13,Ryan Succop,KC,vs OAK,W  24-7,1,1,3,3,6
6,13,Billy Cundiff,CLE,vs DET,L 17-31,1,1,2,2,5
6,13,Graham Gano,CAR,@ MIN,W  35-10,0,0,5,5,5
6,13,Matt Prater,DEN,vs ,W  35-19,0,0,5,5,5
6,13,Justin Tucker,BAL,vs GB,L 17-19,1,1,2,2,5
6,13,Blair Walsh,MIN,vs CAR,L 10-35,1,1,1,1,4
6,13,Josh Brown,NYG,@ CHI,L 21-27,0,0,3,3,3
6,13,Jay Feely,ARI,@ SF,L 20-32,0,0,2,2,2
6,13,Sebastian Janikowski,OAK,@ KC,L 7-24,0,1,1,1,1
7,13,Shaun Suisham,PIT,vs BAL,W  19-16,4,4,1,1,13
7,13,Adam Vinatieri,IND,vs DEN,W  39-33,3,3,4,4,13
7,13,Nick Folk,NYJ,vs NE,W  30-27,3,3,3,3,12
7,13,Graham Gano,CAR,vs ,W  30-15,3,3,3,3,12
7,13,Josh Brown,NYG,vs MIN,W  23-7,3,3,2,2,11
7,13,Dan Carpenter,BUF,@ MIA,W  23-21,3,3,2,2,11
7,13,Robbie Gould,CHI,@ WAS,L 41-45,2,3,5,5,11
7,13,Rian Lindell,TB,@ ATL,L 23-31,3,3,2,2,11
7,13,Randy Bullock,HOU,@ KC,L 16-17,3,3,1,1,10
7,13,Jay Feely,ARI,vs SEA,L 22-34,3,3,1,1,10
7,13,Steven Hauschka,SEA,@ ARI,W  34-22,2,2,4,4,10
7,13,Justin Tucker,BAL,@ PIT,L 16-19,3,3,1,1,10
7,13,Kai Forbath,WAS,vs CHI,W  45-41,1,1,6,6,9
7,13,Stephen Gostkowski,NE,@ NYJ,L 27-30,2,2,3,3,9
7,13,Mike Nugent,CIN,@ DET,W  27-24,2,3,3,3,9
7,13,Matt Prater,DEN,@ IND,L 33-39,2,2,3,3,9
7,13,Matt Bryant,ATL,vs TB,W  31-23,1,1,4,4,7
7,13,Mason Crosby,GB,vs CLE,W  31-13,1,2,4,4,7
7,13,Billy Cundiff,CLE,@ GB,L 13-31,2,2,1,1,7
7,13,Phil Dawson,SF,@ TEN,W  31-17,1,1,4,4,7
7,13,Greg Zuerlein,,@ CAR,L 15-30,2,2,1,1,7
7,13,David Akers,DET,vs CIN,L 24-27,1,2,3,3,6
7,13,Nick Novak,SD,@ ,W  24-6,1,1,3,3,6
7,13,Josh Scobee,,vs SD,L 6-24,2,2,0,0,6
7,13,Dan Bailey,DAL,@ PHI,W  17-3,1,1,2,2,5
7,13,Rob Bironas,TEN,vs SF,L 17-31,1,1,2,2,5
7,13,Ryan Succop,KC,vs HOU,W  17-16,1,1,2,2,5
7,13,Alex Henery,PHI,vs DAL,L 3-17,1,2,0,0,3
7,13,Caleb Sturgis,MIA,vs BUF,L 21-23,0,1,3,3,3
7,13,Blair Walsh,MIN,@ NYG,L 7-23,0,1,1,1,1
8,13,Josh Brown,NYG,@ PHI,W  15-7,5,5,0,0,15
8,13,Mason Crosby,GB,@ MIN,W  44-31,3,3,5,5,14
8,13,Dan Bailey,DAL,@ DET,L 30-31,3,3,3,3,12
8,13,Ryan Succop,KC,vs CLE,W  23-17,3,4,2,2,11
8,13,Jay Feely,ARI,vs ATL,W  27-13,2,2,3,3,9
8,13,Nick Folk,NYJ,@ CIN,L 9-49,3,3,0,0,9
8,13,Stephen Gostkowski,NE,vs MIA,W  27-17,2,2,3,3,9
8,13,Matt Prater,DEN,vs WAS,W  45-21,1,1,6,6,9
8,13,Greg Zuerlein,,vs SEA,L 9-14,3,4,0,0,9
8,13,David Akers,DET,vs DAL,W  31-30,1,1,4,4,7
8,13,Matt Bryant,ATL,@ ARI,L 13-27,2,2,1,1,7
8,13,Graham Gano,CAR,@ TB,W  31-13,1,1,4,4,7
8,13,Rian Lindell,TB,vs CAR,L 13-31,2,2,1,1,7
8,13,Mike Nugent,CIN,vs NYJ,W  49-9,0,0,7,7,7
8,13,Blair Walsh,MIN,vs GB,L 31-44,1,1,4,4,7
8,13,Phil Dawson,SF,@ ,W  42-10,0,0,6,6,6
8,13,Dan Carpenter,BUF,@ NO,L 17-35,1,2,2,2,5
8,13,Billy Cundiff,CLE,@ KC,L 17-23,1,1,2,2,5
8,13,Garrett Hartley,NO,vs BUF,W  35-17,0,2,5,5,5
8,13,Caleb Sturgis,MIA,@ NE,L 17-27,1,3,2,2,5
8,13,Josh Scobee,,vs SF,L 10-42,1,1,1,1,4
8,13,Shaun Suisham,PIT,@ OAK,L 18-21,1,3,1,1,4
8,13,Kai Forbath,WAS,@ DEN,L 21-45,0,0,3,3,3
8,13,Sebastian Janikowski,OAK,vs PIT,W  21-18,0,0,3,3,3
8,13,Steven Hauschka,SEA,@ ,W  14-9,0,0,2,2,2
8,13,Alex Henery,PHI,vs NYG,L 7-15,0,0,1,1,1
9,13,Nick Folk,NYJ,vs NO,W  26-20,4,4,2,2,14
9,13,Stephen Gostkowski,NE,vs PIT,W  55-31,2,2,7,7,13
9,13,Ryan Succop,KC,@ BUF,W  23-13,3,3,2,2,11
9,13,Graham Gano,CAR,vs ATL,W  34-10,2,2,4,4,10
9,13,Dan Bailey,DAL,vs MIN,W  27-23,2,2,3,3,9
9,13,Robbie Gould,CHI,@ GB,W  27-20,2,2,3,3,9
9,13,Steven Hauschka,SEA,vs TB,W  27-24,2,2,3,3,9
9,13,Mason Crosby,GB,vs CHI,L 20-27,2,2,2,2,8
9,13,Garrett Hartley,NO,@ NYJ,L 20-26,2,3,2,2,8
9,13,Sebastian Janikowski,OAK,vs PHI,L 20-49,2,2,2,2,8
9,13,Mike Nugent,CIN,@ MIA,L 20-22,2,2,2,2,8
9,13,Caleb Sturgis,MIA,vs CIN,W  22-20,2,3,2,2,8
9,13,Dan Carpenter,BUF,vs KC,L 13-23,2,2,1,1,7
9,13,Alex Henery,PHI,@ OAK,W  49-20,0,0,7,7,7
9,13,Shaun Suisham,PIT,@ NE,L 31-55,1,1,4,4,7
9,13,Adam Vinatieri,IND,@ HOU,W  27-24,2,3,1,1,7
9,13,Randy Bullock,HOU,vs IND,L 24-27,1,4,3,3,6
9,13,Billy Cundiff,CLE,vs BAL,W  24-18,1,1,3,3,6
9,13,Kai Forbath,WAS,vs SD,W  30-24,1,3,3,3,6
9,13,Rian Lindell,TB,@ SEA,L 24-27,1,1,3,3,6
9,13,Nick Novak,SD,@ WAS,L 24-30,1,1,3,3,6
9,13,Blair Walsh,MIN,@ DAL,L 23-27,1,1,2,3,5
9,13,Rob Bironas,TEN,@ ,W  28-21,0,0,4,4,4
9,13,Matt Bryant,ATL,@ CAR,L 10-34,1,1,1,1,4
9,13,Justin Tucker,BAL,@ CLE,L 18-24,1,1,1,1,4
9,13,Greg Zuerlein,,vs TEN,L 21-28,0,1,3,3,3
10,13,Steven Hauschka,SEA,@ ATL,W  33-10,4,4,3,3,15
10,13,Shaun Suisham,PIT,vs BUF,W  23-10,3,3,2,2,11
10,13,Blair Walsh,MIN,vs WAS,W  34-27,2,2,4,4,10
10,13,Rob Bironas,TEN,vs ,L 27-29,2,2,3,3,9
10,13,Phil Dawson,SF,vs CAR,L 9-10,3,3,0,0,9
10,13,Jay Feely,ARI,vs HOU,W  27-24,2,2,3,3,9
10,13,Kai Forbath,WAS,@ MIN,L 27-34,2,2,3,3,9
10,13,Alex Henery,PHI,@ GB,W  27-13,2,3,3,3,9
10,13,Josh Scobee,,@ TEN,W  29-27,2,2,3,3,9
10,13,Sebastian Janikowski,OAK,@ NYG,L 20-24,2,2,2,2,8
10,13,Rian Lindell,TB,vs MIA,W  22-19,2,2,2,2,8
10,13,Nick Novak,SD,vs DEN,L 20-28,2,3,2,2,8
10,13,Justin Tucker,BAL,vs CIN,W  20-17,2,2,2,2,8
10,13,Greg Zuerlein,,@ IND,W  38-8,1,1,5,5,8
10,13,Mason Crosby,GB,vs PHI,L 13-27,2,4,1,1,7
10,13,Robbie Gould,CHI,vs DET,L 19-21,2,2,1,1,7
10,13,Garrett Hartley,NO,vs DAL,W  49-17,0,1,7,7,7
10,13,Caleb Sturgis,MIA,@ TB,L 19-22,2,2,1,1,7
10,13,Josh Brown,NYG,vs OAK,W  24-20,1,1,3,3,6
10,13,Randy Bullock,HOU,@ ARI,L 24-27,1,2,3,3,6
10,13,Dan Bailey,DAL,@ NO,L 17-49,1,1,2,2,5
10,13,Mike Nugent,CIN,@ BAL,L 17-20,1,2,2,2,5
10,13,Matt Bryant,ATL,vs SEA,L 10-33,1,1,1,1,4
10,13,Dan Carpenter,BUF,@ PIT,L 10-23,1,1,1,1,4
10,13,Graham Gano,CAR,@ SF,W  10-9,1,2,1,1,4
10,13,Matt Prater,DEN,@ SD,W  28-20,0,0,4,4,4
10,13,David Akers,DET,@ CHI,W  21-19,0,1,3,3,3
11,13,Dan Carpenter,BUF,vs NYJ,W  37-14,3,3,4,4,13
11,13,Shaun Suisham,PIT,vs DET,W  37-27,3,3,4,4,13
11,13,Adam Vinatieri,IND,@ TEN,W  30-27,3,3,3,3,12
11,13,Randy Bullock,HOU,vs OAK,L 23-28,3,3,2,2,11
11,13,Robbie Gould,CHI,vs BAL,W  23-20,3,3,2,2,11
11,13,Garrett Hartley,NO,vs SF,W  23-20,3,3,2,2,11
11,13,Steven Hauschka,SEA,vs MIN,W  41-20,2,2,5,5,11
11,13,Rian Lindell,TB,vs ATL,W  41-28,2,3,5,5,11
11,13,Mike Nugent,CIN,vs CLE,W  41-20,2,2,5,5,11
11,13,Nick Novak,SD,@ MIA,L 16-20,3,3,1,1,10
11,13,David Akers,DET,@ PIT,L 27-37,2,2,3,3,9
11,13,Rob Bironas,TEN,vs IND,L 27-30,2,2,3,3,9
11,13,Josh Brown,NYG,vs GB,W  27-13,2,2,3,3,9
11,13,Jay Feely,ARI,@ ,W  27-14,2,2,3,3,9
11,13,Matt Prater,DEN,vs KC,W  27-17,2,3,3,3,9
11,13,Matt Bryant,ATL,@ TB,L 28-41,2,2,2,2,8
11,13,Billy Cundiff,CLE,@ CIN,L 20-41,2,2,2,2,8
11,13,Phil Dawson,SF,@ NO,L 20-23,2,2,2,2,8
11,13,Stephen Gostkowski,NE,@ CAR,L 20-24,2,2,2,2,8
11,13,Caleb Sturgis,MIA,vs SD,W  20-16,2,2,2,2,8
11,13,Justin Tucker,BAL,@ CHI,L 20-23,2,2,2,2,8
11,13,Blair Walsh,MIN,@ SEA,L 20-41,2,2,2,2,8
11,13,Mason Crosby,GB,@ NYG,L 13-27,2,2,1,1,7
11,13,Graham Gano,CAR,vs NE,W  24-20,1,1,3,3,6
11,13,Alex Henery,PHI,vs WAS,W  24-16,1,1,3,3,6
11,13,Ryan Succop,KC,@ DEN,L 17-27,1,1,2,2,5
11,13,Sebastian Janikowski,OAK,@ HOU,W  28-23,0,1,4,4,4
11,13,Nick Folk,NYJ,@ BUF,L 14-37,0,1,2,2,2
11,13,Josh Scobee,,vs ARI,L 14-27,0,1,2,2,2
12,13,Jay Feely,ARI,vs IND,W  40-11,4,5,4,4,16
