week,year,name,team,opp,score,sacks,sack-yds,qb-hits,tackles,assists,fum-forced,fum-rec
5,13,David Hawthorne,NO,@ CHI,W  26-18,1.0,7.0,1,4,0,0,0
5,13,Lamarr Houston,OAK,vs SD,W  27-17,1.0,9.0,2,6,1,0,0
5,13,Justin Houston,KC,@ TEN,W  26-17,1.0,0.0,1,4,0,0,0
5,13,Bruce Irvin,SEA,@ IND,L 28-34,1.0,9.0,1,3,1,0,0
5,13,Malik Jackson,DEN,@ DAL,W  51-48,1.0,7.0,2,1,1,0,0
5,13,Malcolm Jenkins,NO,@ CHI,W  26-18,1.0,3.0,0,3,0,1,0
5,13,Jarret Johnson,SD,@ OAK,L 17-27,1.0,3.0,1,3,2,0,0
5,13,Charles Johnson,CAR,@ ARI,L 6-22,1.0,7.0,2,1,0,0,0
5,13,Antonio Johnson,TEN,vs KC,L 17-26,1.0,8.0,1,1,0,0,0
5,13,Brad Jones,GB,vs DET,W  22-9,1.0,6.0,1,3,0,0,0
5,13,Tommy Kelly,NE,@ CIN,L 6-13,1.0,8.0,1,2,1,0,0
5,13,Sean Lissemore,SD,@ OAK,L 17-27,1.0,9.0,1,2,2,0,0
5,13,Bennie Logan,PHI,@ NYG,W  36-21,1.0,4.0,1,1,1,0,0
5,13,Chris Long,,vs ,W  34-20,1.0,0.0,0,5,0,1,0
5,13,Sen'Derrick Marks,,@ ,L 20-34,1.0,9.0,1,4,0,1,0
5,13,Tyrann Mathieu,ARI,vs CAR,W  22-6,1.0,10.0,2,5,0,0,0
5,13,Clay Matthews,GB,vs DET,W  22-9,1.0,12.0,1,4,1,0,0
5,13,Ray McDonald,SF,vs HOU,W  34-3,1.0,6.0,1,3,0,0,0
5,13,Pernell McPhee,BAL,@ MIA,W  26-23,1.0,6.0,1,1,0,0,0
5,13,Whitney Mercilus,HOU,@ SF,L 3-34,1.0,6.0,1,2,1,0,0
5,13,Koa Misi,MIA,vs BAL,L 23-26,1.0,11.0,1,7,1,0,0
5,13,Mike Neal,GB,vs DET,W  22-9,1.0,4.0,1,4,2,0,0
5,13,Corey Peters,ATL,vs NYJ,L 28-30,1.0,10.0,1,1,2,0,0
5,13,Ropati Pitoitua,TEN,vs KC,L 17-26,1.0,4.0,1,3,1,0,0
5,13,Dontari Poe,KC,@ TEN,W  26-17,1.0,7.0,1,6,1,0,0
5,13,Sheldon Richardson,NYJ,@ ATL,W  30-28,1.0,8.0,1,3,2,0,0
5,13,Craig Robertson,CLE,vs BUF,W  37-24,1.0,4.0,1,3,3,0,0
5,13,Ahtyba Rubin,CLE,vs BUF,W  37-24,1.0,9.0,1,5,3,0,0
5,13,Buster Skrine,CLE,vs BUF,W  37-24,1.0,1.0,1,6,0,0,0
5,13,Courtney Upshaw,BAL,@ MIA,W  26-23,1.0,9.0,1,2,0,0,0
5,13,Kenny Vaccaro,NO,@ CHI,W  26-18,1.0,8.0,1,6,0,0,0
5,13,Olivier Vernon,MIA,vs BAL,L 23-26,1.0,7.0,2,3,0,0,0
5,13,Muhammad Wilkerson,NYJ,@ ATL,W  30-28,1.0,4.0,0,5,2,1,0
5,13,Kyle Williams,BUF,@ CLE,L 24-37,1.0,4.0,2,2,6,0,0
5,13,Mario Addison,CAR,@ ARI,L 6-22,0.5,4.0,1,0,1,0,0
5,13,Ezekiel Ansah,DET,@ GB,L 9-22,0.5,2.5,1,1,1,1,0
5,13,Chris Crocker,CIN,vs NE,W  13-6,0.5,2.5,0,4,4,0,0
5,13,Larry English,SD,@ OAK,L 17-27,0.5,3.5,1,1,1,0,0
5,13,Cullen Jenkins,NYG,vs PHI,L 21-36,0.5,1.5,1,2,0,0,0
5,13,Chandler Jones,NE,@ CIN,L 6-13,0.5,4.0,1,1,3,0,0
5,13,Mathias Kiwanuka,NYG,vs PHI,L 21-36,0.5,1.5,2,1,1,0,0
5,13,Jerod Mayo,NE,@ CIN,L 6-13,0.5,4.0,1,7,4,0,1
5,13,Rob Ninkovich,NE,@ CIN,L 6-13,0.5,4.0,1,1,2,0,0
5,13,Kawann Short,CAR,@ ARI,L 6-22,0.5,4.0,2,3,2,0,0
5,13,Ndamukong Suh,DET,@ GB,L 9-22,0.5,2.5,1,3,2,0,0
5,13,Jamaal Westerman,BUF,@ CLE,L 24-37,0.5,3.5,1,0,1,0,0
5,13,Husain Abdullah,KC,@ TEN,W  26-17,0.0,0.0,0,1,0,0,0
5,13,John Abraham,ARI,vs CAR,W  22-6,0.0,0.0,0,2,0,0,0
5,13,Mike Adams,DEN,@ DAL,W  51-48,0.0,0.0,0,3,1,0,0
5,13,Jahleel Addae,SD,@ OAK,L 17-27,0.0,0.0,0,2,0,0,0
5,13,Danny Aiken,NE,@ CIN,L 6-13,0.0,0.0,0,0,0,0,0
5,13,Seyi Ajirotutu,SD,@ OAK,L 17-27,0.0,0.0,0,0,0,0,0
5,13,Robert Alford,ATL,vs NYJ,L 28-30,0.0,0.0,0,0,0,0,0
5,13,Will Allen,DAL,vs DEN,L 48-51,0.0,0.0,0,1,0,0,0
5,13,Keenan Allen,SD,@ OAK,L 17-27,0.0,0.0,0,0,0,0,0
5,13,Antonio Allen,NYJ,@ ATL,W  30-28,0.0,0.0,0,2,1,0,0
5,13,Russell Allen,,@ ,L 20-34,0.0,0.0,0,5,0,0,0
5,13,Nate Allen,PHI,@ NYG,W  36-21,0.0,0.0,0,2,2,0,0
5,13,Kiko Alonso,BUF,@ CLE,L 24-37,0.0,0.0,0,4,8,0,0
5,13,Tyson Alualu,,@ ,L 20-34,0.0,0.0,0,3,0,0,0
5,13,Prince Amukamara,NYG,vs PHI,L 21-36,0.0,0.0,0,3,0,0,0
5,13,James Anderson,CHI,vs NO,L 18-26,0.0,0.0,0,8,0,0,0
5,13,Pat Angerer,IND,vs SEA,W  34-28,0.0,0.0,0,0,1,0,0
5,13,Kyle Arrington,NE,@ CIN,L 6-13,0.0,0.0,0,4,0,0,0
5,13,Cliff Avril,SEA,@ IND,L 28-34,0.0,0.0,2,0,1,0,1
5,13,Akeem Ayers,TEN,vs KC,L 17-26,0.0,0.0,0,2,1,0,0
5,13,Jason Babin,,@ ,L 20-34,0.0,0.0,0,1,0,0,0
5,13,Jonathan Babineaux,ATL,vs NYJ,L 28-30,0.0,0.0,0,2,2,0,0
5,13,Dan Bailey,DAL,vs DEN,L 48-51,0.0,0.0,0,0,0,0,0
5,13,Allen Bailey,KC,@ TEN,W  26-17,0.0,0.0,0,1,0,0,0
5,13,Alan Ball,,@ ,L 20-34,0.0,0.0,0,4,0,0,0
5,13,Connor Barwin,PHI,@ NYG,W  36-21,0.0,0.0,0,1,1,0,0
5,13,David Bass,CHI,vs NO,L 18-26,0.0,0.0,1,1,0,0,0
5,13,Daren Bates,,vs ,W  34-20,0.0,0.0,0,0,0,0,0
5,13,Jackie Battle,TEN,vs KC,L 17-26,0.0,0.0,0,0,0,0,0
6,13,A.J. Hawk,GB,@ BAL,W  19-17,3.0,18.0,3,8,2,0,0
6,13,Tamba Hali,KC,vs OAK,W  24-7,2.5,26.5,4,3,1,0,0
6,13,Michael Brockers,,@ HOU,W  38-13,2.0,4.0,2,7,0,0,0
6,13,Thomas Davis,CAR,@ MIN,W  35-10,2.0,17.0,2,8,1,0,0
6,13,Elvis Dumervil,BAL,vs GB,L 17-19,2.0,11.0,2,2,1,2,0
6,13,Jason Hatcher,DAL,vs WAS,W  31-16,2.0,22.0,2,5,1,1,0
6,13,Malik Jackson,DEN,vs ,W  35-19,2.0,12.0,2,5,2,0,0
6,13,Derrick Johnson,KC,vs OAK,W  24-7,2.0,8.0,2,8,1,0,0
6,13,Malcolm Jenkins,NO,@ NE,L 27-30,1.5,9.5,2,3,5,0,0
6,13,Connor Barwin,PHI,@ TB,W  31-20,1.0,11.0,1,2,0,0,0
6,13,Michael Bennett,SEA,vs TEN,W  20-13,1.0,8.0,1,1,0,0,0
6,13,Eric Berry,KC,vs OAK,W  24-7,1.0,11.0,1,6,0,0,0
6,13,Lance Briggs,CHI,vs NYG,W  27-21,1.0,7.0,1,5,0,0,0
6,13,Mike Catapano,KC,vs OAK,W  24-7,1.0,6.0,1,1,0,0,0
6,13,Karlos Dansby,ARI,@ SF,L 20-32,1.0,7.0,1,10,1,1,0
6,13,Marcell Dareus,BUF,vs CIN,L 24-27,1.0,7.0,1,4,0,0,0
6,13,Lavonte David,TB,vs PHI,L 20-31,1.0,9.0,2,9,0,0,0
6,13,Darnell Dockett,ARI,@ SF,L 20-32,1.0,7.0,1,4,0,0,0
6,13,Carlos Dunlap,CIN,@ BUF,W  27-24,1.0,2.0,2,5,0,1,0
6,13,Sharrif Floyd,MIN,vs CAR,L 10-35,1.0,6.0,1,2,0,0,0
6,13,Moise Fokou,TEN,@ SEA,L 13-20,1.0,0.0,1,5,3,2,0
6,13,Wallace Gilberry,CIN,@ BUF,W  27-24,1.0,7.0,1,5,0,0,0
6,13,David Harris,NYJ,vs PIT,L 6-19,1.0,7.0,1,6,4,0,0
6,13,James Harrison,CIN,@ BUF,W  27-24,1.0,1.0,1,2,1,0,0
6,13,Evander Hood,PIT,@ NYJ,W  19-6,1.0,2.0,1,1,0,0,0
6,13,Justin Houston,KC,vs OAK,W  24-7,1.0,0.0,3,2,0,0,0
6,13,Micah Hyde,GB,@ BAL,W  19-17,1.0,10.0,0,5,1,1,0
6,13,Tyson Jackson,KC,vs OAK,W  24-7,1.0,8.0,1,4,0,0,0
6,13,Janoris Jenkins,,@ HOU,W  38-13,1.0,0.0,1,2,1,0,0
6,13,Tom Johnson,NO,@ NE,L 27-30,1.0,8.0,1,1,0,0,0
6,13,Arthur Jones,BAL,vs GB,L 17-19,1.0,6.0,1,1,2,0,0
6,13,Chandler Jones,NE,vs NO,W  30-27,1.0,6.0,2,2,5,0,0
6,13,Cameron Jordan,NO,@ NE,L 27-30,1.0,5.0,1,1,2,0,0
6,13,Corey Lemonier,SF,vs ARI,W  32-20,1.0,4.0,1,3,0,1,0
6,13,Curtis Lofton,NO,@ NE,L 27-30,1.0,8.0,1,8,4,0,0
6,13,Bennie Logan,PHI,@ TB,W  31-20,1.0,5.0,2,1,0,0,0
6,13,Chris Long,,@ HOU,W  38-13,1.0,6.0,1,2,1,0,0
6,13,Garrett McIntyre,NYJ,vs PIT,L 6-19,1.0,8.0,1,3,2,0,0
6,13,Michael Mitchell,CAR,@ MIN,W  35-10,1.0,9.0,1,6,1,0,0
6,13,Sio Moore,OAK,@ KC,L 7-24,1.0,7.0,1,2,0,0,0
6,13,Domata Peko,CIN,@ BUF,W  27-24,1.0,7.0,1,1,2,0,0
6,13,Nick Perry,GB,@ BAL,W  19-17,1.0,1.0,0,3,1,1,0
6,13,Ropati Pitoitua,TEN,@ SEA,L 13-20,1.0,4.0,1,1,2,0,0
6,13,Robert Quinn,,@ HOU,W  38-13,1.0,7.0,2,1,0,1,0
6,13,Cory Redding,IND,@ SD,L 9-19,1.0,1.0,1,3,0,0,0
6,13,Kendall Reyes,SD,vs IND,W  19-9,1.0,9.0,1,1,0,0,0
6,13,Perry Riley,WAS,@ DAL,L 16-31,1.0,5.0,3,4,1,0,0
6,13,Nick Roach,OAK,@ KC,L 7-24,1.0,10.0,1,8,0,0,0
6,13,Craig Robertson,CLE,vs DET,L 17-31,1.0,0.0,0,6,2,0,0
6,13,Da'Norris Searcy,BUF,vs CIN,L 24-27,1.0,10.0,1,13,3,0,0
6,13,Kelvin Sheppard,IND,@ SD,L 9-19,1.0,9.0,1,4,0,0,0
6,13,Devin Taylor,DET,@ CLE,W  31-17,1.0,14.0,1,2,1,1,0
6,13,Vance Walker,OAK,@ KC,L 7-24,1.0,6.0,2,5,0,0,0
6,13,Kyle Wilber,DAL,vs WAS,W  31-16,1.0,7.0,1,3,0,1,1
6,13,Muhammad Wilkerson,NYJ,vs PIT,L 6-19,1.0,6.0,2,2,0,0,0
6,13,LaMarr Woodley,PIT,@ NYJ,W  19-6,1.0,5.0,2,2,2,0,0
6,13,Jason Worilds,PIT,@ NYJ,W  19-6,1.0,10.0,1,4,1,1,0
6,13,Willie Young,DET,@ CLE,W  31-17,1.0,9.0,2,3,2,0,0
6,13,Husain Abdullah,KC,vs OAK,W  24-7,0.5,3.5,1,1,1,0,0
6,13,Geno Atkins,CIN,@ BUF,W  27-24,0.5,3.5,3,3,3,0,0
6,13,Chris Clemons,SEA,vs TEN,W  20-13,0.5,2.5,1,2,1,0,0
6,13,Leger Douzable,NYJ,vs PIT,L 6-19,0.5,1.5,1,0,1,0,0
6,13,Jordan Hill,SEA,vs TEN,W  20-13,0.5,2.5,1,1,2,0,0
6,13,Ramon Humber,NO,@ NE,L 27-30,0.5,3.5,2,0,4,0,0
6,13,Calvin Pace,NYJ,vs PIT,L 6-19,0.5,1.5,1,1,1,0,0
6,13,Brandon Thompson,CIN,@ BUF,W  27-24,0.5,3.5,2,0,2,0,0
6,13,Mario Williams,BUF,vs CIN,L 24-27,0.5,1.0,1,0,1,0,0
6,13,Kyle Williams,BUF,vs CIN,L 24-27,0.5,1.0,2,2,4,0,0
6,13,Isa Abdul-Quddus,NO,@ NE,L 27-30,0.0,0.0,0,0,0,0,0
6,13,John Abraham,ARI,@ SF,L 20-32,0.0,0.0,1,2,2,0,0
6,13,Mike Adams,DEN,vs ,W  35-19,0.0,0.0,0,0,1,0,0
6,13,Mario Addison,CAR,@ MIN,W  35-10,0.0,0.0,1,0,0,0,0
6,13,Seyi Ajirotutu,SD,vs IND,W  19-9,0.0,0.0,0,0,0,0,0
6,13,Jared Allen,MIN,vs CAR,L 10-35,0.0,0.0,0,2,1,0,0
6,13,Antonio Allen,NYJ,vs PIT,L 6-19,0.0,0.0,0,2,3,0,0
6,13,Cortez Allen,PIT,@ NYJ,W  19-6,0.0,0.0,0,2,0,0,0
6,13,Russell Allen,,@ DEN,L 19-35,0.0,0.0,0,1,2,0,0
6,13,Nate Allen,PHI,@ TB,W  31-20,0.0,0.0,0,7,2,0,0
6,13,Kiko Alonso,BUF,vs CIN,L 24-27,0.0,0.0,0,9,13,0,0
6,13,Tyson Alualu,,@ DEN,L 19-35,0.0,0.0,1,1,0,0,0
6,13,David Amerson,WAS,@ DAL,L 16-31,0.0,0.0,0,1,0,0,0
6,13,Prince Amukamara,NYG,@ CHI,L 21-27,0.0,0.0,0,9,0,0,0
6,13,James Anderson,CHI,vs NYG,W  27-21,0.0,0.0,0,1,1,0,0
6,13,Bryan Anger,,@ DEN,L 19-35,0.0,0.0,0,0,0,0,0
6,13,Pat Angerer,IND,@ SD,L 9-19,0.0,0.0,0,0,2,0,0
6,13,Ezekiel Ansah,DET,@ CLE,W  31-17,0.0,0.0,0,0,3,0,0
6,13,Ray-Ray Armstrong,,@ HOU,W  38-13,0.0,0.0,0,0,0,0,0
6,13,Kyle Arrington,NE,vs NO,W  30-27,0.0,0.0,0,1,2,0,0
6,13,Akeem Ayers,TEN,@ SEA,L 13-20,0.0,0.0,1,0,1,0,0
6,13,Jason Babin,,@ DEN,L 19-35,0.0,0.0,1,1,0,0,0
6,13,Johnson Bademosi,CLE,vs DET,L 17-31,0.0,0.0,0,0,0,0,0
6,13,Champ Bailey,DEN,vs ,W  35-19,0.0,0.0,0,5,1,0,0
6,13,Allen Bailey,KC,vs OAK,W  24-7,0.0,0.0,0,1,0,0,0
6,13,Billy Bajema,BAL,vs GB,L 17-19,0.0,0.0,0,0,0,0,0
6,13,Chris Baker,WAS,@ DAL,L 16-31,0.0,0.0,0,1,0,0,0
6,13,Alan Ball,,@ DEN,L 19-35,0.0,0.0,0,4,0,0,0
6,13,Chris Banjo,GB,@ BAL,W  19-17,0.0,0.0,0,0,2,0,0
6,13,Johnthan Banks,TB,vs PHI,L 20-31,0.0,0.0,0,5,0,0,0
6,13,Don Barclay,GB,@ BAL,W  19-17,0.0,0.0,0,0,0,0,0
6,13,Mark Barron,TB,vs PHI,L 20-31,0.0,0.0,0,4,1,0,0
7,13,Tamba Hali,KC,vs HOU,W  17-16,2.5,29.0,3,6,1,2,0
7,13,John Abraham,ARI,vs SEA,L 22-34,2.0,18.0,2,3,0,2,0
7,13,Chandler Jones,NE,@ NYJ,L 27-30,2.0,15.0,2,8,3,1,0
7,13,Chris Jones,NE,@ NYJ,L 27-30,2.0,12.0,2,5,5,0,0
7,13,Thomas Keiser,SD,@ ,W  24-6,2.0,14.0,2,3,0,0,0
7,13,Corey Liuget,SD,@ ,W  24-6,2.0,10.0,2,2,0,0,0
7,13,Robert Mathis,IND,vs DEN,W  39-33,2.0,14.0,4,3,2,1,0
7,13,George Selvie,DAL,@ PHI,W  17-3,2.0,9.0,2,2,1,0,0
7,13,Justin Smith,SF,@ TEN,W  31-17,2.0,19.0,2,3,0,0,0
7,13,Mario Williams,BUF,@ MIA,W  23-21,2.0,21.0,3,3,0,1,0
7,13,Jahleel Addae,SD,@ ,W  24-6,1.0,10.0,1,4,0,0,0
7,13,Jared Allen,MIN,@ NYG,L 7-23,1.0,7.0,4,3,1,0,0
7,13,James Anderson,CHI,@ WAS,L 41-45,1.0,8.0,1,6,2,0,0
7,13,Cliff Avril,SEA,@ ARI,W  34-22,1.0,0.0,0,1,0,1,0
7,13,Chris Baker,WAS,vs CHI,W  45-41,1.0,6.0,1,2,0,0,0
7,13,Michael Bennett,SEA,@ ARI,W  34-22,1.0,8.0,3,2,0,0,0
7,13,Ahmad Brooks,SF,@ TEN,W  31-17,1.0,9.0,1,1,0,0,0
7,13,Jurrell Casey,TEN,vs SF,L 17-31,1.0,2.0,1,2,0,0,0
7,13,Chris Clemons,SEA,@ ARI,W  34-22,1.0,9.0,2,1,0,0,0
7,13,Colin Cole,CAR,vs ,W  30-15,1.0,1.0,1,1,1,0,0
7,13,Quinton Coples,NYJ,vs NE,W  30-27,1.0,6.0,1,3,1,1,0
7,13,Vinny Curry,PHI,vs DAL,L 3-17,1.0,10.0,1,1,0,0,0
7,13,Mike Daniels,GB,vs CLE,W  31-13,1.0,10.0,2,1,0,0,0
7,13,Brandon Flowers,KC,vs HOU,W  17-16,1.0,6.0,2,6,0,0,0
7,13,Greg Hardy,CAR,vs ,W  30-15,1.0,4.0,1,3,1,1,0
7,13,Damon Harrison,NYJ,vs NE,W  30-27,1.0,7.0,1,2,0,0,0
7,13,Jason Hatcher,DAL,@ PHI,W  17-3,1.0,6.0,2,3,1,0,0
7,13,Erin Henderson,MIN,@ NYG,L 7-23,1.0,0.0,1,12,2,0,0
7,13,Peria Jerry,ATL,vs TB,W  31-23,1.0,10.0,2,3,1,0,0
7,13,Derrick Johnson,KC,vs HOU,W  17-16,1.0,5.0,1,5,0,0,1
7,13,Charles Johnson,CAR,vs ,W  30-15,1.0,7.0,1,2,0,0,0
7,13,Antonio Johnson,TEN,vs SF,L 17-31,1.0,1.0,1,3,1,0,0
7,13,Reshad Jones,MIA,vs BUF,L 21-23,1.0,9.0,1,9,1,0,0
7,13,Terrance Knighton,DEN,@ IND,L 33-39,1.0,7.0,1,1,1,0,0
7,13,Jamari Lattimore,GB,vs CLE,W  31-13,1.0,2.0,1,9,3,0,0
7,13,James Laurinaitis,,@ CAR,L 15-30,1.0,13.0,1,7,4,0,0
7,13,Sen'Derrick Marks,,vs SD,L 6-24,1.0,9.0,1,3,0,0,0
7,13,Tony McDaniel,SEA,@ ARI,W  34-22,1.0,14.0,1,3,0,0,0
7,13,Clinton McDonald,SEA,@ ARI,W  34-22,1.0,6.0,2,2,0,0,0
7,13,Michael Mitchell,CAR,vs ,W  30-15,1.0,8.0,0,8,0,2,0
7,13,Earl Mitchell,HOU,@ KC,L 16-17,1.0,6.0,1,5,0,0,0
7,13,Fili Moala,IND,vs DEN,W  39-33,1.0,0.0,1,1,1,0,0
7,13,William Moore,ATL,vs TB,W  31-23,1.0,15.0,1,6,1,1,0
7,13,Calvin Pace,NYJ,vs NE,W  30-27,1.0,4.0,0,3,0,1,0
7,13,Dimitri Patterson,MIA,vs BUF,L 21-23,1.0,5.0,1,3,0,0,0
7,13,Shaun Phillips,DEN,@ IND,L 33-39,1.0,8.0,2,1,0,0,0
7,13,Robert Quinn,,@ CAR,L 15-30,1.0,11.0,1,3,0,0,0
7,13,DeMeco Ryans,PHI,vs DAL,L 3-17,1.0,13.0,1,6,2,0,0
7,13,Matt Shaughnessy,ARI,vs SEA,L 22-34,1.0,8.0,1,3,0,1,1
7,13,Malcolm Smith,SEA,@ ARI,W  34-22,1.0,8.0,1,6,2,0,0
7,13,Randy Starks,MIA,vs BUF,L 21-23,1.0,5.0,2,2,2,1,0
7,13,Terrell Suggs,BAL,@ PIT,L 16-19,1.0,4.0,1,6,1,0,0
7,13,Ndamukong Suh,DET,vs CIN,L 24-27,1.0,8.0,1,3,0,0,0
7,13,Justin Tuck,NYG,vs MIN,W  23-7,1.0,14.0,3,2,2,0,0
7,13,Olivier Vernon,MIA,vs BUF,L 21-23,1.0,5.0,1,3,0,0,0
7,13,Reggie Walker,SD,@ ,W  24-6,1.0,9.0,1,2,0,0,0
7,13,J.J. Watt,HOU,@ KC,L 16-17,1.0,3.0,3,6,0,1,0
7,13,Muhammad Wilkerson,NYJ,vs NE,W  30-27,1.0,6.0,1,3,2,0,0
7,13,Tramon Williams,GB,vs CLE,W  31-13,1.0,4.0,1,4,1,0,0
7,13,Brandon Williams,BAL,@ PIT,L 16-19,1.0,5.0,1,1,0,0,0
7,13,LaMarr Woodley,PIT,vs BAL,W  19-16,1.0,10.0,2,4,0,0,0
7,13,Joplo Bartu,ATL,vs TB,W  31-23,0.5,2.5,1,6,4,0,0
7,13,Red Bryant,SEA,@ ARI,W  34-22,0.5,4.5,1,1,1,0,0
7,13,Barry Cofield,WAS,vs CHI,W  45-41,0.5,3.5,1,2,1,0,0
7,13,Elvis Dumervil,BAL,@ PIT,L 16-19,0.5,3.0,1,1,2,0,0
7,13,Jerrell Freeman,IND,vs DEN,W  39-33,0.5,3.5,2,5,4,0,0
7,13,Justin Houston,KC,vs HOU,W  17-16,0.5,10.0,1,3,0,0,0
7,13,Ricky Jean Francois,IND,vs DEN,W  39-33,0.5,3.5,1,1,1,0,0
7,13,Ryan Kerrigan,WAS,vs CHI,W  45-41,0.5,3.5,1,1,1,0,0
7,13,Paul Kruger,CLE,@ GB,L 13-31,0.5,3.5,1,1,2,0,0
7,13,Jonathan Massaquoi,ATL,vs TB,W  31-23,0.5,2.5,1,0,2,0,0
7,13,Haloti Ngata,BAL,@ PIT,L 16-19,0.5,3.0,1,2,2,0,0
7,13,Christopher Owens,CLE,@ GB,L 13-31,0.5,3.5,1,4,1,0,0
7,13,K.J. Wright,SEA,@ ARI,W  34-22,0.5,4.5,1,6,1,0,0
7,13,Husain Abdullah,KC,vs HOU,W  17-16,0.0,0.0,0,0,0,0,0
7,13,Mario Addison,CAR,vs ,W  30-15,0.0,0.0,0,0,0,0,0
7,13,Danny Aiken,NE,@ NYJ,L 27-30,0.0,0.0,0,0,0,0,0
7,13,Seyi Ajirotutu,SD,@ ,W  24-6,0.0,0.0,0,0,0,0,0
7,13,Frank Alexander,CAR,vs ,W  30-15,0.0,0.0,0,1,1,0,0
7,13,Robert Alford,ATL,vs TB,W  31-23,0.0,0.0,0,1,0,0,0
7,13,Nate Allen,PHI,vs DAL,L 3-17,0.0,0.0,0,3,0,0,0
7,13,Antonio Allen,NYJ,vs NE,W  30-27,0.0,0.0,0,5,4,0,0
7,13,Cortez Allen,PIT,vs BAL,W  19-16,0.0,0.0,0,6,0,0,0
7,13,Russell Allen,,vs SD,L 6-24,0.0,0.0,0,4,0,0,0
7,13,Kiko Alonso,BUF,@ MIA,W  23-21,0.0,0.0,0,3,1,0,0
7,13,Tyson Alualu,,vs SD,L 6-24,0.0,0.0,0,6,0,0,0
7,13,David Amerson,WAS,vs CHI,W  45-41,0.0,0.0,1,3,2,0,0
7,13,Prince Amukamara,NYG,vs MIN,W  23-7,0.0,0.0,0,5,0,0,0
7,13,Joe Anderson,CHI,@ WAS,L 41-45,0.0,0.0,0,0,0,0,0
7,13,Colt Anderson,PHI,vs DAL,L 3-17,0.0,0.0,0,0,0,0,0
7,13,Pat Angerer,IND,vs DEN,W  39-33,0.0,0.0,0,3,3,0,0
7,13,Kyle Arrington,NE,@ NYJ,L 27-30,0.0,0.0,0,2,0,0,0
7,13,Jon Asamoah,KC,vs HOU,W  17-16,0.0,0.0,0,0,0,0,0
7,13,Matt Asiata,MIN,@ NYG,L 7-23,0.0,0.0,0,0,0,0,0
7,13,Geno Atkins,CIN,@ DET,W  27-24,0.0,0.0,0,0,2,0,0
7,13,Robert Ayers,DEN,@ IND,L 33-39,0.0,0.0,0,0,1,0,0
7,13,Akeem Ayers,TEN,vs SF,L 17-31,0.0,0.0,0,7,3,0,0
7,13,Jason Babin,,vs SD,L 6-24,0.0,0.0,1,0,0,0,0
7,13,Jonathan Babineaux,ATL,vs TB,W  31-23,0.0,0.0,0,1,0,0,0
7,13,Champ Bailey,DEN,@ IND,L 33-39,0.0,0.0,0,1,1,0,0
8,13,Chris Long,,vs SEA,L 9-14,3.0,20.0,3,4,0,0,0
8,13,Robert Quinn,,vs SEA,L 9-14,3.0,21.0,5,5,0,0,0
8,13,Mike Daniels,GB,@ MIN,W  44-31,2.0,13.0,2,3,0,0,0
8,13,Charles Johnson,CAR,@ TB,W  31-13,2.0,16.0,2,2,0,0,0
8,13,Jared Odrick,MIA,@ NE,L 17-27,2.0,14.0,2,2,2,0,0
8,13,D'Qwell Jackson,CLE,@ KC,L 17-23,1.5,14.0,2,7,2,0,0
8,13,Chris Jones,NE,vs MIA,W  27-17,1.5,11.0,2,3,5,0,0
8,13,Sio Moore,OAK,vs PIT,W  21-18,1.5,11.5,2,3,2,0,0
8,13,Logan Ryan,NE,vs MIA,W  27-17,1.5,14.0,2,4,1,1,0
8,13,Kyle Williams,BUF,@ NO,L 17-35,1.5,10.5,2,6,3,0,0
8,13,John Abraham,ARI,vs ATL,W  27-13,1.0,10.0,2,2,0,0,0
8,13,Michael Adams,TB,vs CAR,L 13-31,1.0,7.0,1,3,0,0,0
8,13,Geno Atkins,CIN,vs NYJ,W  49-9,1.0,8.0,3,1,0,0,0
8,13,Cliff Avril,SEA,@ ,W  14-9,1.0,6.0,2,1,0,0,0
8,13,Jonathan Babineaux,ATL,@ ARI,L 13-27,1.0,7.0,1,7,0,1,0
8,13,Marcus Benard,ARI,vs ATL,W  27-13,1.0,8.0,4,3,0,0,0
8,13,Calais Campbell,ARI,vs ATL,W  27-13,1.0,8.0,2,5,0,0,0
8,13,Adrian Clayborn,TB,vs CAR,L 13-31,1.0,7.0,1,4,0,0,0
8,13,Fletcher Cox,PHI,vs NYG,L 7-15,1.0,9.0,1,3,1,0,0
8,13,Lavonte David,TB,vs CAR,L 13-31,1.0,12.0,1,9,3,0,0
8,13,Dane Fletcher,NE,vs MIA,W  27-17,1.0,7.0,1,1,1,0,0
8,13,Glenn Foster,NO,vs BUF,W  35-17,1.0,1.0,2,1,0,0,0
8,13,Junior Galette,NO,vs BUF,W  35-17,1.0,3.0,0,5,1,1,1
8,13,Chad Greenway,MIN,vs GB,L 31-44,1.0,2.0,1,6,1,0,0
8,13,Letroy Guion,MIN,vs GB,L 31-44,1.0,1.0,1,3,3,0,0
8,13,Greg Hardy,CAR,@ TB,W  31-13,1.0,10.0,1,4,0,0,0
8,13,James Harrison,CIN,vs NYJ,W  49-9,1.0,1.0,1,2,4,0,0
8,13,Jason Hatcher,DAL,@ DET,L 30-31,1.0,8.0,2,1,0,0,0
8,13,David Hawthorne,NO,vs BUF,W  35-17,1.0,6.0,2,8,0,1,0
8,13,William Hayes,,vs SEA,L 9-14,1.0,7.0,1,2,0,0,0
8,13,Dont'a Hightower,NE,vs MIA,W  27-17,1.0,9.0,1,5,5,0,0
