week,year,name,team,opp,score,sacks,sack-yds,qb-hits,tackles,assists,fum-forced,fum-rec
1,11,Terrell Suggs,BAL,vs PIT,W  35-7,3.0,25.0,3,5,0,2,0
1,11,John Abraham,ATL,@ CHI,L 12-30,2.0,12.0,2,4,0,0,0
1,11,Jason Babin,PHI,@ ,W  31-13,2.0,11.0,3,4,0,0,0
1,11,Parys Haralson,SF,vs SEA,W  33-17,2.0,24.0,1,3,1,2,0
1,11,D'Qwell Jackson,CLE,vs CIN,L 17-27,2.0,16.0,2,10,1,1,0
1,11,Henry Melton,CHI,vs ATL,W  30-12,2.0,18.0,7,4,1,0,0
1,11,Jason Pierre-Paul,NYG,@ WAS,L 14-28,2.0,26.0,1,5,1,1,0
1,11,Richard Seymour,OAK,@ DEN,W  23-20,2.0,9.0,2,3,0,0,0
1,11,Justin Smith,SF,vs SEA,W  33-17,2.0,16.0,3,4,0,0,0
1,11,DeMarcus Ware,DAL,@ NYJ,L 24-27,2.0,11.0,3,3,1,0,0
1,11,Mario Williams,HOU,vs IND,W  34-7,2.0,18.0,3,2,0,1,0
1,11,Chris Neild,WAS,vs NYG,W  28-14,1.5,10.0,1,1,2,0,0
1,11,Mark Anderson,NE,@ MIA,W  38-24,1.0,6.0,1,1,0,0,0
1,11,Antwan Barnes,SD,vs MIN,W  24-17,1.0,10.0,1,2,0,0,0
1,11,Kroy Biermann,ATL,@ CHI,L 12-30,1.0,7.0,1,1,1,0,0
1,11,Stephen Bowen,WAS,vs NYG,W  28-14,1.0,7.0,2,1,1,0,0
1,11,Chris Canty,NYG,@ WAS,L 14-28,1.0,5.0,1,3,0,0,0
1,11,Adam Carriker,WAS,vs NYG,W  28-14,1.0,7.0,1,1,1,0,0
1,11,Jonathan Casillas,NO,@ GB,L 34-42,1.0,8.0,1,2,0,0,0
1,11,Patrick Chung,NE,@ MIA,W  38-24,1.0,3.0,1,9,0,0,0
1,11,Trent Cole,PHI,@ ,W  31-13,1.0,7.0,2,3,0,0,0
1,11,Drew Coleman,,vs TEN,W  16-14,1.0,8.0,1,5,0,1,0
1,11,Chris Crocker,CIN,@ CLE,W  27-17,1.0,3.0,0,3,0,1,0
1,11,Mike Devito,NYJ,vs DAL,W  27-24,1.0,1.0,0,3,0,1,0
1,11,Antonio Garay,SD,vs MIN,W  24-17,1.0,1.0,1,2,2,0,0
1,11,Joe Haden,CLE,vs CIN,L 17-27,1.0,0.0,1,1,2,0,0
1,11,Tamba Hali,KC,vs BUF,L 7-41,1.0,7.0,2,4,2,0,0
1,11,Greg Hardy,CAR,@ ARI,L 21-28,1.0,3.0,1,4,1,1,0
1,11,William Hayes,TEN,@ ,L 14-16,1.0,5.0,1,2,0,0,0
1,11,Erin Henderson,MIN,@ SD,L 17-24,1.0,1.0,1,6,3,0,0
1,11,Jason Hunter,DEN,vs OAK,L 20-23,1.0,6.0,1,5,1,1,0
1,11,Cullen Jenkins,PHI,@ ,W  31-13,1.0,6.0,3,2,0,0,0
1,11,Spencer Johnson,BUF,@ KC,W  41-7,1.0,12.0,1,2,0,0,0
1,11,Charles Johnson,CAR,@ ARI,L 21-28,1.0,11.0,1,4,0,0,0
1,11,Tommy Kelly,OAK,@ DEN,W  23-20,1.0,4.0,2,2,0,0,0
1,11,Justin King,,vs PHI,L 13-31,1.0,6.0,3,7,0,0,0
1,11,Chris Long,,vs PHI,L 13-31,1.0,5.0,2,2,0,0,0
1,11,Richard Marshall,ARI,vs CAR,W  28-21,1.0,3.0,1,3,0,0,0
1,11,Robert Mathis,IND,@ HOU,L 7-34,1.0,3.0,1,2,0,0,0
1,11,Jason McCourty,TEN,@ ,L 14-16,1.0,10.0,1,5,0,1,0
1,11,Danny McCray,DAL,@ NYJ,L 24-27,1.0,7.0,1,1,0,1,0
1,11,Ray McDonald,SF,vs SEA,W  33-17,1.0,2.0,3,6,0,0,0
1,11,Quintin Mikell,,vs PHI,L 13-31,1.0,9.0,1,4,0,1,0
1,11,Reggie Nelson,CIN,@ CLE,W  27-17,1.0,8.0,1,7,2,0,0
1,11,Amobi Okoye,CHI,vs ATL,W  30-12,1.0,9.0,1,1,0,0,0
1,11,Calvin Pace,NYJ,vs DAL,W  27-24,1.0,4.0,1,3,0,0,0
1,11,Julius Peppers,CHI,vs ATL,W  30-12,1.0,1.0,1,1,1,0,1
1,11,Kerry Rhodes,ARI,vs CAR,W  28-21,1.0,6.0,1,5,2,0,0
1,11,Matt Roth,,vs TEN,W  16-14,1.0,6.0,1,1,0,0,0
1,11,Bart Scott,NYJ,vs DAL,W  27-24,1.0,7.0,1,7,1,0,0
1,11,Bryan Scott,BUF,@ KC,W  41-7,1.0,2.0,1,8,0,0,0
1,11,Matt Shaughnessy,OAK,@ DEN,W  23-20,1.0,9.0,1,2,0,0,0
1,11,Lawrence Sidbury,ATL,@ CHI,L 12-30,1.0,2.0,2,3,0,0,0
1,11,Antonio Smith,HOU,vs IND,W  34-7,1.0,7.0,2,1,2,1,0
1,11,Eric Smith,NYJ,vs DAL,W  27-24,1.0,4.0,1,5,2,0,0
1,11,Anthony Spencer,DAL,@ NYJ,L 24-27,1.0,2.0,2,3,0,1,0
1,11,Darryl Tapp,PHI,@ ,W  31-13,1.0,4.0,2,3,0,1,0
1,11,Dave Tollefson,NYG,@ WAS,L 14-28,1.0,16.0,2,2,0,0,0
1,11,Stephen Tulloch,DET,@ TB,W  27-20,1.0,4.0,2,4,0,0,0
1,11,Kyle Vanden Bosch,DET,@ TB,W  27-20,1.0,3.0,0,3,0,1,0
1,11,Cameron Wake,MIA,vs NE,L 24-38,1.0,1.0,2,3,0,0,0
1,11,Erik Walden,GB,vs NO,W  42-34,1.0,13.0,1,3,1,0,0
1,11,Daryl Washington,ARI,vs CAR,W  28-21,1.0,5.0,2,5,2,0,0
1,11,LaMarr Woodley,PIT,@ BAL,L 7-35,1.0,9.0,2,3,0,0,0
1,11,Jarius Wynn,GB,vs NO,W  42-34,1.0,0.0,1,3,1,0,0
1,11,Jared Allen,MIN,@ SD,L 17-24,0.5,2.0,1,3,3,0,0
1,11,Marcus Benard,CLE,vs CIN,L 17-27,0.5,1.0,1,0,1,0,0
1,11,Jarrett Bush,GB,vs NO,W  42-34,0.5,5.0,1,2,1,0,0
1,11,Andre Carter,NE,@ MIA,W  38-24,0.5,4.0,2,1,1,0,0
1,11,London Fletcher,WAS,vs NYG,W  28-14,0.5,4.0,0,3,6,1,0
1,11,Junior Galette,NO,@ GB,L 34-42,0.5,4.0,1,1,2,0,0
1,11,Roman Harper,NO,@ GB,L 34-42,0.5,4.0,1,7,2,0,0
1,11,A.J. Hawk,GB,vs NO,W  42-34,0.5,5.0,1,1,3,0,0
1,11,Jarret Johnson,BAL,vs PIT,W  35-7,0.5,4.5,2,0,1,0,0
1,11,Paris Lenon,ARI,vs CAR,W  28-21,0.5,3.0,1,5,3,0,0
1,11,Myron Pryor,NE,@ MIA,W  38-24,0.5,4.5,4,1,1,0,0
1,11,Brian Robison,MIN,@ SD,L 17-24,0.5,2.0,1,1,2,0,0
1,11,Brian Schaefering,CLE,vs CIN,L 17-27,0.5,1.0,1,1,1,0,0
1,11,O'Brien Schofield,ARI,vs CAR,W  28-21,0.5,2.0,1,0,1,0,0
1,11,Lardarius Webb,BAL,vs PIT,W  35-7,0.5,4.5,1,9,2,0,0
1,11,Vince Wilfork,NE,@ MIA,W  38-24,0.5,4.5,1,0,1,0,0
1,11,Mike Wright,NE,@ MIA,W  38-24,0.5,4.0,1,0,1,0,0
1,11,Husain Abdullah,MIN,@ SD,L 17-24,0.0,0.0,0,6,0,0,0
1,11,Sam Acho,ARI,vs CAR,W  28-21,0.0,0.0,0,0,0,0,0
1,11,Mike Adams,CLE,vs CIN,L 17-27,0.0,0.0,0,3,1,0,0
1,11,Anthony Adams,CHI,vs ATL,W  30-12,0.0,0.0,0,2,0,0,0
1,11,Joseph Addai,IND,@ HOU,L 7-34,0.0,0.0,0,0,0,0,0
1,11,C.J. Ah You,,vs PHI,L 13-31,0.0,0.0,0,1,0,0,0
1,11,Danny Aiken,NE,@ MIA,W  38-24,0.0,0.0,0,0,0,0,0
1,11,Lorenzo Alexander,WAS,vs NYG,W  28-14,0.0,0.0,0,0,0,0,0
1,11,Jason Allen,HOU,vs IND,W  34-7,0.0,0.0,0,2,0,0,0
1,11,Tyson Alualu,,vs TEN,W  16-14,0.0,0.0,0,1,1,0,0
1,11,Ken Amato,TEN,@ ,L 14-16,0.0,0.0,0,0,0,0,0
1,11,Danny Amendola,,vs PHI,L 13-31,0.0,0.0,0,0,0,0,0
1,11,Jamaal Anderson,IND,@ HOU,L 7-34,0.0,0.0,0,0,2,0,0
1,11,James Anderson,CAR,@ ARI,L 21-28,0.0,0.0,0,3,0,0,0
1,11,Pat Angerer,IND,@ HOU,L 7-34,0.0,0.0,0,9,4,0,1
1,11,Javier Arenas,KC,vs BUF,L 7-41,0.0,0.0,2,3,0,0,0
1,11,Anthony Armstrong,WAS,vs NYG,W  28-14,0.0,0.0,0,0,0,0,0
1,11,Kyle Arrington,NE,@ MIA,W  38-24,0.0,0.0,0,1,0,0,0
2,11,Junior Galette,NO,vs CHI,W  30-13,2.0,16.0,3,2,0,0,0
2,11,Roman Harper,NO,vs CHI,W  30-13,2.0,23.0,2,7,0,1,0
2,11,Jason Hatcher,DAL,@ SF,W  27-24,2.0,15.0,3,4,0,0,0
2,11,Cullen Jenkins,PHI,@ ATL,L 31-35,2.0,7.0,2,3,1,0,0
2,11,DeMarcus Ware,DAL,@ SF,W  27-24,2.0,15.0,2,2,0,0,0
2,11,Justin Tuck,NYG,vs ,W  28-16,1.5,19.0,3,4,1,0,0
2,11,Jared Allen,MIN,vs TB,L 20-24,1.0,6.0,5,2,0,0,0
2,11,Mark Anderson,NE,vs SD,W  35-21,1.0,6.0,1,1,0,1,0
2,11,Geno Atkins,CIN,@ DEN,L 22-24,1.0,8.0,1,2,0,0,0
2,11,Jason Babin,PHI,@ ATL,L 31-35,1.0,4.0,2,1,1,0,0
2,11,Dave Ball,TEN,vs BAL,W  26-13,1.0,4.0,2,4,0,0,0
2,11,Connor Barwin,HOU,@ MIA,W  23-13,1.0,8.0,1,2,0,0,0
2,11,Atari Bigby,SEA,@ PIT,L 0-24,1.0,7.0,1,1,0,0,0
2,11,Desmond Bishop,GB,@ CAR,W  30-23,1.0,13.0,1,8,1,0,0
2,11,Morgan Burnett,GB,@ CAR,W  30-23,1.0,3.0,1,7,0,1,0
2,11,Donald Butler,SD,@ NE,L 21-35,1.0,7.0,1,6,3,0,0
2,11,Jonathan Casillas,NO,vs CHI,W  30-13,1.0,12.0,2,2,0,0,0
2,11,Chris Clemons,SEA,@ PIT,L 0-24,1.0,9.0,1,1,1,0,0
2,11,Trent Cole,PHI,@ ATL,L 31-35,1.0,4.0,2,5,1,0,0
2,11,James Farrior,PIT,vs SEA,W  24-0,1.0,7.0,1,2,1,0,0
2,11,Larry Foote,PIT,vs SEA,W  24-0,1.0,9.0,1,4,0,0,0
2,11,Mason Foster,TB,@ MIN,W  24-20,1.0,6.0,1,7,3,1,0
2,11,Dwight Freeney,IND,vs CLE,L 19-27,1.0,14.0,1,2,0,1,0
2,11,Everson Griffen,MIN,vs TB,L 20-24,1.0,7.0,1,1,0,0,0
2,11,James Hall,,@ NYG,L 16-28,1.0,9.0,1,3,1,0,0
2,11,James Harrison,PIT,vs SEA,W  24-0,1.0,4.0,1,2,2,0,0
2,11,Israel Idonije,CHI,@ NO,L 13-30,1.0,6.0,1,3,3,0,0
2,11,Charles Johnson,CAR,vs GB,L 23-30,1.0,13.0,1,4,0,0,0
2,11,Michael Johnson,CIN,@ DEN,L 22-24,1.0,0.0,0,7,0,1,0
2,11,Sean Jones,TB,@ MIN,W  24-20,1.0,10.0,1,5,2,0,1
2,11,Reshad Jones,MIA,vs HOU,L 13-23,1.0,10.0,1,4,2,0,0
2,11,Ryan Kerrigan,WAS,vs ARI,W  22-21,1.0,4.0,1,3,0,0,0
2,11,Karl Klug,TEN,vs BAL,W  26-13,1.0,4.0,0,2,0,2,0
2,11,Chris Long,,@ NYG,L 16-28,1.0,2.0,2,3,0,0,0
2,11,Clay Matthews,GB,@ CAR,W  30-23,1.0,0.0,2,4,1,0,0
2,11,Turk McBride,NO,vs CHI,W  30-13,1.0,7.0,1,1,1,1,0
2,11,Rolando McClain,OAK,@ BUF,L 35-38,1.0,6.0,1,7,3,0,0
2,11,Ray McDonald,SF,vs DAL,L 24-27,1.0,5.0,2,2,0,0,0
2,11,Rocky McIntosh,WAS,vs ARI,W  22-21,1.0,8.0,1,3,5,0,0
2,11,Von Miller,DEN,vs CIN,W  24-22,1.0,13.0,1,3,0,0,0
2,11,Derrick Morgan,TEN,vs BAL,W  26-13,1.0,5.0,2,3,0,0,0
2,11,Rob Ninkovich,NE,vs SD,W  35-21,1.0,0.0,1,3,1,0,1
2,11,Brian Orakpo,WAS,vs ARI,W  22-21,1.0,8.0,1,1,0,1,0
2,11,Shaun Phillips,SD,@ NE,L 21-35,1.0,6.0,1,3,1,0,0
2,11,Troy Polamalu,PIT,vs SEA,W  24-0,1.0,0.0,1,6,2,0,0
2,11,Robert Quinn,,@ NYG,L 16-28,1.0,8.0,1,2,0,0,0
2,11,B.J. Raji,GB,@ CAR,W  30-23,1.0,12.0,1,4,0,0,0
2,11,Jay Ratliff,DAL,@ SF,W  27-24,1.0,8.0,1,4,0,0,0
2,11,Kerry Rhodes,ARI,@ WAS,L 21-22,1.0,8.0,1,7,1,0,0
2,11,Matt Roth,,@ NYJ,L 3-32,1.0,0.0,2,3,0,0,0
2,11,Ahtyba Rubin,CLE,@ IND,W  27-19,1.0,7.0,2,3,1,0,0
2,11,Bart Scott,NYJ,vs ,W  32-3,1.0,10.0,2,4,0,0,0
2,11,Jabaal Sheard,CLE,@ IND,W  27-19,1.0,8.0,1,4,1,1,1
2,11,Antonio Smith,HOU,@ MIA,W  23-13,1.0,9.0,2,2,0,0,0
2,11,Anthony Spencer,DAL,@ SF,W  27-24,1.0,9.0,1,2,0,0,0
2,11,Ndamukong Suh,DET,vs KC,W  48-3,1.0,9.0,2,2,1,0,0
2,11,Jason Taylor,MIA,vs HOU,L 13-23,1.0,8.0,3,2,1,0,0
2,11,Kyle Vanden Bosch,DET,vs KC,W  48-3,1.0,8.0,1,4,0,1,0
2,11,Cameron Wake,MIA,vs HOU,L 13-23,1.0,5.0,2,2,1,0,0
2,11,Jonathan Wilhite,DEN,vs CIN,W  24-22,1.0,9.0,1,2,2,0,0
2,11,Muhammad Wilkerson,NYJ,vs ,W  32-3,1.0,10.0,1,2,0,0,0
2,11,Steve McLendon,PIT,vs SEA,W  24-0,0.5,3.0,1,0,1,0,0
2,11,Jason Pierre-Paul,NYG,vs ,W  28-16,0.5,4.0,2,2,0,0,0
2,11,LaMarr Woodley,PIT,vs SEA,W  24-0,0.5,3.0,1,2,1,0,0
2,11,Isa Abdul-Quddus,NO,vs CHI,W  30-13,0.0,0.0,0,0,0,0,0
2,11,Hamza Abdullah,ARI,@ WAS,L 21-22,0.0,0.0,0,0,0,0,0
2,11,Husain Abdullah,MIN,vs TB,L 20-24,0.0,0.0,0,6,0,0,0
2,11,John Abraham,ATL,vs PHI,W  35-31,0.0,0.0,1,2,0,1,0
2,11,Mike Adams,CLE,@ IND,W  27-19,0.0,0.0,0,1,1,0,0
2,11,Michael Adams,ARI,@ WAS,L 21-22,0.0,0.0,0,0,0,0,0
2,11,Anthony Adams,CHI,@ NO,L 13-30,0.0,0.0,0,0,1,0,0
2,11,Branden Albert,KC,@ DET,L 3-48,0.0,0.0,0,0,0,0,0
2,11,Alex Albright,DAL,@ SF,W  27-24,0.0,0.0,0,0,0,0,0
2,11,Will Allen,MIA,vs HOU,L 13-23,0.0,0.0,0,1,0,0,0
2,11,Cortez Allen,PIT,vs SEA,W  24-0,0.0,0.0,0,0,0,0,0
2,11,Asher Allen,MIN,vs TB,L 20-24,0.0,0.0,0,3,0,0,0
2,11,Jason Allen,HOU,@ MIA,W  23-13,0.0,0.0,0,1,0,0,0
2,11,Tyson Alualu,,@ NYJ,L 3-32,0.0,0.0,1,4,0,0,0
2,11,Jamaal Anderson,IND,vs CLE,L 19-27,0.0,0.0,0,0,3,0,0
2,11,Colt Anderson,PHI,@ ATL,L 31-35,0.0,0.0,0,0,0,0,0
2,11,James Anderson,CAR,vs GB,L 23-30,0.0,0.0,0,7,3,0,0
2,11,Pat Angerer,IND,vs CLE,L 19-27,0.0,0.0,2,3,5,1,0
2,11,Javier Arenas,KC,@ DET,L 3-48,0.0,0.0,0,3,0,0,0
2,11,Anthony Armstrong,WAS,vs ARI,W  22-21,0.0,0.0,0,0,0,0,0
2,11,Kyle Arrington,NE,vs SD,W  35-21,0.0,0.0,0,5,0,0,0
2,11,Jon Asamoah,KC,@ DET,L 3-48,0.0,0.0,0,0,0,0,0
2,11,Nnamdi Asomugha,PHI,@ ATL,L 31-35,0.0,0.0,0,3,0,0,0
2,11,Oshiomogho Atogwe,WAS,vs ARI,W  22-21,0.0,0.0,0,3,1,0,0
2,11,Jason Avant,PHI,@ ATL,L 31-35,0.0,0.0,0,0,0,0,0
2,11,Cliff Avril,DET,vs KC,W  48-3,0.0,0.0,0,0,0,0,1
2,11,Brendon Ayanbadejo,BAL,@ TEN,L 13-26,0.0,0.0,0,2,1,0,0
2,11,Robert Ayers,DEN,vs CIN,W  24-22,0.0,0.0,1,1,0,0,0
2,11,Akeem Ayers,TEN,vs BAL,W  26-13,0.0,0.0,0,1,1,0,0
2,11,Jordan Babineaux,TEN,vs BAL,W  26-13,0.0,0.0,0,2,0,0,1
2,11,Ryan Baker,MIA,vs HOU,L 13-23,0.0,0.0,0,1,0,0,0
2,11,Alan Ball,DAL,@ SF,W  27-24,0.0,0.0,0,4,0,0,0
2,11,Christian Ballard,MIN,vs TB,L 20-24,0.0,0.0,0,0,1,0,0
2,11,Ronde Barber,TB,@ MIN,W  24-20,0.0,0.0,0,3,0,0,0
2,11,Dominique Barber,HOU,@ MIA,W  23-13,0.0,0.0,0,0,0,0,0
2,11,Kevin Barnes,WAS,vs ARI,W  22-21,0.0,0.0,0,1,1,0,0
3,11,Jared Allen,MIN,vs DET,L 23-26,3.0,21.0,3,5,1,1,0
3,11,Calais Campbell,ARI,@ SEA,L 10-13,2.5,16.5,4,5,5,0,0
3,11,Jonathan Fanene,CIN,vs SF,L 8-13,2.0,13.0,2,2,1,0,1
3,11,Dwight Freeney,IND,vs PIT,L 20-23,2.0,20.0,3,3,1,1,0
3,11,Jason Pierre-Paul,NYG,@ PHI,W  29-16,2.0,12.0,2,7,2,0,0
3,11,Brian Robison,MIN,vs DET,L 23-26,2.0,19.0,3,3,0,0,0
3,11,Jarius Wynn,GB,@ CHI,W  27-17,2.0,16.0,2,2,0,0,0
3,11,Jayme Mitchell,CLE,vs MIA,W  17-16,1.5,8.0,2,3,1,1,0
3,11,Jarvis Moss,OAK,vs NYJ,W  34-24,1.5,14.5,3,2,1,0,0
3,11,Ahtyba Rubin,CLE,vs MIA,W  17-16,1.5,6.0,2,8,1,0,0
3,11,Geno Atkins,CIN,vs SF,L 8-13,1.0,0.0,1,2,2,0,0
3,11,Cliff Avril,DET,@ MIN,W  26-23,1.0,8.0,2,2,0,1,0
3,11,Jason Babin,PHI,vs NYG,L 16-29,1.0,8.0,1,2,1,0,0
3,11,Antwan Barnes,SD,vs KC,W  20-17,1.0,5.0,1,1,0,1,0
3,11,Raheem Brock,SEA,vs ARI,W  13-10,1.0,2.0,1,2,1,1,0
3,11,Ahmad Brooks,SF,@ CIN,W  13-8,1.0,8.0,1,1,4,0,0
3,11,Jarrett Bush,GB,@ CHI,W  27-17,1.0,8.0,1,1,0,0,0
3,11,Victor Butler,DAL,vs WAS,W  18-16,1.0,6.0,1,1,0,0,0
3,11,Adam Carriker,WAS,@ DAL,L 16-18,1.0,5.0,1,1,0,0,0
3,11,Chris Chamberlain,,vs BAL,L 7-37,1.0,2.0,0,3,0,1,0
3,11,Adrian Clayborn,TB,vs ATL,W  16-13,1.0,11.0,0,2,0,1,0
3,11,Chris Clemons,SEA,vs ARI,W  13-10,1.0,4.0,1,3,4,0,0
3,11,Trent Cole,PHI,vs NYG,L 16-29,1.0,9.0,1,4,1,0,0
3,11,Mason Foster,TB,vs ATL,W  16-13,1.0,7.0,1,3,2,0,0
3,11,Wallace Gilberry,KC,@ SD,L 17-20,1.0,3.0,0,1,0,1,0
3,11,Tamba Hali,KC,@ SD,L 17-20,1.0,5.0,2,4,2,0,0
3,11,Greg Hardy,CAR,vs ,W  16-10,1.0,7.0,1,5,1,0,0
3,11,David Harris,NYJ,@ OAK,L 24-34,1.0,7.0,1,2,2,0,0
3,11,James Harrison,PIT,@ IND,W  23-20,1.0,9.0,1,6,1,1,0
3,11,LeRoy Hill,SEA,vs ARI,W  13-10,1.0,12.0,1,8,3,1,0
3,11,Cullen Jenkins,PHI,vs NYG,L 16-29,1.0,5.0,1,2,1,0,0
3,11,Charles Johnson,CAR,vs ,W  16-10,1.0,3.0,1,3,0,0,0
3,11,Ray Lewis,BAL,@ ,W  37-7,1.0,9.0,0,10,0,1,0
3,11,Chris Long,,vs BAL,L 7-37,1.0,2.0,2,1,0,0,0
3,11,Robert Mathis,IND,vs PIT,L 20-23,1.0,3.0,2,1,0,1,1
3,11,Turk McBride,NO,vs HOU,W  40-33,1.0,3.0,1,1,0,0,0
3,11,Jameel McClain,BAL,@ ,W  37-7,1.0,4.0,1,5,0,0,0
3,11,Pernell McPhee,BAL,@ ,W  37-7,1.0,4.0,1,2,0,0,0
3,11,Henry Melton,CHI,vs GB,L 17-27,1.0,3.0,1,3,0,0,0
3,11,Von Miller,DEN,@ TEN,L 14-17,1.0,7.0,0,3,1,1,0
3,11,Julius Peppers,CHI,vs GB,L 17-27,1.0,2.0,0,3,0,0,1
3,11,Joey Porter,ARI,@ SEA,L 10-13,1.0,13.0,1,2,1,0,0
3,11,Brian Price,TB,vs ATL,W  16-13,1.0,10.0,2,2,0,0,0
3,11,Cory Redding,BAL,@ ,W  37-7,1.0,7.0,3,2,0,0,0
3,11,Frostee Rucker,CIN,vs SF,L 8-13,1.0,4.0,1,3,0,0,0
3,11,Richard Seymour,OAK,vs NYJ,W  34-24,1.0,2.0,2,3,1,0,0
3,11,Antonio Smith,HOU,@ NO,L 33-40,1.0,7.0,2,2,0,0,0
3,11,Anthony Spencer,DAL,vs WAS,W  18-16,1.0,3.0,1,4,0,1,0
3,11,Amari Spievey,DET,@ MIN,W  26-23,1.0,0.0,1,3,0,0,0
3,11,Terrell Suggs,BAL,@ ,W  37-7,1.0,10.0,2,4,0,0,0
3,11,Ndamukong Suh,DET,@ MIN,W  26-23,1.0,9.0,2,3,2,0,0
3,11,Phillip Taylor,CLE,vs MIA,W  17-16,1.0,3.0,1,4,3,0,0
3,11,Leigh Torrence,NO,vs HOU,W  40-33,1.0,6.0,1,2,1,0,0
3,11,Kyle Vanden Bosch,DET,@ MIN,W  26-23,1.0,5.0,1,2,0,0,0
3,11,DeMarcus Ware,DAL,vs WAS,W  18-16,1.0,8.0,1,3,0,0,0
3,11,Dekoda Watson,TB,vs ATL,W  16-13,1.0,7.0,0,1,0,1,0
3,11,J.J. Watt,HOU,@ NO,L 33-40,1.0,9.0,1,4,0,0,0
3,11,Jonathan Wilhite,DEN,@ TEN,L 14-17,1.0,9.0,2,6,0,0,0
3,11,Kamerion Wimbley,OAK,vs NYJ,W  34-24,1.0,9.0,1,3,0,0,0
3,11,Will Witherspoon,TEN,vs DEN,W  17-14,1.0,1.0,0,4,1,0,0
3,11,Chris Crocker,CIN,vs SF,L 8-13,0.5,4.0,1,3,2,0,0
3,11,Darnell Dockett,ARI,@ SEA,L 10-13,0.5,2.5,2,3,2,0,0
3,11,Chris Gocong,CLE,vs MIA,W  17-16,0.5,4.0,2,2,2,0,0
3,11,D'Qwell Jackson,CLE,vs MIA,W  17-16,0.5,3.0,1,6,5,0,1
3,11,Tommy Kelly,OAK,vs NYJ,W  34-24,0.5,4.5,1,1,3,0,0
3,11,Dan Skuta,CIN,vs SF,L 8-13,0.5,4.0,1,1,3,1,0
3,11,Isa Abdul-Quddus,NO,vs HOU,W  40-33,0.0,0.0,0,0,0,0,0
3,11,Husain Abdullah,MIN,vs DET,L 23-26,0.0,0.0,0,3,1,0,0
3,11,John Abraham,ATL,@ TB,L 13-16,0.0,0.0,1,1,0,0,0
3,11,Mike Adams,CLE,vs MIA,W  17-16,0.0,0.0,0,1,1,0,0
3,11,Anthony Adams,CHI,vs GB,L 17-27,0.0,0.0,0,1,0,0,0
3,11,Spencer Adkins,ATL,@ TB,L 13-16,0.0,0.0,0,2,0,0,0
3,11,Danny Aiken,NE,@ BUF,L 31-34,0.0,0.0,0,0,0,0,0
3,11,Lorenzo Alexander,WAS,@ DAL,L 16-18,0.0,0.0,0,0,0,0,0
3,11,Will Allen,MIA,@ CLE,L 16-17,0.0,0.0,0,5,0,0,0
3,11,Russell Allen,,@ CAR,L 10-16,0.0,0.0,0,0,0,0,0
3,11,Nate Allen,PHI,vs NYG,L 16-29,0.0,0.0,0,1,0,0,0
3,11,Asher Allen,MIN,vs DET,L 23-26,0.0,0.0,0,0,0,0,0
3,11,Jason Allen,HOU,@ NO,L 33-40,0.0,0.0,0,3,0,0,0
3,11,Tyson Alualu,,@ CAR,L 10-16,0.0,0.0,0,1,2,0,0
3,11,Jonathon Amaya,NO,vs HOU,W  40-33,0.0,0.0,0,0,0,0,0
3,11,Jamaal Anderson,IND,vs PIT,L 20-23,0.0,0.0,0,0,0,0,1
3,11,James Anderson,CAR,vs ,W  16-10,0.0,0.0,0,8,1,0,0
3,11,Mark Anderson,NE,@ BUF,L 31-34,0.0,0.0,1,0,1,0,0
3,11,Pat Angerer,IND,vs PIT,L 20-23,0.0,0.0,0,11,9,0,0
3,11,Javier Arenas,KC,@ SD,L 17-20,0.0,0.0,0,1,0,0,0
3,11,Devin Aromashodu,MIN,vs DET,L 23-26,0.0,0.0,0,0,0,0,0
3,11,Kyle Arrington,NE,@ BUF,L 31-34,0.0,0.0,0,3,3,0,0
3,11,Oshiomogho Atogwe,WAS,@ DAL,L 16-18,0.0,0.0,0,6,0,0,0
3,11,Brendon Ayanbadejo,BAL,@ ,W  37-7,0.0,0.0,0,0,0,0,0
3,11,Robert Ayers,DEN,@ TEN,L 14-17,0.0,0.0,0,2,2,0,1
3,11,Akeem Ayers,TEN,vs DEN,W  17-14,0.0,0.0,0,3,3,0,0
3,11,Jordan Babineaux,TEN,vs DEN,W  17-14,0.0,0.0,0,6,2,0,0
3,11,Dan Bailey,DAL,vs WAS,W  18-16,0.0,0.0,0,0,0,0,0
3,11,Allen Bailey,KC,@ SD,L 17-20,0.0,0.0,0,1,0,0,0
3,11,Sam Baker,ATL,@ TB,L 13-16,0.0,0.0,0,0,0,0,0
3,11,Doug Baldwin,SEA,vs ARI,W  13-10,0.0,0.0,0,0,0,0,0
3,11,Dave Ball,TEN,vs DEN,W  17-14,0.0,0.0,2,1,0,0,0
3,11,Alan Ball,DAL,vs WAS,W  18-16,0.0,0.0,0,4,0,0,0
3,11,Justin Bannan,,vs BAL,L 7-37,0.0,0.0,1,3,0,0,0
4,11,Jason Babin,PHI,vs SF,L 23-24,3.0,13.0,2,3,0,1,0
4,11,Brian Orakpo,WAS,@ ,W  17-10,2.5,13.0,3,5,1,1,0
4,11,Jared Allen,MIN,@ KC,L 17-22,2.0,6.0,2,2,0,0,0
4,11,Michael Bennett,TB,vs IND,W  24-17,2.0,11.0,2,4,1,1,1
4,11,Larry English,SD,vs MIA,W  26-16,2.0,10.0,2,3,0,0,0
