"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16656-47828","RB","Antonio","Andrews","0","2","4500","IND@TEN","TEN","IND","","","",""
"16656-6566","RB","Chris","Johnson","3.875","4","4500","SEA@ARI","ARI","SEA","IR","Groin","",""
"16656-6567","TE","David","Johnson","1.3666666348775227","3","4500","NE@PIT","PIT","NE","","","",""
"16656-21984","RB","Isaiah","Pead","1.649999976158142","2","4500","BUF@MIA","MIA","BUF","","","",""
"16656-33037","WR","Kenbrell","Thompkins","4.166666666666667","6","4500","BAL@NYJ","NYJ","BAL","","","",""
"16656-26251","WR","Robby","Anderson","3.125","4","4500","BAL@NYJ","NYJ","BAL","","","",""
"16656-32551","WR","Kolby","Listenbee","0","0","4500","BUF@MIA","BUF","MIA","O","Pelvis","",""
"16656-64104","RB","Terrell","Watson","0","0","4500","CLE@CIN","CLE","CIN","","","",""
"16656-41806","WR","Laquon","Treadwell","0","2","4500","MIN@PHI","MIN","PHI","Q","Thumb","",""
"16656-29672","RB","Silas","Redd Jr.","0","0","4500","WAS@DET","WAS","DET","O","Suspension","",""
"16656-30635","RB","Mike","Davis","0.8800000190734864","5","4500","TB@SF","SF","TB","","","",""
"16656-70457","TE","Cole","Wick","0.9333333174387614","3","4500","WAS@DET","DET","WAS","","","",""
"16656-34154","WR","J.J.","Nelson","2.3499999046325684","4","4500","SEA@ARI","ARI","SEA","","","",""
"16656-32564","WR","Josh","Doctson","3.799999952316284","2","4500","WAS@DET","WAS","DET","D","Achilles","",""
"16656-29593","WR","Marqise","Lee","6.8","5","4500","OAK@JAC","JAC","OAK","","","",""
"16656-29592","TE","Xavier","Grimble","3.9749999046325684","4","4500","NE@PIT","PIT","NE","","","",""
"16656-40126","TE","Austin","Hooper","6.099999904632568","4","4500","SD@ATL","ATL","SD","","","",""
"16656-39153","TE","Ifeanyi","Momah","0","1","4500","SEA@ARI","ARI","SEA","","","",""
"16656-30684","RB","Brandon","Wilds","0","0","4500","BAL@NYJ","NYJ","BAL","","","",""
"16656-27199","RB","Marcus","Murphy","0","1","4500","NO@KC","NO","KC","","","",""
"16656-6653","RB","Jerome","Felton","0.44999998807907104","4","4500","BUF@MIA","BUF","MIA","Q","Back","",""
"16656-34051","WR","Deshon","Foxx","0","0","4500","SEA@ARI","SEA","ARI","","","",""
"16656-22898","RB","Brandon","Bolden","1.4500000476837158","2","4500","NE@PIT","NE","PIT","Q","Knee","",""
"16656-29583","TE","Randall","Telfer","0","1","4500","CLE@CIN","CLE","CIN","Q","Ankle","",""
"16656-25225","WR","Quinshad","Davis","0","0","4500","WAS@DET","DET","WAS","","","",""
"16656-29624","RB","Tre","Madden","0","0","4500","SEA@ARI","SEA","ARI","IR","Undisclosed","",""
"16656-70501","RB","C.J.","Ham","0","0","4500","MIN@PHI","MIN","PHI","","","",""
"16656-28249","RB","David","Cobb","2.9857142312186107","7","4500","NE@PIT","PIT","NE","","","",""
"16656-31524","WR","Cody","Core","0","0","4500","CLE@CIN","CIN","CLE","","","",""
"16656-28246","WR","Isaac","Fruechte","0","0","4500","MIN@PHI","MIN","PHI","","","",""
"16656-70506","TE","Ryan","O'Malley","0","0","4500","OAK@JAC","OAK","JAC","","","",""
"16656-33137","WR","Justin","Hardy","4.3799999237060545","5","4500","SD@ATL","ATL","SD","","","",""
"16656-6595","TE","Matt","Spaeth","0.6666666666666666","3","4500","NE@PIT","PIT","NE","","","",""
"16656-6622","WR","Eric","Weems","0","6","4500","SD@ATL","ATL","SD","","","",""
"16656-28226","WR","Aaron","Burbridge","0.5","2","4500","TB@SF","SF","TB","","","",""
"16656-72676","RB","Troymaine","Pope","0","0","4500","BAL@NYJ","NYJ","BAL","","","",""
"16656-28346","TE","Maxx","Williams","4.066666603088379","12","4500","BAL@NYJ","BAL","NYJ","IR","Knee","",""
"16656-31703","RB","Malcolm","Johnson","0.625","4","4500","CLE@CIN","CLE","CIN","","","",""
"16656-45791","WR","Rashard","Higgins","0.4749999940395355","4","4500","CLE@CIN","CLE","CIN","","","",""
"16656-32674","TE","Jace","Amaro","7.400000095367432","1","4500","IND@TEN","TEN","IND","","","",""
"16656-46767","TE","Je'Ron","Hamm","0","1","4500","TB@SF","SF","TB","","","",""
"16656-28311","TE","MarQueis","Gray","4.800000190734863","2","4500","BUF@MIA","MIA","BUF","","","",""
"16656-22920","TE","Derek","Carrier","2.600000034679066","11","4500","WAS@DET","WAS","DET","NA","Knee","",""
"16656-14268","RB","Stevan","Ridley","1.350000023841858","8","4500","IND@TEN","IND","TEN","","","",""
"16656-34288","WR","Rannell","Hall","0","1","4500","CLE@CIN","CLE","CIN","IR","Leg","",""
"16656-14266","RB","Daniel","Thomas","0","0","4500","BUF@MIA","MIA","BUF","","","",""
"16656-45809","TE","Kivon","Cartwright","0","0","4500","TB@SF","TB","SF","","","",""
"16656-29540","RB","Terron","Ward","2.7299999237060546","10","4500","SD@ATL","ATL","SD","","","",""
"16656-22938","WR","Rod","Streater","1.5750000476837158","4","4500","TB@SF","SF","TB","","","",""
"16656-27338","RB","Rex","Burkhead","0.5333333412806193","3","4500","CLE@CIN","CIN","CLE","","","",""
"16656-45821","WR","Isaiah","Burse","0","0","4500","SD@ATL","SD","ATL","","","",""
"16656-32703","WR","Jakeem","Grant","1.2","5","4500","BUF@MIA","MIA","BUF","","","",""
"16656-14292","TE","Jordan","Cameron","5.333333333333333","3","4500","BUF@MIA","MIA","BUF","Q","Concussion","",""
"16656-23023","TE","Cooper","Helfet","2.7857142857142856","7","4500","OAK@JAC","OAK","JAC","IR","Foot","",""
"16656-14297","WR","Greg","Salas","8.449999809265137","2","4500","BUF@MIA","BUF","MIA","IR","Groin","",""
"16656-11890","WR","Bryan","Walters","0","1","4500","OAK@JAC","JAC","OAK","","","",""
"16656-28408","WR","Kyle","Prater","0","0","4500","NO@KC","NO","KC","","","",""
"16656-25135","WR","Marcus","Leak","0","0","4500","IND@TEN","IND","TEN","","","",""
"16656-14277","WR","Vincent","Brown","2.700000047683716","1","4500","NO@KC","NO","KC","","","",""
"16656-43826","WR","Tommylee","Lewis","2.875","4","4500","NO@KC","NO","KC","","","",""
"16656-14327","RB","Anthony","Sherman","0.4000000059604645","2","4500","NO@KC","KC","NO","","","",""
"16656-23003","TE","Phillip","Supernaw","1.566666603088379","3","4500","IND@TEN","TEN","IND","","","",""
"16656-14307","WR","Cecil","Shorts III","1.7000000476837158","1","4500","TB@SF","TB","SF","Q","Hamstring","",""
"16656-14304","TE","Luke","Stocker","2.075000047683716","8","4500","TB@SF","TB","SF","","","",""
"16656-14305","RB","Roy","Helu Jr.","2.737499952316284","8","4500","OAK@JAC","OAK","JAC","","","",""
"16656-29477","TE","Connor","Hamlett","8.199999809265137","1","4500","CLE@CIN","CLE","CIN","","","",""
"16656-44893","RB","Roosevelt","Nix","0.8666666348775228","3","4500","NE@PIT","PIT","NE","","","",""
"16656-14319","RB","Taiwan","Jones","0.6333333253860474","3","4500","OAK@JAC","OAK","JAC","Q","Knee","",""
"16656-6488","WR","Dwayne","Bowe","1.1142857415335519","7","4500","CLE@CIN","CLE","CIN","","","",""
"16656-53681","WR","Tyreek","Hill","5.320000076293946","5","4500","NO@KC","KC","NO","","","",""
"16656-32287","WR","Cayleb","Jones","0","0","4500","MIN@PHI","PHI","MIN","","","",""
"16656-12872","RB","James","Develin","0","0","4500","NE@PIT","NE","PIT","","","",""
"16656-38264","WR","Demarcus","Robinson","0","0","4500","NO@KC","KC","NO","","","",""
"16656-10030","WR","Harry","Douglas","3.049999952316284","2","4500","IND@TEN","TEN","IND","","","",""
"16656-29404","RB","Byron","Marshall","0","0","4500","MIN@PHI","PHI","MIN","","","",""
"16656-31308","WR","Quan","Bray","0.9666666984558105","6","4500","IND@TEN","IND","TEN","IR","Ankle","",""
"16656-12903","WR","Andrew","Hawkins","5.149999936421712","6","4500","CLE@CIN","CLE","CIN","","","",""
"16656-39305","TE","A.J.","Derby","0","0","4500","NE@PIT","NE","PIT","","","",""
"16656-32807","TE","Anthony","Denham","0","0","4500","MIN@PHI","PHI","MIN","","","",""
"16656-32309","TE","M.J.","McFarland","0","0","4500","MIN@PHI","PHI","MIN","","","",""
"16656-55577","WR","Hunter","Sharp","0","0","4500","MIN@PHI","PHI","MIN","","","",""
"16656-15006","RB","Shaun","Draughn","2.300000031789144","6","4500","TB@SF","SF","TB","","","",""
"16656-26610","WR","Paul","Richardson","2.450000047683716","4","4500","SEA@ARI","SEA","ARI","","","",""
"16656-31263","WR","Ricardo","Louis","4.220000076293945","5","4500","CLE@CIN","CLE","CIN","","","",""
"16656-44791","RB","Bronson","Hill","0","0","4500","OAK@JAC","JAC","OAK","","","",""
"16656-29340","WR","Josh","Huff","2.6799999237060548","5","4500","MIN@PHI","PHI","MIN","","","",""
"16656-30428","WR","Malcolm","Mitchell","2.799999952316284","4","4500","NE@PIT","NE","PIT","Q","Hamstring","",""
"16656-31280","K","Cody","Parkey","8.25","4","4500","CLE@CIN","CLE","CIN","","","",""
"16656-27403","TE","Blake","Bell","0.6666666666666666","3","4500","TB@SF","SF","TB","","","",""
"16656-29351","WR","De'Anthony","Thomas","2.4000000953674316","1","4500","NO@KC","KC","NO","","","",""
"16656-31269","RB","Corey","Grant","2","4","4500","OAK@JAC","JAC","OAK","Q","Toe","",""
"16656-28502","WR","Devin","Smith","2.857142857142857","7","4500","BAL@NYJ","NYJ","BAL","NA","Knee","",""
"16656-54659","WR","Tony","Washington","0.800000011920929","1","4500","OAK@JAC","JAC","OAK","","","",""
"16656-25463","WR","Canaan","Severin","0","0","4500","NE@PIT","PIT","NE","IR","Undisclosed","",""
"16656-32410","RB","Trey","Williams","1.2000000476837158","1","4500","IND@TEN","IND","TEN","","","",""
"16656-54651","RB","Dominique","Williams","0","0","4500","BAL@NYJ","NYJ","BAL","","","",""
"16656-34014","WR","Aaron","Dobson","3.433333396911621","6","4500","WAS@DET","DET","WAS","","","",""
"16656-31435","TE","Nic","Jacobs","0.36666667461395264","3","4500","OAK@JAC","JAC","OAK","","","",""
"16656-30228","WR","Tyler","Murphy","2.0999999046325684","1","4500","BUF@MIA","MIA","BUF","","","",""
"16656-70335","TE","Seth","DeValve","0","0","4500","CLE@CIN","CLE","CIN","Q","Knee","",""
"16656-54612","RB","Lorenzo","Taliaferro","5.366666793823242","3","4500","BAL@NYJ","BAL","NYJ","NA","Foot","",""
"16656-54621","WR","Walt","Powell","2.8333333333333335","3","4500","BUF@MIA","BUF","MIA","","","",""
"16656-29290","WR","Bryce","Treggs","0","0","4500","MIN@PHI","PHI","MIN","","","",""
"16656-7244","RB","John","Kuhn","7.224999904632568","4","4500","NO@KC","NO","KC","","","",""
"16656-28562","TE","Jake","Stoneburner","6.400000254313151","3","4500","NO@KC","NO","KC","","","",""
"16656-28570","TE","Nick","Vannett","0","0","4500","SEA@ARI","SEA","ARI","","","",""
"16656-29304","RB","Daniel","Lasco","1.899999976158142","2","4500","NO@KC","NO","KC","","","",""
"16656-72262","TE","Nick","Truesdell","0","0","4500","IND@TEN","IND","TEN","","","",""
"16656-22774","RB","Jonas","Gray","4.100000108991351","7","4500","OAK@JAC","JAC","OAK","","","",""
"16656-22767","WR","Brian","Tyms","0","0","4500","IND@TEN","IND","TEN","","","",""
"16656-30297","TE","Trey","Burton","4.625","4","4500","MIN@PHI","PHI","MIN","","","",""
"16656-31417","WR","James","Wright","1.0499999523162842","4","4500","CLE@CIN","CIN","CLE","","","",""
"16656-22746","WR","Kashif","Moore","0","0","4500","NO@KC","KC","NO","","","",""
"16656-46001","RB","Joey","Iosefa","2.549999952316284","2","4500","NE@PIT","NE","PIT","","","",""
"16656-38301","TE","Darren","Fells","2.6500000953674316","4","4500","SEA@ARI","ARI","SEA","","","",""
"16656-30307","RB","Mack","Brown","0","0","4500","WAS@DET","WAS","DET","","","",""
"16656-29237","WR","Chris","Harper","-0.29999999205271405","3","4500","TB@SF","SF","TB","","","",""
"16656-32483","WR","Josh","Boyce","0","0","4500","CLE@CIN","CLE","CIN","","","",""
"16656-30326","RB","Keith","Marshall","0","0","4500","WAS@DET","WAS","DET","IR","Elbow","",""
"16656-70373","TE","Mike","Miller","0","0","4500","IND@TEN","IND","TEN","","","",""
"16656-70372","WR","Chester","Rogers","3.4200000762939453","5","4500","IND@TEN","IND","TEN","","","",""
"16656-61666","WR","Jared","Dangerfield","0","0","4500","NO@KC","NO","KC","","","",""
"16656-32045","TE","Vance","McDonald","6.824999809265137","4","4500","TB@SF","SF","TB","","","",""
"16656-62633","TE","Matt","Lengel","0","0","4500","CLE@CIN","CIN","CLE","","","",""
"16656-62628","WR","DeAndre","Carter","0","0","4500","NE@PIT","NE","PIT","","","",""
"16656-62631","RB","Gus","Johnson","0","0","4500","SD@ATL","ATL","SD","","","",""
"16656-25751","TE","Chris","Pantale","0","0","4500","MIN@PHI","PHI","MIN","","","",""
"16656-33571","RB","George","Atkinson III","0","4","4500","CLE@CIN","CLE","CIN","","","",""
"16656-62600","WR","Joshua","Stangby","0","0","4500","IND@TEN","IND","TEN","","","",""
"16656-39615","TE","Brandon","Williams","0","6","4500","SEA@ARI","SEA","ARI","","","",""
"16656-32000","TE","Luke","Willson","1.6","5","4500","SEA@ARI","SEA","ARI","O","Knee - mcl","",""
"16656-11454","RB","Dexter","McCluster","1.649999976158142","4","4500","SD@ATL","SD","ATL","","","",""
"16656-27692","RB","Josh","Ferguson","3.8333333333333335","6","4500","IND@TEN","IND","TEN","","","",""
"16656-62619","K","Andrew","Franks","5.833333333333333","6","4500","BUF@MIA","MIA","BUF","","","",""
"16656-62617","TE","Khari","Lee","0","1","4500","WAS@DET","DET","WAS","","","",""
"16656-11431","TE","Jermaine","Gresham","1.4833332697550456","6","4500","SEA@ARI","ARI","SEA","","","",""
"16656-38517","RB","Dreamius","Smith","0","2","4500","SD@ATL","SD","ATL","","","",""
"16656-25789","WR","Rashawn","Scott","0","0","4500","BUF@MIA","MIA","BUF","","","",""
"16656-31015","WR","DeAndrew","White","1.399999976158142","2","4500","NE@PIT","NE","PIT","","","",""
"16656-48380","K","Wil","Lutz","9","5","4500","NO@KC","NO","KC","","","",""
"16656-14761","WR","Andre","Holmes","3.7599998474121095","5","4500","OAK@JAC","OAK","JAC","","","",""
"16656-60745","K","Jason","Myers","8","5","4500","OAK@JAC","JAC","OAK","","","",""
"16656-29084","WR","Rashad","Ross","1.2999999523162842","1","4500","WAS@DET","WAS","DET","","","",""
"16656-25827","TE","Asante","Cleveland","0.6000000238418579","1","4500","SD@ATL","SD","ATL","","","",""
"16656-11504","WR","Andre","Roberts","2.816666603088379","6","4500","WAS@DET","DET","WAS","","","",""
"16656-62668","TE","John","Peters","0","0","4500","CLE@CIN","CIN","CLE","","","",""
"16656-30990","RB","Jalston","Fowler","1.899999976158142","1","4500","IND@TEN","TEN","IND","","","",""
"16656-39678","TE","E.J.","Bibbs","0.6000000238418579","2","4500","CLE@CIN","CLE","CIN","","","",""
"16656-26657","RB","Christian","Powell","0","0","4500","NE@PIT","PIT","NE","","","",""
"16656-22447","WR","Griff","Whalen","0","1","4500","SD@ATL","SD","ATL","","","",""
"16656-30012","WR","Kevin","Smith","1.933333396911621","3","4500","SEA@ARI","SEA","ARI","","","",""
"16656-39455","RB","Kerwynn","Williams","3.4666665395100913","6","4500","SEA@ARI","ARI","SEA","","","",""
"16656-62508","TE","James","O'Shaughnessy","2.339999961853027","5","4500","NO@KC","KC","NO","","","",""
"16656-62505","TE","MyCole","Pruitt","1.2000000476837158","1","4500","MIN@PHI","MIN","PHI","Q","Knee","",""
"16656-33703","WR","Ryan","Grant","0.25","4","4500","WAS@DET","WAS","DET","","","",""
"16656-62515","WR","Neal","Sterling","1.5","1","4500","OAK@JAC","JAC","OAK","Q","Foot","",""
"16656-29991","RB","Bishop","Sankey","4.183333396911621","12","4500","NE@PIT","NE","PIT","","","",""
"16656-39428","RB","Kyle","Juszczyk","3.6499999364217124","6","4500","BAL@NYJ","BAL","NYJ","","","",""
"16656-32185","RB","Zach","Line","0.30000001192092896","2","4500","MIN@PHI","MIN","PHI","","","",""
"16656-10354","RB","Marcel","Reece","4.233333333333333","15","4500","OAK@JAC","OAK","JAC","","","",""
"16656-24679","RB","Zac","Brooks","0","0","4500","SEA@ARI","SEA","ARI","","","",""
"16656-24682","RB","Andre","Ellington","1.4499999682108562","6","4500","SEA@ARI","ARI","SEA","","","",""
"16656-31184","RB","Jonathan","Williams","0.15000000596046448","2","4500","BUF@MIA","BUF","MIA","","","",""
"16656-31191","WR","Mekale","McKay","0","0","4500","IND@TEN","IND","TEN","","","",""
"16656-14683","RB","Patrick","DiMarco","1.5499999523162842","4","4500","SD@ATL","ATL","SD","Q","Shoulder","",""
"16656-39512","RB","Kendall","Gaskins","3.674999952316284","4","4500","TB@SF","SF","TB","","","",""
"16656-14643","RB","DuJuan","Harris","7.775000095367432","4","4500","TB@SF","SF","TB","","","",""
"16656-48224","TE","Wes","Saxton","0","1","4500","WAS@DET","WAS","DET","","","",""
"16656-25694","RB","Andre","Williams","2.1812500953674316","16","4500","SD@ATL","SD","ATL","","","",""
"16656-31157","WR","Cobi","Hamilton","10.600000381469727","1","4500","NE@PIT","PIT","NE","","","",""
"16656-7001","TE","Kellen","Davis","0","1","4500","BAL@NYJ","NYJ","BAL","","","",""
"16656-39492","TE","Josh","Hill","9.300000190734863","1","4500","NO@KC","NO","KC","","","",""
"16656-9442","WR","Brandon","Tate","0.06666666766007741","6","4500","BUF@MIA","BUF","MIA","","","",""
"16656-24621","WR","Charone","Peake","6.133333206176758","3","4500","BAL@NYJ","NYJ","BAL","","","",""
"16656-33733","WR","Xavier","Rush","0","0","4500","MIN@PHI","PHI","MIN","","","",""
"16656-11648","TE","Jim","Dray","1.0111111534966364","9","4500","BUF@MIA","BUF","MIA","","","",""
"16656-28907","WR","Alex","Erickson","0.4166666666666667","6","4500","CLE@CIN","CIN","CLE","","","",""
"16656-22220","TE","Sean","McGrath","0.8999999761581421","2","4500","SD@ATL","SD","ATL","","","",""
"16656-22219","WR","Jermaine","Kearse","4.240000152587891","5","4500","SEA@ARI","SEA","ARI","","","",""
"16656-57556","TE","Jerome","Cunningham","1.6499999364217122","6","4500","IND@TEN","TEN","IND","","","",""
"16656-23046","RB","Jamize","Olawale","4","5","4500","OAK@JAC","OAK","JAC","","","",""
"16656-40913","TE","Thomas","Duarte","0","0","4500","BUF@MIA","MIA","BUF","","","",""
"16656-23055","TE","Brandon","Bostick","0.699999988079071","2","4500","BAL@NYJ","NYJ","BAL","","","",""
"16656-26038","TE","Tyler","Kroft","4.100000063578288","3","4500","CLE@CIN","CIN","CLE","","","",""
"16656-29830","WR","Shaq","Evans","0","0","4500","NE@PIT","NE","PIT","","","",""
"16656-22244","TE","Beau","Brinkley","0","16","4500","IND@TEN","TEN","IND","","","",""
"16656-30807","TE","Mychal","Rivera","1.350000023841858","2","4500","OAK@JAC","OAK","JAC","","","",""
"16656-43260","TE","Darion","Griswold","0","0","4500","IND@TEN","IND","TEN","","","",""
"16656-26045","WR","Leonte","Carroo","1.2000000476837158","2","4500","BUF@MIA","MIA","BUF","","","",""
"16656-28890","RB","Derek","Watt","0.8666666348775228","3","4500","SD@ATL","SD","ATL","","","",""
"16656-6828","RB","Tim","Hightower","1.0800000190734864","5","4500","NO@KC","NO","KC","","","",""
"16656-29854","TE","Kevin","McDermott","0","16","4500","MIN@PHI","MIN","PHI","","","",""
"16656-31748","WR","Levi","Norwood","0","0","4500","NE@PIT","PIT","NE","","","",""
"16656-40843","RB","Alex","Collins","2.950000047683716","4","4500","SEA@ARI","SEA","ARI","","","",""
"16656-26076","RB","Sam","Bergen","0","0","4500","IND@TEN","TEN","IND","","","",""
"16656-6870","TE","Vernon","Davis","5.279999923706055","5","4500","WAS@DET","WAS","DET","","","",""
"16656-40857","RB","Peyton","Barber","0.6000000238418579","1","4500","TB@SF","TB","SF","","","",""
"16656-26057","RB","Michael","Burton","1.6375000476837158","8","4500","WAS@DET","DET","WAS","","","",""
"16656-6904","WR","Devin","Hester","-0.4","5","4500","BAL@NYJ","BAL","NYJ","Q","Thigh","",""
"16656-7856","WR","Matthew","Slater","0.25","2","4500","NE@PIT","NE","PIT","","","",""
"16656-28807","TE","Gabe","Holmes","0","0","4500","OAK@JAC","OAK","JAC","IR","Ankle","",""
"16656-22188","RB","Daryl","Richardson","0.3499999940395355","2","4500","NE@PIT","PIT","NE","","","",""
"16656-11766","TE","Jeff","Cumberland","1.4571428298950195","7","4500","SD@ATL","SD","ATL","IR","Achilles","",""
"16656-12305","RB","Will","Tukuafu","0","1","4500","SEA@ARI","SEA","ARI","","","",""
"16656-28030","RB","Fitzgerald","Toussaint","0.6000000238418579","4","4500","NE@PIT","PIT","NE","","","",""
"16656-28021","RB","Sione","Houma","0","0","4500","NO@KC","NO","KC","","","",""
"16656-12525","D","Atlanta","Falcons","5.833333333333333","6","4500","SD@ATL","ATL","SD","","","",""
"16656-25886","WR","Devin","Street","1.8899999618530274","10","4500","IND@TEN","IND","TEN","","","",""
"16656-6672","TE","Marcedes","Lewis","3.9400001525878907","5","4500","OAK@JAC","JAC","OAK","","","",""
"16656-11522","WR","Marcus","Easley","4.100000063578288","3","4500","BUF@MIA","BUF","MIA","NA","Kneecap","",""
"16656-6660","RB","Donald","Brown","6.950000127156575","6","4500","NE@PIT","NE","PIT","","","",""
"16656-12536","D","Kansas City","Chiefs","10.2","5","4500","NO@KC","KC","NO","","","",""
"16656-11543","TE","Clay","Harbor","0.800000011920929","1","4500","WAS@DET","DET","WAS","","","",""
"16656-11562","TE","Andrew","Quarless","1.6999999682108562","3","4500","WAS@DET","DET","WAS","","","",""
"16656-7801","TE","Brandon","Myers","3.2666667302449546","3","4500","TB@SF","TB","SF","","","",""
"16656-19342","TE","Demetrius","Harris","1.7399999618530273","5","4500","NO@KC","KC","NO","","","",""
"16656-22116","RB","Cyrus","Gray","0","0","4500","SD@ATL","ATL","SD","","","",""
"16656-11556","TE","Michael","Hoomanawanui","2.910000038146973","10","4500","NO@KC","NO","KC","IR","Lower leg","",""
"16656-14406","RB","Bruce","Miller","2.589999961853027","10","4500","TB@SF","SF","TB","","","",""
"16656-7784","WR","Darrius","Heyward-Bey","5.699999809265137","4","4500","NE@PIT","PIT","NE","","","",""
"16656-29725","TE","Levine","Toilolo","4.375","4","4500","SD@ATL","ATL","SD","","","",""
"16656-31874","RB","Kenneth","Farrow","0.8999999761581421","2","4500","SD@ATL","SD","ATL","","","",""
"16656-29723","RB","Stepfan","Taylor","0.6000000238418579","2","4500","SEA@ARI","ARI","SEA","","","",""
"16656-28088","RB","Denard","Robinson","1.2999999523162842","2","4500","OAK@JAC","JAC","OAK","","","",""
"16656-27020","RB","Glenn","Gronkowski","0","0","4500","NE@PIT","NE","PIT","","","",""
"16656-22029","RB","Bernard","Pierce","0.824999988079071","4","4500","BAL@NYJ","NYJ","BAL","","","",""
"16656-29805","RB","Ryan","Hewitt","1.5444444020589192","9","4500","CLE@CIN","CIN","CLE","","","",""
"16656-48482","TE","David","Morgan","0","0","4500","MIN@PHI","MIN","PHI","","","",""
"16656-6742","TE","Brent","Celek","3.066666603088379","3","4500","MIN@PHI","PHI","MIN","","","",""
"16656-7706","TE","Chase","Coffman","8.550000190734863","2","4500","IND@TEN","IND","TEN","","","",""
"16656-6745","RB","Brian","Leonard","0","0","4500","MIN@PHI","MIN","PHI","","","",""
"16656-57348","RB","Glenn","Winston","-2.799999952316284","1","4500","CLE@CIN","CLE","CIN","IR","Shoulder","",""
"16656-24862","WR","Rashad","Greene","0.9750000238418579","4","4500","OAK@JAC","JAC","OAK","","","",""
"16656-14369","RB","Jordan","Todman","0","4","4500","IND@TEN","IND","TEN","","","",""
"16656-45472","TE","Garrett","Griffin","0","0","4500","NO@KC","NO","KC","","","",""
"16656-14372","WR","Aldrick","Robinson","3.8799999237060545","5","4500","SD@ATL","ATL","SD","","","",""
"16656-28721","RB","Brandon","Cottom","0","0","4500","SEA@ARI","SEA","ARI","IR","Achilles","",""
"16656-29821","WR","Jordan","Payton","0","1","4500","CLE@CIN","CLE","CIN","","","",""
"16656-22047","TE","Ladarius","Green","6.876923194298377","13","4500","NE@PIT","PIT","NE","NA","Ankle","",""
"16656-38790","WR","Jalin","Marshall","1.625","4","4500","BAL@NYJ","NYJ","BAL","","","",""
"16656-33531","TE","Ben","Koyack","0","0","4500","OAK@JAC","JAC","OAK","","","",""
"16656-22034","WR","Chris","Givens","3.7928570338657925","14","4500","MIN@PHI","PHI","MIN","","","",""
"16656-28735","WR","Daniel","Anthrop","0","0","4500","IND@TEN","IND","TEN","","","",""
"16656-28126","TE","Paul","Lang","0","0","4500","NE@PIT","PIT","NE","","","",""
"16656-14355","TE","Niles","Paul","2.0999999046325684","1","4500","WAS@DET","WAS","DET","","","",""
"16656-29768","RB","Patrick","Skov","0","0","4500","CLE@CIN","CLE","CIN","","","",""
"16656-22063","WR","Keshawn","Martin","-2","1","4500","TB@SF","SF","TB","","","",""
"16656-24882","K","Roberto","Aguayo","4.2","5","4500","TB@SF","TB","SF","","","",""
"16656-6778","TE","Anthony","Fasano","2.5250000953674316","4","4500","IND@TEN","TEN","IND","Q","Ankle","",""
"16656-22051","RB","Orson","Charles","0","0","4500","WAS@DET","DET","WAS","","","",""
"16656-22048","RB","Robert","Turbin","4.540000152587891","5","4500","IND@TEN","IND","TEN","","","",""
"16656-33488","TE","Troy","Niklas","0.25","2","4500","SEA@ARI","ARI","SEA","IR","Wrist","",""
"16656-28144","TE","Dion","Sims","2.6799999237060548","5","4500","BUF@MIA","MIA","BUF","Q","Concussion","",""
"16656-7718","RB","Cedric","Peerman","0","4","4500","CLE@CIN","CIN","CLE","IR","Elbow","",""
"16656-22065","TE","Rhett","Ellison","1.5","2","4500","MIN@PHI","MIN","PHI","","","",""
"16656-11635","WR","Marc","Mariani","0","6","4500","IND@TEN","TEN","IND","","","",""
"16656-6767","K","Ryan","Succop","5.5","6","4500","IND@TEN","TEN","IND","","","",""
"16656-14348","TE","Lee","Smith","1.9666666984558105","3","4500","OAK@JAC","OAK","JAC","IR","Ankle","",""
"16656-12545","D","Philadelphia","Eagles","12.2","5","4400","MIN@PHI","PHI","MIN","","","",""
"16656-12544","D","New York","Jets","3.6666666666666665","6","4400","BAL@NYJ","NYJ","BAL","","","",""
"16656-12549","D","San Francisco","49ers","5","6","4400","TB@SF","SF","TB","","","",""
"16656-12552","D","Washington","Redskins","7.5","6","4400","WAS@DET","WAS","DET","","","",""
"16656-12541","D","New England","Patriots","7.833333333333333","6","4400","NE@PIT","NE","PIT","","","",""
"16656-12539","D","Miami","Dolphins","6.333333333333333","6","4400","BUF@MIA","MIA","BUF","","","",""
"16656-12547","D","Pittsburgh","Steelers","4.5","6","4300","NE@PIT","PIT","NE","","","",""
"16656-12551","D","Tampa Bay","Buccaneers","5.2","5","4300","TB@SF","TB","SF","","","",""
"16656-12554","D","Jacksonville","Jaguars","4.2","5","4300","OAK@JAC","JAC","OAK","","","",""
"16656-12532","D","Detroit","Lions","4.5","6","4300","WAS@DET","DET","WAS","","","",""
"16656-12535","D","Indianapolis","Colts","3","6","4300","IND@TEN","IND","TEN","","","",""
"16656-12548","D","San Diego","Chargers","7.166666666666667","6","4100","SD@ATL","SD","ATL","","","",""
"16656-12542","D","New Orleans","Saints","3.2","5","4100","NO@KC","NO","KC","","","",""
"16656-12529","D","Cleveland","Browns","4.166666666666667","6","4000","CLE@CIN","CLE","CIN","","","",""
