Year,Week,Name,Pos,Team,Opp,H_A,Salary
2016,5,Mike Davis,RB,SF,ARI,1,4500
2016,5,Reggie Bush,RB,BUF,LARM,0,4900
2016,5,Mike Tolbert,RB,CAR,TB,1,4800
2016,5,Derek Watt,RB,SD,OAK,0,4500
2016,5,Andy Janovich,RB,DEN,ATL,1,4500
2016,5,Ty Montgomery,RB,GB,NYG,1,4500
2016,5,Dexter McCluster,RB,SD,OAK,0,4500
2016,5,James Develin,RB,NE,CLE,0,4500
2016,5,Michael Burton,RB,DET,PHI,1,4500
2016,5,Rex Burkhead,RB,CIN,DAL,0,4500
2016,5,Wendell Smallwood,RB,PHI,DET,0,5900
2016,5,Zach Line,RB,MIN,HOU,1,4500
2016,5,Jordan Todman,RB,IND,CHI,1,4500
2016,5,DeAngelo Williams,RB,PIT,NYJ,1,5700
2016,5,Chase Reynolds,RB,LARM,BUF,1,4500
2016,5,Kenjon Barner,RB,PHI,DET,0,5300
2016,5,Joique Bell,RB,DET,PHI,1,5600
2016,5,Antonio Andrews,RB,TEN,MIA,0,4500
2016,5,Isaiah Pead,RB,MIA,TEN,1,4500
2016,5,Ryan Hewitt,RB,CIN,DAL,0,4500
2016,5,Tyler Ervin,RB,HOU,MIN,0,4500
2016,5,George Atkinson,RB,CLE,NE,1,4500
2016,5,Jalston Fowler,RB,TEN,MIA,0,4500
2016,5,Paul Lasike,RB,CHI,IND,0,4500
2016,5,Kapri Bibbs,RB,DEN,ATL,1,4500
2016,5,Fitzgerald Toussaint,RB,PIT,NYJ,1,4500
2016,5,Malcolm Johnson,RB,CLE,NE,1,4500
2016,5,Jay Prosch,RB,HOU,MIN,0,4500
2016,5,Shaun Draughn,RB,SF,ARI,1,4700
2016,5,Stepfan Taylor,RB,ARI,SF,0,4500
2016,5,Sammie Coates,WR,PIT,NYJ,1,5300
2016,5,T.Y. Hilton,WR,IND,CHI,1,7700
2016,5,Amari Cooper,WR,OAK,SD,1,7200
2016,5,Larry Fitzgerald,WR,ARI,SF,0,7200
2016,5,Brandon LaFell,WR,CIN,DAL,0,5400
2016,5,Adam Thielen,WR,MIN,HOU,1,4900
2016,5,Cameron Meredith,WR,CHI,IND,0,4500
2016,5,Brandon Marshall,WR,NYJ,PIT,0,7600
2016,5,Tyrell Williams,WR,SD,OAK,0,6500
2016,5,Jeremy Kerley,WR,SF,ARI,1,5400
2016,5,Antonio Brown,WR,PIT,NYJ,1,9600
2016,5,Mike Evans,WR,TB,CAR,0,7900
2016,5,Davante Adams,WR,GB,NYG,1,5500
2016,5,Randall Cobb,WR,GB,NYG,1,7100
2016,5,Travis Benjamin,WR,SD,OAK,0,6500
2016,5,DeAndre Hopkins,WR,HOU,MIN,0,8200
2016,5,Pierre Garcon,WR,WAS,BAL,0,6000
2016,5,Odell Beckham Jr.,WR,NYG,GB,0,8500
2016,5,Chris Hogan,WR,NE,CLE,0,5000
2016,5,Andrew Hawkins,WR,CLE,NE,1,4600
2016,5,Demaryius Thomas,WR,DEN,ATL,1,7700
2016,5,Cole Beasley,WR,DAL,CIN,1,5500
2016,5,Cordarrelle Patterson,WR,MIN,HOU,1,4600
2016,5,Michael Crabtree,WR,OAK,SD,1,6900
2016,5,Tavon Austin,WR,LARM,BUF,1,5800
2016,5,Jordy Nelson,WR,GB,NYG,1,8400
2016,5,Marvin Jones,WR,DET,PHI,1,7800
2016,5,Emmanuel Sanders,WR,DEN,ATL,1,7100
2016,5,Rishard Matthews,WR,TEN,MIA,0,5100
2016,5,Jamison Crowder,WR,WAS,BAL,0,5800
2016,5,Alshon Jeffery,WR,CHI,IND,0,8000
2016,5,Kenny Britt,WR,LARM,BUF,1,5700
2016,5,Mike Wallace,WR,BAL,WAS,1,6300
2016,5,Kelvin Benjamin,WR,CAR,TB,1,7500
2016,5,Terrance Williams,WR,DAL,CIN,1,5500
2016,5,Josh Huff,WR,TB,CAR,0,4500
2016,5,Jordan Matthews,WR,PHI,DET,0,7000
2016,5,Marquise Goodwin,WR,BUF,LARM,0,5500
2016,5,Andre Johnson,WR,TEN,MIA,0,5200
2016,5,DeVante Parker,WR,MIA,TEN,1,6400
2016,5,Eddie Royal,WR,CHI,IND,0,5700
2016,5,Terrelle Pryor,WR,CLE,NE,1,7200
2016,5,Quincy Enunwa,WR,NYJ,PIT,0,6200
2016,5,A.J. Green,WR,CIN,DAL,0,8700
2016,5,Justin Hunter,WR,BUF,LARM,0,4500
2016,5,Anquan Boldin,WR,DET,PHI,1,6300
2016,5,Brian Quick,WR,LARM,BUF,1,4500
2016,5,Jaelen Strong,WR,HOU,MIN,0,4600
2016,5,Julian Edelman,WR,NE,CLE,0,7000
2016,5,Golden Tate,WR,DET,PHI,1,6400
2016,5,Jakeem Grant,WR,MIA,TEN,1,4500
2016,5,Dorial Green-Beckham,WR,PHI,DET,0,4900
2016,5,Jarius Wright,WR,MIN,HOU,1,4600
2016,5,Vincent Jackson,WR,TB,CAR,0,5000
2016,5,DeSean Jackson,WR,WAS,BAL,0,6700
2016,5,Tyler Boyd,WR,CIN,DAL,0,5300
2016,5,Quan Bray,WR,IND,CHI,1,4500
2016,5,Jarvis Landry,WR,MIA,TEN,1,7500
2016,5,Steve Smith,WR,BAL,WAS,1,6300
2016,5,Nelson Agholor,WR,PHI,DET,0,5400
2016,5,Julio Jones,WR,ATL,DEN,0,8900
2016,5,Chester Rogers,WR,IND,CHI,1,4500
2016,5,Mohamed Sanu,WR,ATL,DEN,0,5600
2016,5,Phillip Dorsett,WR,IND,CHI,1,6800
2016,5,Adam Humphries,WR,TB,CAR,0,5100
2016,5,Robert Woods,WR,BUF,LARM,0,5300
2016,5,Jordan Norwood,WR,DEN,ATL,1,4500
2016,5,Seth Roberts,WR,OAK,SD,1,5600
2016,5,Brice Butler,WR,DAL,CIN,1,5100
2016,5,Markus Wheaton,WR,PIT,NYJ,1,5500
2016,5,Tajae Sharpe,WR,TEN,MIA,0,5400
2016,5,Quinton Patton,WR,SF,ARI,1,4900
2016,5,Sterling Shepard,WR,NYG,GB,0,6900
2016,5,Bennie Fowler,WR,DEN,ATL,1,4600
2016,5,Corey Brown,WR,CAR,TB,1,4700
2016,5,Ricardo Louis,WR,CLE,NE,1,4500
2016,5,Andre Holmes,WR,OAK,SD,1,4500
2016,5,Danny Amendola,WR,NE,CLE,0,5300
2016,5,Breshad Perriman,WR,BAL,WAS,1,4900
2016,5,Josh Bellamy,WR,CHI,IND,0,4500
2016,5,Malcolm Mitchell,WR,NE,CLE,0,4500
2016,5,Braxton Miller,WR,HOU,MIN,0,4500
2016,5,John Brown,WR,ARI,SF,0,6500
2016,5,Robby Anderson,WR,NYJ,PIT,0,
2016,5,Kendall Wright,WR,TEN,MIA,0,4700
2016,5,Rashad Ross,WR,WAS,BAL,0,4500
2016,5,Charone Peake,WR,NYJ,PIT,0,4500
2016,5,Will Fuller,WR,HOU,MIN,0,7200
2016,5,Lucky Whitehead,WR,DAL,CIN,1,4500
2016,5,Dontrelle Inman,WR,SD,OAK,0,6100
2016,5,Charles Johnson,WR,MIN,HOU,1,4700
2016,5,Matthew Slater,WR,NE,CLE,0,4500
2016,5,Bradley Marquez,WR,LARM,BUF,1,4500
2016,5,Marc Mariani,WR,TEN,MIA,0,4500
2016,5,Taylor Gabriel,WR,ATL,DEN,0,4900
2016,5,Deonte Thompson,WR,CHI,IND,0,4500
2016,5,Michael Floyd,WR,ARI,SF,0,6600
2016,5,Darrius Heyward-Bey,WR,PIT,NYJ,1,4500
2016,5,Alex Erickson,WR,CIN,DAL,0,4500
2016,5,Jared Abbrederis,WR,GB,NYG,1,4500
2016,5,Eric Weems,WR,ATL,DEN,0,4500
2016,5,J.J. Nelson,WR,ARI,SF,0,4500
2016,5,Pharoh Cooper,WR,LARM,BUF,1,4500
2016,5,Griff Whalen,WR,NE,CLE,0,4500
2016,5,Mike Thomas,WR,LARM,BUF,1,4500
2016,5,Torrey Smith,WR,SF,ARI,1,5400
2016,5,Ryan Grant,WR,WAS,BAL,0,4600
2016,5,Rashard Higgins,WR,CLE,NE,1,4500
2016,5,Brandon Tate,WR,BUF,LARM,0,4500
2016,5,Kamar Aiken,WR,BAL,WAS,1,5500
2016,5,Cody Latimer,WR,DEN,ATL,1,4500
2016,5,Jeff Janis,WR,GB,NYG,1,4500
2016,5,Walter Powell,WR,BUF,LARM,0,4500
2016,5,Laquon Treadwell,WR,MIN,HOU,1,4500
2016,5,Andre Roberts,WR,DET,PHI,1,4500
2016,5,Brenton Bersin,WR,CAR,TB,1,4500
2016,5,Victor Cruz,WR,NYG,GB,0,5600
2016,5,Tavarres King,WR,NYG,GB,0,4500
2016,5,Leonte Carroo,WR,MIA,TEN,1,4500
2016,5,Aldrick Robinson,WR,ATL,DEN,0,4500
2016,5,Rod Streater,WR,SF,ARI,1,4500
2016,5,Jaron Brown,WR,ARI,SF,0,4800
2016,5,Devin Hester,WR,BAL,WAS,1,4600
2016,5,Aaron Burbridge,WR,SF,ARI,1,4500
2016,5,Devin Funchess,WR,CAR,TB,1,5200
2016,5,Jordan Taylor,WR,DEN,ATL,1,4500
2016,5,Justin Hardy,WR,ATL,DEN,0,4800
2016,5,Kenny Stills,WR,MIA,TEN,1,5700
2016,5,Trevor Davis,WR,GB,NYG,1,4500
2016,5,Dwayne Harris,WR,NYG,GB,0,4500
2016,5,Ted Ginn Jr.,WR,CAR,TB,1,5700
2016,5,Martellus Bennett,TE,NE,CLE,0,6300
2016,5,Greg Olsen,TE,CAR,TB,1,8000
2016,5,Delanie Walker,TE,TEN,MIA,0,6400
2016,5,Hunter Henry,TE,SD,OAK,0,5400
2016,5,Dwayne Allen,TE,IND,CHI,1,5600
2016,5,Rob Gronkowski,TE,NE,CLE,0,7200
2016,5,Jesse James,TE,PIT,NYJ,1,4500
2016,5,Zach Miller,TE,CHI,IND,0,5400
2016,5,Crockett Gillmore,TE,BAL,WAS,1,4600
2016,5,Gary Barnidge,TE,CLE,NE,1,5700
2016,5,Charles Clay,TE,BUF,LARM,0,5200
2016,5,Dennis Pitta,TE,BAL,WAS,1,5500
2016,5,Jordan Reed,TE,WAS,BAL,0,7800
2016,5,Antonio Gates,TE,SD,OAK,0,5700
2016,5,Connor Hamlett,TE,CLE,NE,1,4500
2016,5,C.J. Fiedorowicz,TE,HOU,MIN,0,4500
2016,5,C.J. Uzomah,TE,CIN,DAL,0,5100
2016,5,Jason Witten,TE,DAL,CIN,1,5800
2016,5,Zach Ertz,TE,PHI,DET,0,5600
2016,5,Will Tye,TE,NYG,GB,0,4800
2016,5,Tyler Kroft,TE,CIN,DAL,0,4500
2016,5,Cameron Brate,TE,TB,CAR,0,5400
2016,5,Jerell Adams,TE,NYG,GB,0,4500
2016,5,Lance Kendricks,TE,LARM,BUF,1,4500
2016,5,Vernon Davis,TE,WAS,BAL,0,4600
2016,5,Austin Seferian-Jenkins,TE,NYJ,PIT,0,4600
2016,5,Kyle Rudolph,TE,MIN,HOU,1,5500
2016,5,Xavier Grimble,TE,PIT,NYJ,1,4500
2016,5,Austin Hooper,TE,ATL,DEN,0,4500
2016,5,Jack Doyle,TE,IND,CHI,1,4700
2016,5,Ryan Griffin,TE,HOU,MIN,0,4500
2016,5,Brandon Myers,TE,TB,CAR,0,4500
2016,5,Anthony Fasano,TE,TEN,MIA,0,4500
2016,5,Dominique Jones,TE,MIA,TEN,1,0
2016,5,Brandon Bostick,TE,NYJ,PIT,0,4500
2016,5,Richard Rodgers,TE,GB,NYG,1,5000
2016,5,Dion Sims,TE,MIA,TEN,1,4500
2016,5,Trey Burton,TE,PHI,DET,0,4500
2016,5,Alan Cross,TE,TB,CAR,0,0
2016,5,Garrett Celek,TE,SF,ARI,1,4500
2016,5,Jermaine Gresham,TE,ARI,SF,0,4500
2016,5,Blake Bell,TE,SF,ARI,1,4500
2016,5,Jacob Tamme,TE,ATL,DEN,0,5400
2016,5,Justin Perillo,TE,GB,NYG,1,4500
2016,5,Tyler Higbee,TE,LARM,BUF,1,4500
2016,5,Logan Paulsen,TE,CHI,IND,0,4500
2016,5,Sean McGrath,TE,SD,OAK,0,4500
2016,5,Ifeanyi Momah,TE,ARI,SF,0,4500
2016,5,Khari Lee,TE,DET,PHI,1,4500
2016,5,Kellen Davis,TE,NYJ,PIT,0,4500
2016,5,Phillip Supernaw,TE,TEN,MIA,0,4500
2016,5,Nick O'Leary,TE,BUF,LARM,0,4500
2016,5,Geoff Swaim,TE,DAL,CIN,1,4500
2016,5,Scott Simonson,TE,CAR,TB,1,4500
2016,5,Niles Paul,TE,WAS,BAL,0,4500
2016,5,John Phillips,TE,NO,-,1,4700
2016,5,Gavin Escobar,TE,DAL,CIN,1,4500
2016,5,Jeff Heuerman,TE,DEN,ATL,1,4500
2016,5,Mychal Rivera,TE,OAK,SD,1,4500
2016,5,Ed Dickson,TE,CAR,TB,1,4500
2016,5,MyCole Pruitt,TE,MIN,HOU,1,4500
2016,5,Brent Celek,TE,PHI,DET,0,5100
2016,5,Levine Toilolo,TE,ATL,DEN,0,4500
2016,5,Cory Harkey,TE,LARM,BUF,1,4500
2016,5,Marqueis Gray,TE,MIA,TEN,1,4500
2016,5,Cole Wick,TE,DET,PHI,1,4500
2016,5,David Johnson,TE,PIT,NYJ,1,4500
2016,5,Clay Harbor,TE,DET,PHI,1,4500
2016,5,Marcus Mariota,QB,TEN,MIA,0,7000
2016,5,Tom Brady,QB,NE,CLE,0,8700
2016,5,Ben Roethlisberger,QB,PIT,NYJ,1,8600
2016,5,Philip Rivers,QB,SD,OAK,0,8300
2016,5,Brian Hoyer,QB,CHI,IND,0,6000
2016,5,Derek Carr,QB,OAK,SD,1,8100
2016,5,Andrew Luck,QB,IND,CHI,1,8600
2016,5,Andy Dalton,QB,CIN,DAL,0,7800
2016,5,Blaine Gabbert,QB,SF,ARI,1,6500
2016,5,Matthew Stafford,QB,DET,PHI,1,8200
2016,5,Sam Bradford,QB,MIN,HOU,1,7400
2016,5,Carson Wentz,QB,PHI,DET,0,7500
2016,5,Aaron Rodgers,QB,GB,NYG,1,9100
2016,5,Dak Prescott,QB,DAL,CIN,1,7300
2016,5,Tyrod Taylor,QB,BUF,LARM,0,7600
2016,5,Jameis Winston,QB,TB,CAR,0,7400
2016,5,Ryan Fitzpatrick,QB,NYJ,PIT,0,6900
2016,5,Matt Ryan,QB,ATL,DEN,0,7700
2016,5,Paxton Lynch,QB,DEN,ATL,1,6800
2016,5,Kirk Cousins,QB,WAS,BAL,0,7500
2016,5,Joe Flacco,QB,BAL,WAS,1,7600
2016,5,Drew Stanton,QB,ARI,SF,0,6300
2016,5,Charlie Whitehurst,QB,CLE,NE,1,6000
2016,5,Brock Osweiler,QB,HOU,MIN,0,7200
2016,5,Eli Manning,QB,NYG,GB,0,7700
2016,5,Case Keenum,QB,LARM,BUF,1,6600
2016,5,Derek Anderson,QB,CAR,TB,1,5000
2016,5,Cody Kessler,QB,CLE,NE,1,6400
2016,5,Ryan Tannehill,QB,MIA,TEN,1,7100
2016,5,Landry Jones,QB,PIT,NYJ,1,5500
2016,5,Jimmy Garoppolo,QB,NE,CLE,0,6000
2016,5,Adam Vinatieri,PK,IND,CHI,1,4700
2016,5,Sebastian Janikowski,PK,OAK,SD,1,4800
2016,5,Greg Zuerlein,PK,LARM,BUF,1,4600
2016,5,Caleb Sturgis,PK,PHI,DET,0,4700
2016,5,Brandon McManus,PK,DEN,ATL,1,4700
2016,5,Matt Bryant,PK,ATL,DEN,0,4800
2016,5,Connor Barth,PK,CHI,IND,0,4500
2016,5,Josh Brown,PK,NYG,GB,0,4800
2016,5,Mason Crosby,PK,GB,NYG,1,4500
2016,5,Roberto Aguayo,PK,TB,CAR,0,4500
2016,5,Nick Folk,PK,NYJ,PIT,0,4500
2016,5,Chris Boswell,PK,PIT,NYJ,1,4700
2016,5,Josh Lambo,PK,SD,OAK,0,4600
2016,5,Blair Walsh,PK,MIN,HOU,1,4600
2016,5,Chandler Catanzaro,PK,ARI,SF,0,4700
2016,5,Stephen Gostkowski,PK,NE,CLE,0,5100
2016,5,Nick Novak,PK,HOU,MIN,0,4600
2016,5,Ryan Succop,PK,TEN,MIA,0,4500
2016,5,Dan Carpenter,PK,BUF,LARM,0,4600
2016,5,Matt Prater,PK,DET,PHI,1,4600
2016,5,Andrew Franks,PK,MIA,TEN,1,4500
2016,5,Dan Bailey,PK,DAL,CIN,1,4700
2016,5,Dustin Hopkins,PK,WAS,BAL,0,4800
2016,5,Justin Tucker,PK,BAL,WAS,1,5000
2016,5,Phil Dawson,PK,SF,ARI,1,4600
2016,5,Graham Gano,PK,CAR,TB,1,4900
2016,5,Mike Nugent,PK,CIN,DAL,0,4600
2016,5,Cody Parkey,PK,CLE,NE,1,4500
2016,5,BUF,Def,BUF,LARM,0,4600
2016,5,MIN,Def,MIN,HOU,1,4800
2016,5,ARI,Def,ARI,SF,0,5100
2016,5,WAS,Def,WAS,BAL,0,4300
2016,5,TEN,Def,TEN,MIA,0,4200
2016,5,NE,Def,NE,CLE,0,4800
2016,5,OAK,Def,OAK,SD,1,4500
2016,5,TB,Def,TB,CAR,0,4000
2016,5,ATL,Def,ATL,DEN,0,4200
2016,5,BAL,Def,BAL,WAS,1,4400
2016,5,DET,Def,DET,PHI,1,4400
2016,5,GB,Def,GB,NYG,1,4600
2016,5,MIA,Def,MIA,TEN,1,4600
2016,5,PIT,Def,PIT,NYJ,1,4900
2016,5,PHI,Def,PHI,DET,0,4600
2016,5,DAL,Def,DAL,CIN,1,4500
2016,5,DEN,Def,DEN,ATL,1,5100
2016,5,CHI,Def,CHI,IND,0,4200
2016,5,LARM,Def,LARM,BUF,1,4700
2016,5,NYG,Def,NYG,GB,0,4400
2016,5,SD,Def,SD,OAK,0,4200
2016,5,CAR,Def,CAR,TB,1,5000
2016,5,CIN,Def,CIN,DAL,0,4700
2016,5,NYJ,Def,NYJ,PIT,0,4100
2016,5,HOU,Def,HOU,MIN,0,4700
2016,5,IND,Def,IND,CHI,1,4400
2016,5,CLE,Def,CLE,NE,1,4000
2016,5,SF,Def,SF,ARI,1,4100
