Year,Week,Name,Pos,Team,Opp,H_A,Salary
2016,1,DeAngelo Williams,RB,PIT,WAS,0,7100
2016,1,Spencer Ware,RB,KC,SD,1,5400
2016,1,C.J. Anderson,RB,DEN,CAR,1,6700
2016,1,Theo Riddick,RB,DET,IND,0,5100
2016,1,Carlos Hyde,RB,SF,LARM,1,6200
2016,1,David Johnson,RB,ARI,NE,1,8800
2016,1,Danny Woodhead,RB,SD,KC,0,5800
2016,1,Ameer Abdullah,RB,DET,IND,0,6300
2016,1,DeMarco Murray,RB,TEN,MIN,1,6500
2016,1,Matt Forte,RB,NYJ,CIN,1,6500
2016,1,Melvin Gordon,RB,SD,KC,0,5700
2016,1,Jalen Richard,RB,OAK,NO,0,0
2016,1,LeSean McCoy,RB,BUF,BAL,0,6900
2016,1,T.J. Yeldon,RB,JAC,GB,1,6100
2016,1,Isaiah Crowell,RB,CLE,PHI,0,5700
2016,1,Tevin Coleman,RB,ATL,TB,1,5200
2016,1,Ryan Mathews,RB,PHI,CLE,1,6100
2016,1,Lamar Miller,RB,HOU,CHI,1,7600
2016,1,Latavius Murray,RB,OAK,NO,0,6600
2016,1,Jeremy Langford,RB,CHI,HOU,0,6200
2016,1,Doug Martin,RB,TB,ATL,0,7200
2016,1,Ezekiel Elliott,RB,DAL,NYG,1,7900
2016,1,Charles Sims,RB,TB,ATL,0,4700
2016,1,Arian Foster,RB,MIA,SEA,0,6500
2016,1,LeGarrette Blount,RB,NE,ARI,0,6000
2016,1,Chris Thompson,RB,WAS,PIT,1,4900
2016,1,Frank Gore,RB,IND,DET,1,6200
2016,1,Mark Ingram,RB,NO,OAK,1,7300
2016,1,Jeremy Hill,RB,CIN,NYJ,0,6500
2016,1,Travaris Cadet,RB,NO,OAK,1,5000
2016,1,Andy Janovich,RB,DEN,CAR,1,4500
2016,1,Shaun Draughn,RB,SF,LARM,1,4800
2016,1,Eddie Lacy,RB,GB,JAC,0,7100
2016,1,Rashad Jennings,RB,NYG,DAL,0,6000
2016,1,Christine Michael,RB,GB,JAC,0,4800
2016,1,Shane Vereen,RB,NYG,DAL,0,5300
2016,1,Thomas Rawls,RB,SEA,MIA,1,7400
2016,1,Justin Forsett,RB,DEN,CAR,1,6900
2016,1,James White,RB,NE,ARI,0,4900
2016,1,Duke Johnson,RB,CLE,PHI,0,5600
2016,1,Jonathan Stewart,RB,CAR,DEN,0,6400
2016,1,Jamize Olawale,RB,OAK,NO,0,4500
2016,1,Dwayne Washington,RB,DET,IND,0,4500
2016,1,Devonta Freeman,RB,ATL,TB,1,8100
2016,1,Bilal Powell,RB,NYJ,CIN,1,5500
2016,1,Derrick Henry,RB,TEN,MIN,1,5400
2016,1,Charcandrick West,RB,KC,SD,1,5100
2016,1,Terrance West,RB,BAL,BUF,1,4700
2016,1,Todd Gurley,RB,LARM,SF,0,8900
2016,1,Darren Sproles,RB,PHI,CLE,1,5600
2016,1,Damien Williams,RB,MIA,SEA,0,4600
2016,1,Kenjon Barner,RB,PHI,CLE,1,4600
2016,1,Giovani Bernard,RB,CIN,NYJ,0,5600
2016,1,Matt Jones,RB,WAS,PIT,1,6000
2016,1,Alfred Morris,RB,DAL,NYG,1,5400
2016,1,Josh Ferguson,RB,IND,DET,1,4500
