Year,Week,Name,Pos,Team,Opp,H_A,Salary
2016,15,David Johnson,RB,ARI,NO,1,9800
2016,15,Le'Veon Bell,RB,PIT,CIN,0,9400
2016,15,LeSean McCoy,RB,BUF,CLE,1,9000
2016,15,Odell Beckham Jr.,WR,NYG,DET,1,8600
2016,15,Antonio Brown,WR,PIT,CIN,0,8500
2016,15,Matt Ryan,QB,ATL,SF,1,8500
2016,15,Aaron Rodgers,QB,GB,CHI,0,8500
2016,15,Ezekiel Elliott,RB,DAL,TB,1,8500
2016,15,Julio Jones,WR,ATL,SF,1,8400
2016,15,Drew Brees,QB,NO,ARI,0,8200
2016,15,Mike Evans,WR,TB,DAL,0,8200
2016,15,Tom Brady,QB,NE,DEN,0,8100
2016,15,Andrew Luck,QB,IND,MIN,0,8100
2016,15,Melvin Gordon,RB,SD,OAK,1,8000
2016,15,Ben Roethlisberger,QB,PIT,CIN,0,8000
2016,15,Derek Carr,QB,OAK,SD,0,7900
2016,15,Dak Prescott,QB,DAL,TB,1,7900
2016,15,Jameis Winston,QB,TB,DAL,0,7800
2016,15,Matthew Stafford,QB,DET,NYG,0,7800
2016,15,Philip Rivers,QB,SD,OAK,1,7800
2016,15,Devonta Freeman,RB,ATL,SF,1,7700
2016,15,Eli Manning,QB,NYG,DET,1,7700
2016,15,Marcus Mariota,QB,TEN,KC,0,7700
2016,15,Jordy Nelson,WR,GB,CHI,0,7700
2016,15,Tyrod Taylor,QB,BUF,CLE,1,7600
2016,15,Carson Palmer,QB,ARI,NO,1,7600
2016,15,A.J. Green,WR,CIN,PIT,1,7600
2016,15,Andy Dalton,QB,CIN,PIT,1,7600
2016,15,Dez Bryant,WR,DAL,TB,1,7500
2016,15,Colin Kaepernick,QB,SF,ATL,0,7500
2016,15,Amari Cooper,WR,OAK,SD,0,7400
2016,15,Joe Flacco,QB,BAL,PHI,1,7400
2016,15,DeMarco Murray,RB,TEN,KC,0,7400
2016,15,T.Y. Hilton,WR,IND,MIN,0,7300
2016,15,Lamar Miller,RB,HOU,JAC,1,7200
2016,15,Larry Fitzgerald,WR,ARI,NO,1,7200
2016,15,Tyler Eifert,TE,CIN,PIT,1,7200
2016,15,Carlos Hyde,RB,SF,ATL,0,7000
2016,15,Travis Kelce,TE,KC,TEN,1,6900
2016,15,Davante Adams,WR,GB,CHI,0,6900
2016,15,Latavius Murray,RB,OAK,SD,0,6800
2016,15,Alex Smith,QB,KC,TEN,1,6800
2016,15,Sam Bradford,QB,MIN,IND,1,6700
2016,15,Demaryius Thomas,WR,DEN,NE,1,6700
2016,15,Alshon Jeffery,WR,CHI,GB,1,6700
2016,15,Spencer Ware,RB,KC,TEN,1,6700
2016,15,Jordan Howard,RB,CHI,GB,1,6600
2016,15,Emmanuel Sanders,WR,DEN,NE,1,6600
2016,15,Jeremy Hill,RB,CIN,PIT,1,6600
2016,15,Carson Wentz,QB,PHI,BAL,0,6600
2016,15,Trevor Siemian,QB,DEN,NE,1,6600
2016,15,Tyrell Williams,WR,SD,OAK,1,6500
2016,15,Tevin Coleman,RB,ATL,SF,1,6500
2016,15,DeAndre Hopkins,WR,HOU,JAC,1,6500
2016,15,Doug Martin,RB,TB,DAL,0,6500
