Year,Week,Name,Pos,Team,Opp,H_A,Salary
2016,4,DeMarco Murray,RB,TEN,HOU,0,7300
2016,4,Ezekiel Elliott,RB,DAL,SF,0,8100
2016,4,Isaiah Crowell,RB,CLE,WAS,0,6600
2016,4,Melvin Gordon,RB,SD,NO,1,7600
2016,4,Matt Jones,RB,WAS,CLE,1,6600
2016,4,Le'Veon Bell,RB,PIT,KC,1,8300
2016,4,John Kuhn,RB,NO,SD,0,4500
2016,4,LeSean McCoy,RB,BUF,NE,0,7600
2016,4,Mark Ingram,RB,NO,SD,0,6800
2016,4,Frank Gore,RB,IND,JAC,0,6100
2016,4,Christine Michael,RB,GB,-,1,7500
2016,4,Terrance West,RB,BAL,OAK,1,4900
2016,4,Jerick McKinnon,RB,MIN,NYG,1,5800
2016,4,Jordan Howard,RB,CHI,DET,1,5600
2016,4,Carlos Hyde,RB,SF,DAL,1,6800
2016,4,Fozzy Whittaker,RB,CAR,ATL,0,5800
2016,4,T.J. Yeldon,RB,JAC,IND,1,6700
2016,4,Devonta Freeman,RB,ATL,CAR,1,7200
2016,4,David Johnson,RB,ARI,LARM,1,8700
2016,4,Lamar Miller,RB,HOU,TEN,1,8200
2016,4,C.J. Anderson,RB,DEN,TB,0,7900
2016,4,Chris Thompson,RB,WAS,CLE,1,5200
2016,4,Bilal Powell,RB,NYJ,SEA,1,5000
2016,4,Orleans Darkwa,RB,NYG,MIN,0,4500
2016,4,Todd Gurley,RB,LARM,ARI,0,7700
2016,4,Bobby Rainey,RB,NYG,MIN,0,4800
2016,4,Paul Perkins,RB,NYG,MIN,0,4500
2016,4,Matt Asiata,RB,MIN,NYG,1,5700
2016,4,James White,RB,NE,BUF,1,5300
2016,4,C.J. Spiller,RB,NYJ,SEA,1,4500
2016,4,Duke Johnson,RB,CLE,WAS,0,5400
2016,4,Kyle Juszczyk,RB,BAL,OAK,1,4500
2016,4,Spencer Ware,RB,KC,PIT,0,6200
2016,4,Theo Riddick,RB,DET,CHI,0,6600
2016,4,DeAngelo Williams,RB,PIT,KC,1,5900
2016,4,LeGarrette Blount,RB,NE,BUF,1,7500
2016,4,Jeremy Hill,RB,CIN,MIA,1,7000
2016,4,Josh Ferguson,RB,IND,JAC,0,4500
2016,4,Giovani Bernard,RB,CIN,MIA,1,5500
2016,4,Jay Ajayi,RB,MIA,CIN,0,5500
2016,4,Matt Forte,RB,NYJ,SEA,1,6900
2016,4,Tevin Coleman,RB,ATL,CAR,1,6100
2016,4,Mike Gillislee,RB,BUF,NE,0,4900
2016,4,DeAndre Washington,RB,OAK,BAL,0,4800
2016,4,Zach Zenner,RB,DET,CHI,0,5000
2016,4,Javorius Allen,RB,BAL,OAK,1,4600
2016,4,Jacquizz Rodgers,RB,TB,DEN,1,5500
2016,4,Latavius Murray,RB,OAK,BAL,0,7100
2016,4,Chris Johnson,RB,ARI,LARM,1,4900
2016,4,Alfred Morris,RB,DAL,SF,0,5200
2016,4,Devontae Booker,RB,DEN,TB,0,5200
2016,4,Chris Ivory,RB,JAC,IND,1,5700
