Year,Week,Name,Pos,Team,Opp,H_A,Salary
2016,8,Jordan Howard,RB,CHI,MIN,1,6100
2016,8,Theo Riddick,RB,DET,HOU,0,5900
2016,8,Matt Forte,RB,NYJ,CLE,0,7300
2016,8,Jonathan Stewart,RB,CAR,ARI,1,6100
2016,8,Devonta Freeman,RB,ATL,GB,1,6900
2016,8,DeMarco Murray,RB,TEN,JAC,1,8300
2016,8,Derrick Henry,RB,TEN,JAC,1,4900
2016,8,Melvin Gordon,RB,SD,DEN,0,7200
2016,8,Mike Gillislee,RB,BUF,NE,1,5900
2016,8,Ezekiel Elliott,RB,DAL,PHI,1,8500
2016,8,Devontae Booker,RB,DEN,SD,1,5600
2016,8,Rob Kelley,RB,WAS,CIN,0,5100
2016,8,Duke Johnson,RB,CLE,NYJ,1,5100
2016,8,Bilal Powell,RB,NYJ,CLE,0,5200
2016,8,Jacquizz Rodgers,RB,TB,OAK,1,6600
2016,8,David Johnson,RB,ARI,CAR,0,8700
2016,8,Jeremy Hill,RB,CIN,WAS,1,6500
2016,8,Isaiah Crowell,RB,CLE,NYJ,1,5900
2016,8,Lamar Miller,RB,HOU,DET,1,7400
2016,8,Frank Gore,RB,IND,KC,1,6300
2016,8,Giovani Bernard,RB,CIN,WAS,1,6200
2016,8,Darren Sproles,RB,PHI,DAL,0,4900
2016,8,C.J. Prosise,RB,SEA,NO,0,4600
2016,8,Christine Michael,RB,GB,ATL,0,7800
2016,8,Tim Hightower,RB,NO,SEA,1,4500
2016,8,LeGarrette Blount,RB,NE,BUF,0,6600
2016,8,Latavius Murray,RB,OAK,TB,0,6200
2016,8,Matt Asiata,RB,MIN,CHI,0,5600
2016,8,Jamize Olawale,RB,OAK,TB,0,4500
2016,8,Ryan Mathews,RB,PHI,DAL,0,5500
2016,8,T.J. Yeldon,RB,JAC,TEN,0,5800
2016,8,Jonathan Williams,RB,BUF,NE,1,4500
2016,8,Charcandrick West,RB,KC,IND,0,4500
2016,8,Chris Thompson,RB,WAS,CIN,0,5200
2016,8,Terron Ward,RB,ATL,GB,1,4500
2016,8,Juwan Thompson,RB,DEN,SD,1,4500
