Year,Week,Name,Pos,Team,Opp,H_A,Salary
2016,12,Mark Ingram,RB,NO,LARM,1,6000
2016,12,LeSean McCoy,RB,BUF,JAC,1,8100
2016,12,David Johnson,RB,ARI,ATL,0,9500
2016,12,Ezekiel Elliott,RB,DAL,WAS,1,8600
2016,12,Le'Veon Bell,RB,PIT,IND,0,9500
2016,12,Jonathan Stewart,RB,CAR,OAK,0,6900
2016,12,Devonta Freeman,RB,ATL,ARI,1,7300
2016,12,Carlos Hyde,RB,SF,MIA,0,6800
2016,12,Tim Hightower,RB,NO,LARM,1,6500
2016,12,Latavius Murray,RB,OAK,CAR,1,6600
2016,12,Jordan Howard,RB,CHI,TEN,1,6800
2016,12,Jay Ajayi,RB,MIA,SF,1,8400
2016,12,Chris Ivory,RB,JAC,BUF,0,5900
2016,12,Derrick Henry,RB,TEN,CHI,0,4800
2016,12,Matt Asiata,RB,MIN,DET,0,5900
2016,12,Jeremy Hill,RB,CIN,BAL,0,5900
2016,12,Todd Gurley,RB,LARM,NO,0,7500
2016,12,DeMarco Murray,RB,TEN,CHI,0,8300
2016,12,Melvin Gordon,RB,SD,HOU,0,8200
2016,12,Spencer Ware,RB,KC,DEN,0,7000
2016,12,Devontae Booker,RB,DEN,KC,1,6300
2016,12,Isaiah Crowell,RB,CLE,NYG,1,5700
2016,12,Kenneth Dixon,RB,BAL,CIN,1,5000
2016,12,James Starks,RB,GB,PHI,0,5300
2016,12,Jerick McKinnon,RB,MIN,DET,0,5800
2016,12,Aaron Ripkowski,RB,GB,PHI,0,4500
2016,12,Tevin Coleman,RB,ATL,ARI,1,5600
2016,12,Theo Riddick,RB,DET,MIN,1,6400
2016,12,Doug Martin,RB,TB,SEA,1,6400
2016,12,Terrance West,RB,BAL,CIN,1,6300
2016,12,Shaun Draughn,RB,SF,MIA,0,4500
2016,12,Darren Sproles,RB,PHI,GB,1,5400
2016,12,Dion Lewis,RB,NE,NYJ,0,4900
2016,12,Lamar Miller,RB,HOU,SD,1,7100
2016,12,Rashad Jennings,RB,NYG,CLE,0,6600
2016,12,LeGarrette Blount,RB,NE,NYJ,0,6800
2016,12,Matt Forte,RB,NYJ,NE,1,6800
2016,12,Chris Thompson,RB,WAS,DAL,0,5300
2016,12,Rex Burkhead,RB,CIN,BAL,0,4500
2016,12,Duke Johnson,RB,CLE,NYG,1,4900
2016,12,Paul Perkins,RB,NYG,CLE,0,4500
2016,12,Wendell Smallwood,RB,PHI,GB,1,5700
2016,12,Rob Kelley,RB,WAS,DAL,0,5700
2016,12,Bilal Powell,RB,NYJ,NE,1,5500
2016,12,James White,RB,NE,NYJ,0,5600
2016,12,Denard Robinson,RB,JAC,BUF,0,4500
2016,12,Thomas Rawls,RB,SEA,TB,0,7000
2016,12,Jordan Todman,RB,IND,PIT,1,4500
2016,12,Frank Gore,RB,IND,PIT,1,6500
2016,12,Kyle Juszczyk,RB,BAL,CIN,1,4500
2016,12,Andre Ellington,RB,ARI,ATL,0,4500
2016,12,Damien Williams,RB,MIA,SF,1,4800
2016,12,Fitzgerald Toussaint,RB,PIT,IND,0,4500
2016,12,Robert Turbin,RB,IND,PIT,1,4500
2016,12,Peyton Barber,RB,TB,SEA,1,5200
2016,12,T.J. Yeldon,RB,JAC,BUF,0,5200
2016,12,Mike Tolbert,RB,CAR,OAK,0,4500
2016,12,Ty Montgomery,RB,GB,PHI,0,4900
2016,12,Ka'Deem Carey,RB,CHI,TEN,1,4500
2016,12,Jalen Richard,RB,OAK,CAR,1,4900
2016,12,Kapri Bibbs,RB,DEN,KC,1,5000
2016,12,Taiwan Jones,RB,OAK,CAR,1,4500
2016,12,Dwayne Washington,RB,DET,MIN,1,4500
2016,12,Akeem Hunt,RB,HOU,SD,1,4500
2016,12,Kenjon Barner,RB,PHI,GB,1,5300
2016,12,Benny Cunningham,RB,LARM,NO,0,4500
2016,12,DuJuan Harris,RB,SF,MIA,0,5200
2016,12,Fozzy Whittaker,RB,CAR,OAK,0,4500
2016,12,Jonathan Grimes,RB,HOU,SD,1,4500
2016,12,Jamize Olawale,RB,OAK,CAR,1,4500
2016,12,John Kuhn,RB,NO,LARM,1,4500
2016,12,Jonathan Williams,RB,BUF,JAC,1,4500
2016,12,Alfred Morris,RB,DAL,WAS,1,4700
2016,12,James Develin,RB,NE,NYJ,0,4500
2016,12,Ryan Hewitt,RB,CIN,BAL,0,4500
2016,12,George Farmer,RB,SEA,TB,0,
2016,12,Malcolm Brown,RB,LARM,NO,0,4500
2016,12,Kenyan Drake,RB,MIA,SF,1,4500
2016,12,Charcandrick West,RB,KC,DEN,0,5200
2016,12,Lance Dunbar,RB,DAL,WAS,1,4500
2016,12,Knile Davis,RB,KC,DEN,0,4500
2016,12,Jeremy Langford,RB,CHI,TEN,1,4900
2016,12,Christine Michael,RB,GB,PHI,0,4700
2016,12,Andy Janovich,RB,DEN,KC,1,4500
2016,12,Zach Line,RB,MIN,DET,0,4500
2016,12,Will Tukuafu,RB,SEA,TB,0,4500
2016,12,Michael Burton,RB,DET,MIN,1,4500
2016,12,Travaris Cadet,RB,NO,LARM,1,4500
2016,12,Josh Ferguson,RB,IND,PIT,1,4500
2016,12,Orleans Darkwa,RB,NYG,CLE,0,4500
2016,12,Corey Grant,RB,JAC,BUF,0,4500
2016,12,Reggie Bush,RB,BUF,JAC,1,4700
2016,12,Chase Reynolds,RB,LARM,NO,0,4500
2016,12,Stepfan Taylor,RB,ARI,ATL,0,4500
2016,12,Antonio Andrews,RB,TEN,CHI,0,4500
2016,12,Anthony Sherman,RB,KC,DEN,0,4500
2016,12,Brandon Bolden,RB,NE,NYJ,0,4500
2016,12,C.J. Spiller,RB,NYJ,NE,1,4500
2016,12,Javorius Allen,RB,BAL,CIN,1,4500
2016,12,Zach Zenner,RB,DET,MIN,1,4500
2016,12,Derek Watt,RB,SD,HOU,0,4500
2016,12,Keith Smith,RB,DAL,WAS,1,4500
2016,12,Roosevelt Nix,RB,PIT,IND,0,4500
2016,12,Jerome Felton,RB,BUF,JAC,1,4500
2016,12,Juwan Thompson,RB,DEN,KC,1,4500
2016,12,Kerwynn Williams,RB,ARI,ATL,0,4500
2016,12,George Atkinson,RB,CLE,NYG,1,4500
