Year,Week,Name,Pos,Team,Opp,H_A,Salary
2016,2,Matt Forte,RB,NYJ,BUF,0,6800
2016,2,Isaiah Crowell,RB,CLE,BAL,1,5800
2016,2,DeAngelo Williams,RB,PIT,CIN,1,7600
2016,2,Giovani Bernard,RB,CIN,PIT,0,5500
2016,2,Melvin Gordon,RB,SD,JAC,1,6600
2016,2,Latavius Murray,RB,OAK,ATL,1,7100
2016,2,LeGarrette Blount,RB,NE,MIA,1,6000
2016,2,DeMarco Murray,RB,TEN,DET,0,7400
2016,2,C.J. Anderson,RB,DEN,IND,1,7800
2016,2,Ryan Mathews,RB,PHI,CHI,0,6300
2016,2,David Johnson,RB,ARI,TB,1,9000
2016,2,Tevin Coleman,RB,ATL,OAK,0,6100
2016,2,Frank Gore,RB,IND,DEN,0,5700
2016,2,Ezekiel Elliott,RB,DAL,WAS,0,7900
2016,2,Matt Jones,RB,WAS,DAL,1,6200
2016,2,Fozzy Whittaker,RB,CAR,SF,1,4800
2016,2,Chris Johnson,RB,ARI,TB,1,5600
2016,2,LeSean McCoy,RB,BUF,NYJ,1,6800
2016,2,Lamar Miller,RB,HOU,KC,1,7700
2016,2,Spencer Ware,RB,KC,HOU,0,6800
2016,2,Devonta Freeman,RB,ATL,OAK,0,7400
2016,2,Kenyan Drake,RB,MIA,NE,0,4900
2016,2,Theo Riddick,RB,DET,TEN,1,5900
2016,2,Mike Gillislee,RB,BUF,NYJ,1,4800
2016,2,Christine Michael,RB,GB,MIN,0,5900
2016,2,Corey Grant,RB,JAC,SD,0,4500
2016,2,Jeremy Langford,RB,CHI,PHI,1,6500
2016,2,T.J. Yeldon,RB,JAC,SD,0,6500
2016,2,Duke Johnson,RB,CLE,BAL,1,5400
2016,2,Todd Gurley,RB,LARM,SEA,1,8400
2016,2,Jeremy Hill,RB,CIN,PIT,0,6600
2016,2,Chris Thompson,RB,WAS,DAL,1,5200
2016,2,Robert Turbin,RB,IND,DEN,0,4600
2016,2,Charcandrick West,RB,KC,HOU,0,5800
2016,2,Mark Ingram,RB,NO,NYG,0,7000
2016,2,Alfred Morris,RB,DAL,WAS,0,5300
2016,2,Terrance West,RB,BAL,CLE,0,5400
2016,2,Shane Vereen,RB,NYG,NO,1,5100
2016,2,Justin Forsett,RB,DET,TEN,1,6600
2016,2,Josh Ferguson,RB,IND,DEN,0,4500
2016,2,Darren Sproles,RB,PHI,CHI,0,5400
2016,2,DeAndre Washington,RB,OAK,ATL,1,4700
2016,2,Devontae Booker,RB,DEN,IND,1,5200
2016,2,Derrick Henry,RB,TEN,DET,0,5300
2016,2,Eddie Lacy,RB,GB,MIN,0,7000
2016,2,Rashad Jennings,RB,NYG,NO,1,6300
2016,2,Jamize Olawale,RB,OAK,ATL,1,4500
2016,2,Carlos Hyde,RB,SF,CAR,0,6100
2016,2,Jay Ajayi,RB,MIA,NE,0,4700
2016,2,Charles Sims,RB,TB,ARI,0,5600
2016,2,Lance Dunbar,RB,DAL,WAS,0,4800
2016,2,Jordan Howard,RB,CHI,PHI,1,5400
2016,2,James White,RB,NE,MIA,1,5600
2016,2,Ameer Abdullah,RB,DET,TEN,1,6700
2016,2,Danny Woodhead,RB,SD,JAC,1,6400
2016,2,Adrian Peterson,RB,MIN,GB,1,8200
2016,2,Jalen Richard,RB,OAK,ATL,1,4900
2016,2,Dwayne Washington,RB,DET,TEN,1,4500
2016,2,Matt Asiata,RB,MIN,GB,1,4800
2016,2,Jacquizz Rodgers,RB,TB,ARI,0,4700
2016,2,Travaris Cadet,RB,NO,NYG,0,5300
2016,2,Jonathan Stewart,RB,CAR,SF,1,6700
