Year,Week,Name,Pos,Team,Opp,H_A,Salary
2016,7,Melvin Gordon,RB,SD,ATL,0,8000
2016,7,Jay Ajayi,RB,MIA,BUF,1,6400
2016,7,Matt Forte,RB,NYJ,BAL,1,6700
2016,7,Jeremy Hill,RB,CIN,CLE,1,6800
2016,7,LeGarrette Blount,RB,NE,PIT,0,7100
2016,7,David Johnson,RB,ARI,SEA,1,8500
2016,7,DeMarco Murray,RB,TEN,IND,1,8700
2016,7,Spencer Ware,RB,KC,NO,1,7000
2016,7,Le'Veon Bell,RB,PIT,NE,1,8600
2016,7,Latavius Murray,RB,OAK,JAC,0,5900
2016,7,Ty Montgomery,RB,GB,CHI,1,5600
2016,7,Jacquizz Rodgers,RB,TB,SF,0,5600
2016,7,Frank Gore,RB,IND,TEN,0,6400
2016,7,C.J. Anderson,RB,DEN,HOU,1,7200
2016,7,Isaiah Crowell,RB,CLE,CIN,0,6400
2016,7,Giovani Bernard,RB,CIN,CLE,1,6300
2016,7,Devontae Booker,RB,DEN,HOU,1,5600
2016,7,Chris Thompson,RB,WAS,DET,0,4900
2016,7,Peyton Barber,RB,TB,SF,0,4500
2016,7,Mark Ingram,RB,NO,KC,0,6600
2016,7,Tevin Coleman,RB,ATL,SD,1,6200
2016,7,Shaun Draughn,RB,SF,TB,1,4500
2016,7,Devonta Freeman,RB,ATL,SD,1,7500
2016,7,Todd Gurley,RB,LARM,NYG,1,8100
2016,7,Rashad Jennings,RB,NYG,LARM,0,5800
2016,7,Matt Asiata,RB,MIN,PHI,0,5400
2016,7,James White,RB,NE,PIT,0,6100
2016,7,Reggie Bush,RB,BUF,MIA,0,4900
2016,7,Zach Zenner,RB,DET,WAS,1,5400
2016,7,Lamar Miller,RB,HOU,DEN,0,7700
2016,7,Mike Davis,RB,SF,TB,1,4500
2016,7,Rob Kelley,RB,WAS,DET,0,4900
2016,7,Damien Williams,RB,MIA,BUF,1,4700
2016,7,Christine Michael,RB,GB,CHI,1,7600
2016,7,Ryan Mathews,RB,PHI,MIN,1,5800
2016,7,DuJuan Harris,RB,SF,TB,1,4500
2016,7,Ka'Deem Carey,RB,CHI,GB,0,4500
2016,7,Chris Ivory,RB,JAC,OAK,1,5500
2016,7,Darren Sproles,RB,PHI,MIN,1,5100
2016,7,Justin Forsett,RB,DEN,HOU,1,5200
2016,7,Antone Smith,RB,TB,SF,0,0
