Year,Week,Name,Pos,Team,Opp,H_A,Salary
2016,14,David Johnson,RB,ARI,MIA,0,9700
2016,14,Le'Veon Bell,RB,PIT,BUF,0,9000
2016,14,Mike Evans,WR,TB,NO,1,8900
2016,14,Antonio Brown,WR,PIT,BUF,0,8800
2016,14,Drew Brees,QB,NO,TB,0,8700
2016,14,Matthew Stafford,QB,DET,CHI,1,8500
2016,14,Odell Beckham Jr.,WR,NYG,DAL,1,8500
2016,14,Ezekiel Elliott,RB,DAL,NYG,0,8500
2016,14,Matt Ryan,QB,ATL,LARM,0,8300
2016,14,LeSean McCoy,RB,BUF,PIT,1,8300
2016,14,Julio Jones,WR,ATL,LARM,0,8300
2016,14,Melvin Gordon,RB,SD,CAR,0,8200
2016,14,Jameis Winston,QB,TB,NO,1,8200
2016,14,Andrew Luck,QB,IND,HOU,1,8200
2016,14,Ben Roethlisberger,QB,PIT,BUF,0,8100
2016,14,Aaron Rodgers,QB,GB,SEA,1,8000
2016,14,Philip Rivers,QB,SD,CAR,0,8000
2016,14,Dak Prescott,QB,DAL,NYG,0,8000
2016,14,Russell Wilson,QB,SEA,GB,0,7900
2016,14,Marcus Mariota,QB,TEN,DEN,1,7900
2016,14,DeMarco Murray,RB,TEN,DEN,1,7900
2016,14,Jordan Howard,RB,CHI,DET,0,7800
2016,14,Dez Bryant,WR,DAL,NYG,0,7800
2016,14,Cam Newton,QB,CAR,SD,1,7800
2016,14,Eli Manning,QB,NYG,DAL,1,7700
2016,14,Matt Forte,RB,NYJ,SF,0,7700
2016,14,Andy Dalton,QB,CIN,CLE,0,7700
2016,14,Tyrod Taylor,QB,BUF,PIT,1,7600
2016,14,T.Y. Hilton,WR,IND,HOU,1,7600
2016,14,Kirk Cousins,QB,WAS,PHI,0,7600
2016,14,Devonta Freeman,RB,ATL,LARM,0,7500
2016,14,Jordan Reed,TE,WAS,PHI,0,7500
2016,14,A.J. Green,WR,CIN,CLE,0,7500
2016,14,Carson Palmer,QB,ARI,MIA,0,7400
2016,14,Doug Martin,RB,TB,NO,1,7300
2016,14,Colin Kaepernick,QB,SF,NYJ,1,7300
2016,14,Ryan Fitzpatrick,QB,NYJ,SF,0,7200
2016,14,Lamar Miller,RB,HOU,IND,0,7200
2016,14,Brandon Marshall,WR,NYJ,SF,0,7200
2016,14,Jay Ajayi,RB,MIA,ARI,1,7200
2016,14,DeAndre Hopkins,WR,HOU,IND,0,7100
2016,14,Ryan Tannehill,QB,MIA,ARI,1,7100
2016,14,Jordy Nelson,WR,GB,SEA,1,7100
2016,14,Mark Ingram,RB,NO,TB,0,7100
2016,14,Doug Baldwin,WR,SEA,GB,0,7000
2016,14,Trevor Siemian,QB,DEN,TEN,0,7000
2016,14,Sam Bradford,QB,MIN,JAC,0,6900
2016,14,Demaryius Thomas,WR,DEN,TEN,0,6900
2016,14,Kenny Britt,WR,LARM,ATL,0,6900
2016,14,Blake Bortles,QB,JAC,MIN,1,6900
2016,14,Jeremy Hill,RB,CIN,CLE,0,6900
2016,14,Todd Gurley,RB,LARM,ATL,0,6900
2016,14,Carlos Hyde,RB,SF,NYJ,1,6900
2016,14,Tyrell Williams,WR,SD,CAR,0,6800
2016,14,Kelvin Benjamin,WR,CAR,SD,1,6800
2016,14,Larry Fitzgerald,WR,ARI,MIA,0,6800
2016,14,DeVante Parker,WR,MIA,ARI,1,6700
2016,14,Jared Goff,QB,LARM,ATL,0,6700
2016,14,Tyler Eifert,TE,CIN,CLE,0,6700
2016,14,Terrelle Pryor Sr.,WR,CLE,CIN,1,6700
2016,14,Jimmy Graham,TE,SEA,GB,0,6600
2016,14,Stefon Diggs,WR,MIN,JAC,0,6600
2016,14,Devontae Booker,RB,DEN,TEN,0,6600
2016,14,Michael Thomas,WR,NO,TB,0,6600
2016,14,Allen Robinson,WR,JAC,MIN,1,6600
2016,14,Thomas Rawls,RB,SEA,GB,0,6500
2016,14,Brock Osweiler,QB,HOU,IND,0,6500
2016,14,Adrian Peterson,RB,MIN,JAC,0,6500
2016,14,Jonathan Stewart,RB,CAR,SD,1,6500
2016,14,Carson Wentz,QB,PHI,WAS,1,6500
2016,14,Jamison Crowder,WR,WAS,PHI,0,6400
2016,14,Josh McCown,QB,CLE,CIN,1,6400
