"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"17105-6504","QB","Drew","","Brees","23.94363680752841","11","9300","DET@NO","NO","DET","","","",""
"17105-28181","RB","Le'Veon","","Bell","21.012500762939453","8","9300","NYG@PIT","PIT","NYG","","","",""
"17105-62497","RB","David","","Johnson","23.3545448996804","11","9200","WAS@ARI","ARI","WAS","","","",""
"17105-11612","WR","Antonio","","Brown","18.33636335893111","11","9000","NYG@PIT","PIT","NYG","","","",""
"17105-31360","WR","Odell","","Beckham Jr.","15.454545454545455","11","9000","NYG@PIT","NYG","PIT","","","",""
"17105-6616","QB","Matt","","Ryan","22.458181207830254","11","8600","KC@ATL","ATL","KC","","","",""
"17105-6498","QB","Tom","","Brady","23.562857491629465","7","8500","LA@NE","NE","LA","Q","Knee","",""
"17105-32384","WR","Mike","","Evans","18.227272727272726","11","8500","TB@SD","TB","SD","","","",""
"17105-6894","QB","Aaron","","Rodgers","24.223635586825285","11","8500","HOU@GB","GB","HOU","Q","Hamstring","",""
"17105-6779","RB","LeSean","","McCoy","17.539999389648436","10","8400","BUF@OAK","BUF","OAK","","","",""
"17105-6589","QB","Ben","","Roethlisberger","20.5","10","8300","NYG@PIT","PIT","NYG","","","",""
"17105-6654","QB","Matthew","","Stafford","18.35636346990412","11","8300","DET@NO","DET","NO","","","",""
"17105-14190","WR","Julio","","Jones","16.045454545454546","11","8300","KC@ATL","ATL","KC","","","",""
"17105-7968","QB","Philip","","Rivers","18.24727283824574","11","8200","TB@SD","SD","TB","","","",""
"17105-45859","QB","Derek","","Carr","19.509091463955965","11","8100","BUF@OAK","OAK","BUF","","","",""
"17105-28900","RB","Melvin","","Gordon","18.89090936834162","11","8000","TB@SD","SD","TB","","","",""
"17105-6826","QB","Eli","","Manning","16.498181429776277","11","7900","NYG@PIT","NYG","PIT","","","",""
"17105-31001","WR","Amari","","Cooper","13.381817904385654","11","7800","BUF@OAK","OAK","BUF","","","",""
"17105-14231","QB","Colin","","Kaepernick","22.316665649414062","6","7800","SF@CHI","SF","CHI","","","",""
"17105-22015","QB","Russell","","Wilson","16.62727217240767","11","7700","CAR@SEA","SEA","CAR","","","",""
"17105-24849","QB","Jameis","","Winston","18.727272727272726","11","7600","TB@SD","TB","SD","","","",""
