"QB","RB","RB","WR","WR","WR","TE","K","D","","Instructions"
"","","","","","","","","","","1) Create a lineup by inserting any player from this list into their appropriate position columns"
"","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload"
"","","","","","","","","","","4) Maximum of 250 lineups per upload"
"","","","","","","","","",""
"","","","","","","","","","","Player ID + Player Name","Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"","","","","","","","","","","17202-11495:Brandon LaFell","17202-11495","WR","Brandon","","LaFell","8.791666666666666","12","5800","CIN@CLE","CIN","CLE","","","",""
"","","","","","","","","","","17202-14757:Matt Asiata","17202-14757","RB","Matt","","Asiata","7.5","12","5800","MIN@JAC","MIN","JAC","","","",""
"","","","","","","","","","","17202-22047:Ladarius Green","17202-22047","TE","Ladarius","","Green","8.050000190734863","4","5800","PIT@BUF","PIT","BUF","","","",""
"","","","","","","","","","","17202-6739:DeSean Jackson","17202-6739","WR","DeSean","","Jackson","9.263636502352627","11","5800","WAS@PHI","WAS","PHI","","","",""
"","","","","","","","","","","17202-29780:Zach Ertz","17202-29780","TE","Zach","","Ertz","8.069999694824218","10","5700","WAS@PHI","PHI","WAS","","","",""
"","","","","","","","","","","17202-11609:James Starks","17202-11609","RB","James","","Starks","6.137499809265137","8","5700","SEA@GB","GB","SEA","","","",""
"","","","","","","","","","","17202-11864:Chris Ivory","17202-11864","RB","Chris","","Ivory","6.966666751437717","9","5700","MIN@JAC","JAC","MIN","Q","Hamstring","",""
"","","","","","","","","","","17202-40669:Tyler Boyd","17202-40669","WR","Tyler","","Boyd","6.083333333333333","12","5700","CIN@CLE","CIN","CLE","","","",""
"","","","","","","","","","","17202-54782:Cameron Brate","17202-54782","TE","Cameron","","Brate","9.358333587646484","12","5600","NO@TB","TB","NO","","","",""
"","","","","","","","","","","17202-22018:Mohamed Sanu","17202-22018","WR","Mohamed","","Sanu","7.924999872843425","12","5600","ATL@LA","ATL","LA","Q","Groin","",""
"","","","","","","","","","","17202-7972:Darren Sproles","17202-7972","RB","Darren","","Sproles","8.924999872843423","12","5600","WAS@PHI","PHI","WAS","","","",""
"","","","","","","","","","","17202-14320:Bilal Powell","17202-14320","RB","Bilal","","Powell","7.025000254313151","12","5600","NYJ@SF","NYJ","SF","","","",""
"","","","","","","","","","","17202-31732:Corey Coleman","17202-31732","WR","Corey","","Coleman","9.799999872843423","6","5600","CIN@CLE","CLE","CIN","","","",""
"","","","","","","","","","","17202-11500:Colt McCoy","17202-11500","QB","Colt","","McCoy","8.819999694824218","1","5500","WAS@PHI","WAS","PHI","","","",""
"","","","","","","","","","","17202-14645:Dontrelle Inman","17202-14645","WR","Dontrelle","","Inman","7.966666539510091","12","5500","SD@CAR","SD","CAR","","","",""
"","","","","","","","","","","17202-22848:Austin Davis","17202-22848","QB","Austin","","Davis","7.393333435058594","3","5500","DEN@TEN","DEN","TEN","","","",""
"","","","","","","","","","","17202-54684:Isaiah Crowell","17202-54684","RB","Isaiah","","Crowell","11.158332824707031","12","5500","CIN@CLE","CLE","CIN","","","",""
"","","","","","","","","","","17202-45683:Kapri Bibbs","17202-45683","RB","Kapri","","Bibbs","3.424999952316284","8","5500","DEN@TEN","DEN","TEN","IR","Ankle","",""
"","","","","","","","","","","17202-6808:Matt Moore","17202-6808","QB","Matt","","Moore","0.36000001430511474","1","5500","ARI@MIA","MIA","ARI","","","",""
"","","","","","","","","","","17202-7844:Chad Henne","17202-7844","QB","Chad","","Henne","-0.20000000298023224","1","5500","MIN@JAC","JAC","MIN","","","",""
"","","","","","","","","","","17202-27477:Sterling Shepard","17202-27477","WR","Sterling","","Shepard","9.325000127156576","12","5500","DAL@NYG","NYG","DAL","","","",""
"","","","","","","","","","","17202-40845:Hunter Henry","17202-40845","TE","Hunter","","Henry","8","10","5500","SD@CAR","SD","CAR","","","",""
"","","","","","","","","","","17202-14237:Kyle Rudolph","17202-14237","TE","Kyle","","Rudolph","9.02500025431315","12","5500","MIN@JAC","MIN","JAC","","","",""
"","","","","","","","","","","17202-42028:Will Fuller V","17202-42028","WR","Will","","Fuller V","8.63000030517578","10","5400","HOU@IND","HOU","IND","","","",""
"","","","","","","","","","","17202-62538:Cameron Meredith","17202-62538","WR","Cameron","","Meredith","7.919999694824218","10","5400","CHI@DET","CHI","DET","","","",""
"","","","","","","","","","","17202-27776:Tevin Coleman","17202-27776","RB","Tevin","","Coleman","12.788888719346788","9","5400","ATL@LA","ATL","LA","","","",""
"","","","","","","","","","","17202-30108:Marquess Wilson","17202-30108","WR","Marquess","","Wilson","8.833333333333334","3","5400","CHI@DET","CHI","DET","Q","Groin","",""
"","","","","","","","","","","17202-54753:Taylor Gabriel","17202-54753","WR","Taylor","","Gabriel","10.033333672417534","9","5400","ATL@LA","ATL","LA","","","",""
"","","","","","","","","","","17202-32243:Marquise Goodwin","17202-32243","WR","Marquise","","Goodwin","6.6400001525878904","10","5400","PIT@BUF","BUF","PIT","","","",""
"","","","","","","","","","","17202-38509:Wendell Smallwood","17202-38509","RB","Wendell","","Smallwood","4.490909229625355","11","5400","WAS@PHI","PHI","WAS","","","",""
"","","","","","","","","","","17202-6774:Pierre Garcon","17202-6774","WR","Pierre","","Garcon","9.408333460489908","12","5400","WAS@PHI","WAS","PHI","","","",""
"","","","","","","","","","","17202-29593:Marqise Lee","17202-29593","WR","Marqise","","Lee","8.291666666666666","12","5400","MIN@JAC","JAC","MIN","","","",""
"","","","","","","","","","","17202-30775:Justin Hunter","17202-30775","WR","Justin","","Hunter","5.557143075125558","7","5300","PIT@BUF","BUF","PIT","","","",""
"","","","","","","","","","","17202-31061:T.J. Yeldon","17202-31061","RB","T.J.","","Yeldon","7.583333333333333","12","5300","MIN@JAC","JAC","MIN","","","",""
"","","","","","","","","","","17202-47523:Tajae Sharpe","17202-47523","WR","Tajae","","Sharpe","6.375","12","5300","DEN@TEN","TEN","DEN","","","",""
"","","","","","","","","","","17202-21971:Coby Fleener","17202-21971","TE","Coby","","Fleener","8.325000127156576","12","5300","NO@TB","NO","TB","","","",""
"","","","","","","","","","","17202-30237:Mike Gillislee","17202-30237","RB","Mike","","Gillislee","7.954545454545454","11","5300","PIT@BUF","BUF","PIT","","","",""
"","","","","","","","","","","17202-27457:Kenny Stills","17202-27457","WR","Kenny","","Stills","7.841666539510091","12","5300","ARI@MIA","MIA","ARI","","","",""
