"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16789-38791","RB","Ezekiel","","Elliott","18.628570556640625","7","9200","DAL@CLE","DAL","CLE","","","",""
"16789-6894","QB","Aaron","","Rodgers","22.468571254185267","7","9100","IND@GB","GB","IND","","","",""
"16789-31360","WR","Odell","","Beckham Jr.","14.142857142857142","7","8900","PHI@NYG","NYG","PHI","Q","Hip","",""
"16789-28181","RB","Le'Veon","","Bell","18.975000381469727","4","8700","PIT@BAL","PIT","BAL","","","",""
"16789-11612","WR","Antonio","","Brown","16.44285692487444","7","8700","PIT@BAL","PIT","BAL","","","",""
"16789-6504","QB","Drew","","Brees","23.820000784737722","7","8600","NO@SF","NO","SF","","","",""
"16789-7968","QB","Philip","","Rivers","17.537500381469727","8","8300","TEN@SD","SD","TEN","","","",""
"16789-6893","WR","Jordy","","Nelson","13","7","8200","IND@GB","GB","IND","","","",""
"16789-14185","QB","Cam","","Newton","20.90333302815755","6","8100","CAR@LA","CAR","LA","","","",""
"16789-14254","RB","DeMarco","","Murray","19.412500381469727","8","8100","TEN@SD","TEN","SD","","","",""
"16789-21939","QB","Andrew","","Luck","21.657499313354492","8","8000","IND@GB","IND","GB","Q","Shoulder","",""
"16789-31459","RB","Spencer","","Ware","14.700000217982701","7","8000","JAC@KC","KC","JAC","Q","Concussion","",""
"16789-11435","WR","Dez","","Bryant","11.449999809265137","4","7800","DAL@CLE","DAL","CLE","","","",""
"16789-28900","RB","Melvin","","Gordon","18.387500762939453","8","7800","TEN@SD","SD","TEN","","","",""
"16789-45859","QB","Derek","","Carr","20.74250030517578","8","7700","DEN@OAK","OAK","DEN","","","",""
"16789-31001","WR","Amari","","Cooper","15.087499618530273","8","7700","DEN@OAK","OAK","DEN","Q","Back","",""
"16789-31716","QB","Dak","","Prescott","19.345714024135045","7","7600","DAL@CLE","DAL","CLE","","","",""
"16789-29501","WR","Brandin","","Cooks","14.700000217982701","7","7600","NO@SF","NO","SF","","","",""
"16789-29358","QB","Marcus","","Mariota","18.38249969482422","8","7600","TEN@SD","TEN","SD","","","",""
"16789-30447","RB","Todd","","Gurley","11.942856924874443","7","7600","CAR@LA","LA","CAR","","","",""
"16789-31394","WR","Jarvis","","Landry","12.571428571428571","7","7600","NYJ@MIA","MIA","NYJ","","","",""
"16789-22031","WR","T.Y.","","Hilton","14.737500190734863","8","7600","IND@GB","IND","GB","","","",""
"16789-6589","QB","Ben","","Roethlisberger","21.1999994913737","6","7500","PIT@BAL","PIT","BAL","Q","Knee","",""
"16789-6914","TE","Greg","","Olsen","13.728571210588727","7","7500","CAR@LA","CAR","LA","","","",""
"16789-6826","QB","Eli","","Manning","14.408571515764509","7","7500","PHI@NYG","NYG","PHI","","","",""
"16789-6899","RB","Matt","","Forte","15.0625","8","7500","NYJ@MIA","NYJ","MIA","","","",""
"16789-6714","QB","Joe","","Flacco","14.182856968470983","7","7500","PIT@BAL","BAL","PIT","","","",""
"16789-6759","WR","Brandon","","Marshall","10.375","8","7500","NYJ@MIA","NYJ","MIA","","","",""
"16789-7659","QB","Ryan","","Fitzpatrick","12.145000457763672","8","7400","NYJ@MIA","NYJ","MIA","","","",""
"16789-6654","QB","Matthew","","Stafford","19.844999313354492","8","7400","DET@MIN","DET","MIN","","","",""
"16789-11414","QB","Sam","","Bradford","14.080000559488932","6","7400","DET@MIN","MIN","DET","","","",""
"16789-11432","WR","Demaryius","","Thomas","12.0625","8","7400","DEN@OAK","DEN","OAK","","","",""
"16789-24929","WR","Kelvin","","Benjamin","12.314285278320312","7","7400","CAR@LA","CAR","LA","","","",""
"16789-21948","QB","Ryan","","Tannehill","14.559999738420759","7","7300","NYJ@MIA","MIA","NYJ","","","",""
"16789-34308","QB","Blake","","Bortles","19.094286237444198","7","7300","JAC@KC","JAC","KC","","","",""
"16789-14231","QB","Colin","","Kaepernick","16.600000381469727","2","7200","NO@SF","SF","NO","","","",""
"16789-28434","QB","Trevor","","Siemian","12.925714765276227","7","7200","DEN@OAK","DEN","OAK","","","",""
"16789-22103","WR","Marvin","","Jones Jr.","13.487500190734863","8","7200","DET@MIN","DET","MIN","","","",""
"16789-45889","WR","Davante","","Adams","12.914285932268415","7","7100","IND@GB","GB","IND","","","",""
"16789-46882","RB","Jay","","Ajayi","15.066666920979818","6","7100","NYJ@MIA","MIA","NYJ","","","",""
"16789-6803","QB","Josh","","McCown","19.520000457763672","2","7100","DAL@CLE","CLE","DAL","","","",""
"16789-6639","QB","Tony","","Romo","11.914999961853027","4","7000","DAL@CLE","DAL","CLE","Q","Back","",""
"16789-15212","WR","Terrelle","","Pryor Sr.","12.930000305175781","8","7000","DAL@CLE","CLE","DAL","Q","Hamstring","",""
"16789-28473","RB","Carlos","","Hyde","15.333333333333334","6","7000","NO@SF","SF","NO","Q","Shoulder","",""
"16789-39580","RB","Devontae","","Booker","6.837500095367432","8","7000","DEN@OAK","DEN","OAK","Q","Shoulder","",""
"16789-9392","WR","Michael","","Crabtree","14.800000190734863","8","7000","DEN@OAK","OAK","DEN","","","",""
"16789-14257","WR","Randall","","Cobb","12.266666412353516","6","6900","IND@GB","GB","IND","Q","Hamstring","",""
"16789-70324","QB","Carson","","Wentz","14.005714416503906","7","6900","PHI@NYG","PHI","NYG","","","",""
"16789-11505","WR","Emmanuel","","Sanders","12.087499618530273","8","6800","DEN@OAK","DEN","OAK","","","",""
"16789-8005","QB","Alex","","Smith","14.374286106654576","7","6800","JAC@KC","KC","JAC","Q","Head","",""
"16789-22027","QB","Nick","","Foles","16.81999969482422","1","6800","JAC@KC","KC","JAC","","","",""
"16789-14211","RB","Mark","","Ingram","10.900000435965401","7","6700","NO@SF","NO","SF","","","",""
"16789-7283","WR","Jeremy","","Maclin","9.214285714285714","7","6700","JAC@KC","KC","JAC","Q","Groin","",""
"16789-28643","WR","Allen","","Robinson","10.085714067731585","7","6700","JAC@KC","JAC","KC","","","",""
"16789-33076","TE","Travis","","Kelce","10.385713849748884","7","6600","JAC@KC","KC","JAC","","","",""
"16789-6607","WR","Mike","","Wallace","12.62857164655413","7","6600","PIT@BAL","BAL","PIT","","","",""
"16789-33465","RB","Theo","","Riddick","16.066666920979817","6","6600","DET@MIN","DET","MIN","Q","Ankle","",""
"16789-29249","RB","C.J.","","Anderson","13.5","7","6500","DEN@OAK","DEN","OAK","IR","Knee","",""
"16789-44449","WR","Willie","","Snead","12.15000025431315","6","6500","NO@SF","NO","SF","","","",""
"16789-25079","WR","Stefon","","Diggs","12.65000025431315","6","6500","DET@MIN","MIN","DET","","","",""
"16789-29734","RB","Ty","","Montgomery","5.166666666666667","6","6500","IND@GB","GB","IND","Q","Illness","",""
"16789-6728","RB","Jamaal","","Charles","4.133333206176758","3","6500","JAC@KC","KC","JAC","IR","Knee","",""
"16789-27266","WR","Quincy","","Enunwa","10.774999618530273","8","6400","NYJ@MIA","NYJ","MIA","","","",""
"16789-27405","QB","Landry","","Jones","3.484999895095825","4","6400","PIT@BAL","PIT","BAL","","","",""
"16789-54607","RB","Terrance","","West","10.185714721679688","7","6400","PIT@BAL","BAL","PIT","","","",""
"16789-11485","WR","Golden","","Tate","8.837499618530273","8","6400","DET@MIN","DET","MIN","","","",""
"16789-6863","TE","Delanie","","Walker","10.400000435965401","7","6400","TEN@SD","TEN","SD","Q","Groin","",""
