Week,Predicted Points,Actual Points
8,124.04829883427317,159.62
9,121.24682220647217,129.82
10,120.34622595051886,183.9
11,124.8151446410005,115.24
12,128.1614380566653,149.8
13,125.16931450739285,126.53999999999999
14,127.75523344404563,134.56
