Year,Week,Name,Position,Salary,Predicted points
2016,12,Dak Prescott,QB,8000.0,21.251961986434722
2016,12,Willie Snead,WR,6400.0,12.05864084365282
2016,12,Michael Thomas,WR,6400.0,12.356397717540075
2016,12,Cole Beasley,WR,6400.0,11.701716195077612
2016,12,Ezekiel Elliott,RB,8600.0,20.21779172152636
2016,12,DeMarco Murray,RB,8300.0,16.643266930332373
2016,12,Sebastian Janikowski,PK,4700.0,10.107245484409638
2016,12,Delanie Walker,TE,6100.0,10.910336056168418
2016,12,NYG,Def,4800.0,12.914081121523278
