Year,Week,Name,Position,Salary,Predicted points
2016,14,Kirk Cousins,QB,7600.0,20.69679786379096
2016,14,Jamison Crowder,WR,6400.0,12.196278004863379
2016,14,Dez Bryant,WR,7800.0,15.084413826322958
2016,14,Davante Adams,WR,6400.0,11.995582859886046
2016,14,Le'Veon Bell,RB,9000.0,20.350854949900594
2016,14,Carlos Hyde,RB,6900.0,14.005208147168547
2016,14,Dan Bailey,PK,4700.0,9.977050330593368
2016,14,Greg Olsen,TE,6400.0,9.303777393525406
2016,14,MIN,Def,4800.0,14.145270067994373
